site_name,reporting_area,latitude,longitude,p450,sod,shell,ci1,ci2,ci3,ibr1bio,ibr1morph,ibr1overall,1_7_dimethylphenanthrene,2_3_5_trimethylnaphthalene,2_6_dimethylnaphthalene,2_methylnaphthalene,3_methylphenanthrene,9_methylphenanthrene,acenaphthene,acenaphthylene,aldrin,alpha_chlordane,alpha_hexachlorocyclohexane,anthracene,BDE028,BDE047,BDE049,BDE066,BDE085,BDE099,BDE100,BDE153,BDE154,BDE155,BDE183,benz_a_anthracene,benzo_a_pyrene,benzo_b_fluoranthene,benzo_e_pyrene,benzo_ghi_perylene,benzo_k_fluoranthene,beta_chlordane,beta_hexachlorocyclohexane,Br5DE04,Br5DE05,Br6DE01,Br7DE01,C1_benzanthracenes_chrysenes,C1_dibenzothiophenes,C1_fluoranthenes_pyrenes,C1_fluorenes,C1_naphthalenes,C1_phenanthrenes_anthracenes,C2_benzanthracenes_chrysenes,C2_dibenzothiophenes,C2_fluoranthenes_pyrenes,C2_fluorenes,C2_naphthalenes,C2_phenanthrenes_anthracenes,C3_benzanthracenes_chrysenes,C3_dibenzothiophenes,C3_fluoranthenes_pyrenes,C3_fluorenes,C3_naphthalenes,C3_phenanthrenes_anthracenes,C4_benzanthracenes_chrysenes,C4_dibenzothiophenes,C4_fluoranthenes_pyrenes,C4_naphthalenes,C4_phenanthrenes_anthracenes,chrysene,cis_nonachlor,dibenz_ah_anthracene,dibenzothiophene,dieldrin,Endosulfan_1,fluoranthene,fluorene,gamma_hexachlorocyclohexane,heptachlor,heptachlor_epoxide,hexachlorobenzene,indeno_123cd_pyrene,mirex,naphthalene,nonachlor3,opDDD,opDDE,opDDT,Oxychlordane,PCB011,PCB017,PCB018,PCB028,PCB031,PCB033,PCB044,PCB049,PCB052,PCB066,PCB070,PCB074,PCB082,PCB087,PCB095,PCB099,PCB101,PCB105,PCB110,PCB118,PCB128,PCB138,PCB149,PCB151,PCB153,PCB156,PCB158,PCB170,PCB171,PCB177,PCB180,PCB183,PCB187,PCB191,PCB194,PCB195,PCB198,PCB199,PCB205,PCB206,PCB208,PCB209,perylene,phenanthrene,ppDDD,ppDDE,ppDDT,pyrene,Retene,trans_Nonachlor
Elliot Bay Myrtle Edwards,10,47.61862,-122.36108,0.130384096,-0.116283032,4.821558456,0.982168243,-0.48237641,0.120641848,0.007050532,0.135552869,0.071301701,67.10234279,5.435289766,14.09149199,13.42046856,181.1763255,127.4944513,54.35289766,-5.099778052,-1.20784217,-1.20784217,-1.20784217,80.52281134,-1.409149199,3.690628853,-1.409149199,-1.409149199,-1.409149199,2.41568434,-1.409149199,-1.20784217,-1.409149199,-1.409149199,-1.140739827,597.2108508,174.4660912,442.8754624,456.2959309,48.31368681,543.5289766,-1.409149199,-0.738125771,-1.409149199,-1.409149199,-1.409149199,-1.140739827,328.8014797,43.61652281,738.1257707,35.56424168,20.80172626,624.0517879,114.0739827,59.72108508,275.1196054,53.68187423,39.59038224,570.3699137,32.88014797,51.66880395,161.0456227,80.52281134,80.52281134,342.2219482,8.723304562,30.86707768,73.81257707,66.43131936,154.3353884,671.0234279,-1.409149199,16.7755857,36.90628853,1.274944513,-1.20784217,2549.889026,66.43131936,-1.140739827,-1.20784217,-1.274944513,-1.409149199,42.27447596,-1.409149199,32.88014797,-1.409149199,4.495856967,-1.409149199,-1.409149199,-1.409149199,-1.409149199,-1.409149199,3.019605425,3.220912454,4.026140567,2.549889026,2.348581998,1.878865598,4.09324291,3.086707768,5.502392109,1.67755857,-1.409149199,2.751196054,5.032675709,3.824833539,8.052281134,3.489321825,7.381257707,7.381257707,1.945967941,13.42046856,8.052281134,2.281479655,12.74944513,-1.409149199,-1.409149199,-1.409149199,-1.409149199,1.476251541,3.153810111,1.610456227,3.489321825,-1.409149199,-1.409149199,-1.409149199,-1.409149199,-1.409149199,-1.409149199,-1.342046856,-1.409149199,-1.409149199,120.784217,657.6029593,13.42046856,5.032675709,-1.274944513,1677.55857,53.0108508,-1.409149199
"Elliott Bay, Harbor Island, Pier 17",10,47.58766,-122.35065,6.218839183,-0.95132128,5.535658388,0.475737743,-2.721788681,-1.895800466,2.633758952,-0.087796628,1.272981162,29.09884679,-3.594563427,5.363316859,6.276221856,42.22185612,32.52224053,24.5343218,-3.594563427,-1.198187809,-1.198187809,-1.141131247,51.3509061,-1.369357496,2.681658429,-1.369357496,-1.369357496,-1.369357496,1.71169687,-1.369357496,-1.198187809,-1.369357496,-1.369357496,-1.141131247,165.4640308,46.21581549,148.3470621,108.4074684,18.82866557,148.3470621,-1.369357496,1.027018122,-1.369357496,-1.369357496,-1.369357496,-1.141131247,85.58484349,10.27018122,159.7583745,13.12300934,6.276221856,154.0527183,39.36902801,16.54640308,79.87918726,18.82866557,18.60043932,176.8753432,15.97583745,19.39923119,57.05656233,31.38110928,37.08676551,148.3470621,4.336298737,16.54640308,26.81658429,26.81658429,91.29049973,171.169687,-1.369357496,7.987918726,11.41131247,1.255244371,-1.198187809,473.5694673,29.66941241,-1.141131247,-1.198187809,-1.255244371,-1.369357496,18.82866557,-1.369357496,11.98187809,-1.369357496,2.852828116,-1.369357496,-1.369357496,-1.369357496,-1.369357496,-1.369357496,1.882866557,2.339319055,2.282262493,1.483470621,1.768753432,1.597583745,3.594563427,2.225205931,2.567545305,-1.369357496,-1.369357496,1.825809995,5.078034047,3.594563427,7.417353103,2.738714992,6.276221856,5.705656233,1.882866557,13.69357496,10.27018122,2.567545305,14.83470621,-1.369357496,-1.369357496,-1.369357496,-1.369357496,1.825809995,3.936902801,2.168149368,4.507468424,-1.369357496,-1.369357496,-1.369357496,-1.369357496,-1.369357496,-1.369357496,-1.369357496,-1.369357496,-1.369357496,26.81658429,199.6979681,3.879846238,3.594563427,-1.198187809,256.7545305,51.92147172,-1.369357496
Everett Harbor,8.2,47.9726,-122.22977,3.174299962,-1.378128293,3.764247704,0.501826587,-2.452304653,-1.421850349,0.898085834,-2.033046759,-0.567480462,-5.126211778,-5.059637599,-5.126211778,-4.859915062,7.323159683,-5.126211778,-5.126211778,-5.126211778,-1.2649094,-1.2649094,-1.2649094,-5.126211778,-1.464631937,1.86407701,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.2649094,-1.464631937,-1.464631937,-1.198335221,11.98335221,-5.192785957,6.524269536,5.592231031,-5.126211778,9.98612684,-1.464631937,-0.798890147,-1.464631937,-1.464631937,-1.464631937,-1.198335221,6.657417894,-5.126211778,13.98057758,-5.126211778,-4.926489241,25.298188,5.192785957,-5.126211778,5.325934315,-5.126211778,8.654643262,31.95560589,-3.328708947,-5.126211778,-5.126211778,-5.126211778,16.64354473,25.96392978,-3.328708947,-5.126211778,-5.126211778,7.988901472,21.30373726,19.30651189,-1.464631937,-5.126211778,-5.059637599,-1.131761042,-1.2649094,45.93618347,-5.059637599,-1.198335221,-1.2649094,-1.331483579,-1.464631937,-5.192785957,-1.464631937,24.63244621,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,2.196947905,2.330096263,2.5298188,1.597780294,-1.464631937,-1.464631937,1.730928652,-1.464631937,1.797502831,-1.464631937,-1.464631937,-1.464631937,1.531206116,-1.464631937,2.5298188,1.797502831,2.929263873,3.12898641,-1.464631937,4.260747452,2.196947905,-1.464631937,4.061024915,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,-1.464631937,8.654643262,41.94173273,-1.464631937,1.86407701,-1.331483579,29.95838052,31.95560589,-1.464631937
"Fidalgo Bay Aq Reserve, Weaverling Spit",7,48.482448,-122.583879,0.802314583,-0.09599721,3.459786493,2.2727987,0.444648646,-0.387777368,0.353158687,-1.171059341,-0.408950327,7.631585441,-6.105268353,-6.105268353,-6.105268353,9.539481801,-6.105268353,-6.168864898,-6.105268353,-1.78070327,-1.78070327,-1.717106724,-6.168864898,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-1.78070327,-2.035089451,-2.035089451,-1.653510179,7.631585441,-6.359654534,7.631585441,8.903516348,-6.359654534,6.995619988,-2.035089451,-1.081141271,-2.035089451,-2.035089451,-2.035089451,-1.653510179,13.99123998,-6.105268353,18.44299815,-6.105268353,-6.168864898,33.70616903,19.0789636,13.35527452,21.62282542,8.267550895,13.35527452,63.59654534,13.99123998,29.25441086,25.43861814,17.17106724,21.62282542,76.31585441,6.995619988,21.62282542,8.267550895,18.44299815,54.69302899,21.62282542,-2.035089451,-6.359654534,-6.041671808,-1.589913634,-1.78070327,47.06144355,-6.041671808,-1.717106724,-1.78070327,-1.844299815,-2.035089451,-6.359654534,-2.035089451,29.25441086,-2.035089451,2.416668723,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,-2.035089451,2.162282542,3.243423812,-1.971492906,-2.035089451,-2.035089451,-2.035089451,-2.035089451,3.879389266,-2.035089451,-2.035089451,-1.971492906,-2.035089451,-1.971492906,2.162282542,-1.971492906,2.480265268,2.925441086,-2.035089451,3.179827267,-2.035089451,-2.035089451,2.86184454,-2.035089451,-2.035089451,-1.971492906,-2.035089451,-2.035089451,-2.035089451,-1.971492906,-2.035089451,-2.035089451,-2.035089451,-1.971492906,-1.971492906,-2.035089451,-1.971492906,-1.971492906,-2.035089451,-2.035089451,-6.359654534,36.8859963,5.787285626,3.815792721,-1.78070327,25.43861814,13.99123998,-2.035089451
Filucy Bay,13,47.19483,-122.748665,7.73685765,-1.017174762,5.535658388,2.073295776,-2.762211285,-2.025059589,3.359841443,-0.452550364,1.45364554,-3.380626993,-3.380626993,-3.380626993,-3.321317747,3.439936238,-3.380626993,-3.439936238,-3.380626993,-0.948947928,-0.948947928,-0.948947928,-3.439936238,-1.126875664,1.364112646,-1.126875664,-1.126875664,-1.126875664,-1.067566419,-1.126875664,-0.948947928,-1.126875664,-1.126875664,-0.889638682,3.67717322,-3.380626993,3.855100956,-3.380626993,-3.380626993,5.041285866,-1.126875664,-0.593092455,-1.126875664,-1.126875664,-1.126875664,-0.889638682,3.439936238,-3.380626993,5.634378321,-3.380626993,-3.321317747,11.8618491,-2.49098831,-3.380626993,-3.380626993,-3.380626993,6.524017003,15.42040383,-2.49098831,-3.380626993,-3.380626993,-3.380626993,7.710201913,9.489479277,-2.49098831,-3.380626993,-3.380626993,-3.380626993,9.489479277,11.26875664,-1.126875664,-3.380626993,-3.380626993,-0.889638682,-0.948947928,17.19968119,-3.380626993,-0.948947928,-0.948947928,-1.008257173,-1.126875664,-3.380626993,-1.126875664,13.64112646,-1.126875664,-1.126875664,-1.126875664,-1.126875664,-1.126875664,-1.067566419,-1.067566419,1.542040383,1.660658874,2.075823592,1.245494155,-1.126875664,-1.126875664,1.957205101,1.126875664,1.482731137,-1.126875664,-1.126875664,-1.067566419,1.719968119,2.372369819,3.617863974,1.601349628,2.846843783,3.736482465,-1.126875664,5.159904357,2.668916047,-1.126875664,5.219213603,-1.126875664,-1.126875664,-1.067566419,-1.126875664,-1.126875664,-1.126875664,-1.067566419,1.245494155,-1.067566419,-1.126875664,-1.067566419,-1.067566419,-1.126875664,-1.067566419,-1.067566419,-1.126875664,-1.067566419,-3.380626993,17.19968119,-1.126875664,1.601349628,-1.008257173,9.489479277,16.01349628,-1.126875664
Friday Harbor,7,48.5069444,-123.0194444,2.841149489,-0.789088343,3.183003573,-0.505816645,-1.678885493,-2.016442314,1.026030573,-1.810192191,-0.392080809,6.893682956,-2.882812872,-2.882812872,-2.945482718,10.65387366,5.57761621,3.509511323,-2.882812872,-1.190727056,-1.190727056,-1.190727056,6.20431466,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.190727056,-1.378736591,-1.378736591,-1.128057211,19.42765197,3.196162098,15.04076281,9.400476758,-2.318784267,17.54755662,-1.378736591,-0.752038141,-1.378736591,-1.378736591,-1.378736591,-1.128057211,7.520381406,-2.882812872,23.81454112,-2.882812872,-2.945482718,32.58831943,3.070822408,-2.882812872,8.147079857,3.196162098,9.400476758,35.09511323,-1.942765197,-2.882812872,4.637568534,3.760190703,11.90727056,22.56114422,-1.942765197,-2.882812872,-2.882812872,6.893682956,13.78736591,23.81454112,-1.378736591,-2.381454112,-2.820143027,-1.065387366,-1.190727056,106.5387366,3.509511323,-1.128057211,-1.190727056,-1.253396901,-1.378736591,-2.381454112,-1.378736591,3.697520858,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,1.504076281,1.566746126,1.629415971,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,1.754755662,-1.378736591,1.942765197,2.256114422,-1.378736591,3.008152563,-1.378736591,-1.378736591,2.694803337,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,-1.378736591,4.073539928,52.64266985,-1.378736591,1.316066746,-1.253396901,75.20381406,17.54755662,-1.378736591
Gig Harbor Boat Launch,11,47.33785,-122.58277,1.398691988,0.319074204,7.943669788,-1.944386194,-4.150054029,-0.904813859,0.858883096,-0.327403513,0.265739791,5.171519507,-3.817073922,-3.87863963,-3.755508214,7.38788501,-3.87863963,-3.87863963,-3.87863963,-1.108182752,-1.108182752,-1.046617043,-3.87863963,-1.231314168,1.723839836,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.108182752,-1.231314168,-1.231314168,-0.985051335,12.92879877,4.494296715,16.00708419,12.31314168,5.233085216,23.3949692,-1.231314168,-0.677222793,-1.231314168,-1.231314168,-1.231314168,-0.985051335,9.850513347,-3.87863963,16.62274127,-3.87863963,-3.755508214,22.77931211,6.772227926,-3.87863963,7.38788501,4.063336756,-3.87863963,27.70456879,-2.770456879,-3.87863963,6.095005133,7.38788501,13.54445585,22.77931211,-2.770456879,-3.87863963,-3.87863963,4.432731006,16.00708419,31.39851129,-1.231314168,-3.755508214,-3.817073922,-0.985051335,-1.108182752,51.71519507,3.87863963,-1.046617043,-1.108182752,-1.16974846,-1.231314168,4.124902464,-1.231314168,16.00708419,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,1.416011294,1.723839836,1.970102669,1.354445585,-1.231314168,-1.231314168,2.093234086,1.477577002,1.662274127,-1.231314168,-1.231314168,-1.231314168,2.524194045,2.893588296,4.863690965,1.846971253,3.632376797,4.371165298,-1.231314168,7.38788501,4.309599589,-1.231314168,8.003542094,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,1.600708419,-1.231314168,2.524194045,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,-1.231314168,4.001771047,32.62982546,-1.231314168,2.093234086,-1.108182752,36.93942505,16.00708419,-1.231314168
Hood Canal Holly,12,47.5706,-122.9717,-0.625266484,-1.468973015,1.559210446,0.530984707,-0.750063878,-0.459587992,-1.04711975,0.227171319,-0.409974215,-3.824516129,-3.824516129,30.73271889,-3.756221198,-3.824516129,-3.824516129,-3.824516129,-3.824516129,-1.365898618,-1.365898618,-1.297603687,-3.824516129,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.365898618,-1.57078341,-1.57078341,-1.297603687,-3.961105991,-4.029400922,-3.961105991,-3.961105991,-3.961105991,-4.029400922,-1.57078341,-0.887834101,-1.57078341,-1.57078341,-1.57078341,-1.297603687,-2.868387097,-3.824516129,-3.824516129,-3.824516129,-3.756221198,6.488018433,-2.868387097,-3.824516129,-3.824516129,-3.824516129,14.34193548,4.575760369,-2.868387097,-3.824516129,-3.824516129,-3.824516129,8.878341014,-3.824516129,-2.868387097,-3.824516129,-3.824516129,4.985529954,4.6440553,5.873364055,-1.57078341,-3.961105991,-3.756221198,-1.229308756,-1.365898618,5.395299539,-3.756221198,-1.297603687,-1.365898618,-1.434193548,-1.57078341,-4.029400922,-1.57078341,19.80552995,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,1.707373272,1.912258065,2.048847926,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,1.912258065,-1.57078341,-1.57078341,-1.502488479,-1.57078341,-1.57078341,1.707373272,-1.502488479,1.980552995,2.048847926,-1.57078341,2.731797235,-1.57078341,-1.57078341,2.526912442,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.57078341,-1.502488479,-1.57078341,-1.57078341,-4.029400922,12.97603687,-1.57078341,-1.297603687,-1.365898618,-3.824516129,9.561290323,-1.57078341
Jamestown,6,48.024789,-122.998135,0.796727479,-0.649191048,-0.728861688,0.258842256,-0.013474201,-0.459587992,0.073768216,-1.426055195,-0.67614349,-4.573899011,-4.573899011,-4.573899011,-4.573899011,-4.573899011,-4.573899011,-4.640187402,-4.573899011,-1.193191046,-1.193191046,-1.126902655,-4.640187402,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.193191046,-1.392056221,-1.392056221,-1.126902655,-4.905340968,-4.97162936,-4.97162936,-4.905340968,-4.905340968,-4.97162936,-1.392056221,-0.729172306,-1.392056221,-1.392056221,-1.392056221,-1.126902655,-3.446996356,-4.573899011,-4.573899011,-4.573899011,-4.573899011,9.280374805,-3.446996356,-4.573899011,-4.573899011,-4.573899011,8.61749089,14.58344612,-3.446996356,-4.573899011,-4.573899011,-4.573899011,9.280374805,6.36368558,-3.446996356,-4.573899011,-4.573899011,7.291723061,5.4356481,6.098532015,-1.392056221,-4.905340968,-4.507610619,-1.060614263,-1.193191046,9.280374805,-4.573899011,-1.126902655,-1.193191046,-1.259479438,-1.392056221,-4.97162936,-1.392056221,30.49266007,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.392056221,-1.325767829,3.446996356,2.71782405,3.314419573,2.121228527,-1.392056221,-1.392056221,1.657209787,-1.392056221,3.64586153,-1.392056221,-1.392056221,-1.325767829,-1.392056221,-1.325767829,1.922363352,1.590921395,2.386382093,2.651535659,-1.392056221,3.115554399,1.458344612,-1.392056221,2.651535659,-1.392056221,-1.392056221,-1.325767829,-1.392056221,-1.392056221,-1.392056221,-1.325767829,-1.392056221,-1.392056221,-1.392056221,-1.325767829,-1.325767829,-1.392056221,-1.325767829,-1.325767829,-1.392056221,-1.392056221,-4.97162936,15.90921395,-1.392056221,-1.126902655,-1.193191046,-4.640187402,9.943258719,-1.392056221
Kingston Marina,10,47.794695,-122.499858,2.8561675,-1.102744052,4.539239878,-1.344342783,-3.611085973,-1.594195846,0.876711724,0.358751353,0.617731539,3.510140992,-3.38013577,-3.38013577,3.38013577,5.590224543,-3.38013577,-3.445138381,-3.445138381,-1.105044386,-1.040041775,-1.040041775,-3.445138381,-1.235049608,1.690067885,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.105044386,-1.235049608,-1.235049608,-0.975039164,8.450339426,-3.185127937,7.800313316,5.070203655,-3.185127937,9.100365535,-1.235049608,-0.65002611,-1.235049608,-1.235049608,-1.235049608,-0.975039164,5.590224543,-3.38013577,11.05044386,-3.38013577,3.38013577,16.90067885,-2.145086162,-3.38013577,5.460219321,3.510140992,9.100365535,21.45086162,-2.145086162,-3.38013577,-3.38013577,4.095164491,11.05044386,16.25065274,-2.145086162,-3.38013577,-3.38013577,5.070203655,11.70046997,16.25065274,-1.235049608,-3.185127937,-3.38013577,-0.975039164,-1.105044386,31.85127937,-3.38013577,-1.040041775,-1.105044386,-1.105044386,-1.235049608,-3.185127937,-1.235049608,23.40093995,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,1.755070496,2.080083551,2.210088773,1.36505483,-1.235049608,-1.235049608,1.300052219,-1.235049608,1.625065274,-1.235049608,-1.235049608,-1.235049608,1.430057441,1.300052219,2.730109661,1.755070496,2.795112272,2.990120104,-1.235049608,4.940198433,2.470099217,-1.235049608,4.615185379,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,1.300052219,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-1.235049608,-3.185127937,25.35101828,-1.235049608,1.885075718,-1.105044386,20.80083551,15.60062663,-1.235049608
Kitsap St Boat Launch,10,47.54167,-122.64034,0.506519951,-0.247453512,5.009770841,-0.340689609,0.377277639,-0.990986607,0.129533219,0.389543244,0.259538232,13.65620731,-2.630084371,3.034712736,-3.388762555,11.12728003,7.080996384,4.046283648,-2.680662917,-1.011570912,-1.011570912,-1.011570912,5.563640016,-1.163306549,4.60264765,-1.163306549,-1.163306549,-1.163306549,2.630084371,-1.163306549,-1.011570912,-1.163306549,-1.163306549,-0.960992366,18.71406187,6.069425472,25.79505826,18.71406187,6.069425472,27.81820008,-1.163306549,1.315042186,-1.163306549,-1.163306549,-1.163306549,-0.960992366,15.17356368,2.781820008,27.31241462,5.05785456,-3.388762555,39.95705102,11.12728003,5.563640016,16.69092005,12.13885094,10.62149458,70.80996384,6.575210928,6.575210928,16.18513459,23.77191643,22.76034552,75.8678184,-1.618513459,5.563640016,7.080996384,21.24298915,50.07276014,30.85291282,-1.163306549,-1.972563278,-2.630084371,-0.910413821,-1.011570912,70.80996384,5.563640016,-0.960992366,-1.011570912,-1.062149458,-1.163306549,4.754383286,-1.163306549,7.080996384,-1.163306549,1.466777822,-1.163306549,-1.163306549,-1.163306549,-1.163306549,-1.163306549,1.618513459,2.07372037,1.972563278,1.416199277,1.669092005,1.618513459,3.591076738,2.52892728,3.135869827,1.26446364,-1.163306549,2.276034552,4.855540378,5.05785456,9.609923664,3.540498192,7.080996384,8.598352752,2.326613098,14.16199277,8.092567296,2.427770189,14.16199277,-1.163306549,-1.163306549,-1.163306549,-1.163306549,1.517356368,2.933555645,1.770249096,4.754383286,-1.163306549,-1.163306549,-1.163306549,-1.163306549,-1.163306549,-1.163306549,-1.163306549,-1.163306549,-1.163306549,3.388762555,37.9339092,2.377191643,2.98413419,-1.062149458,41.98019285,29.8413419,-1.163306549
Kopachuck State Park,13,47.30973,-122.68868,4.255358192,-1.055164576,3.791925996,-2.084038241,-1.293523333,-0.560122865,1.600096808,0.776778327,1.188437568,3.373689228,-3.171267874,-3.171267874,-3.10379409,3.441163012,-3.171267874,-3.238741659,-3.171267874,-0.944632984,-0.944632984,-0.877159199,-3.171267874,-1.079580553,1.48442326,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-0.944632984,-1.079580553,-1.079580553,-0.877159199,3.171267874,-3.036320305,3.373689228,-3.036320305,-3.036320305,4.858112488,-1.079580553,-0.587021926,-1.079580553,-1.079580553,-1.079580553,-0.877159199,3.10379409,-3.171267874,5.262955195,-3.171267874,-3.10379409,11.47054337,-2.22663489,-3.171267874,-3.171267874,-3.171267874,6.07264061,16.19370829,-2.22663489,-3.171267874,-3.171267874,-3.171267874,7.422116301,8.771591992,-2.22663489,-3.171267874,-3.171267874,-3.171267874,8.771591992,10.12106768,-1.079580553,-3.036320305,-3.171267874,-0.809685415,-0.944632984,16.19370829,-3.171267874,-0.877159199,-0.944632984,-0.944632984,-1.079580553,-3.036320305,-1.079580553,15.51897045,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,1.686844614,1.619370829,1.889265968,1.214528122,-1.079580553,-1.079580553,1.416949476,-1.079580553,1.282001907,-1.079580553,-1.079580553,-1.079580553,1.282001907,1.349475691,2.496530029,1.416949476,2.429056244,2.766425167,-1.079580553,3.980953289,2.159161106,-1.079580553,3.84600572,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.079580553,-1.012106768,-1.079580553,-1.079580553,-3.036320305,14.16949476,-1.079580553,1.48442326,-0.944632984,7.422116301,14.16949476,-1.079580553
Lions Park,10,47.5833538,-122.6414587,3.678205884,-0.290908763,3.183003573,-3.557290606,-1.387842743,-0.646295614,1.693648561,-1.553798434,0.069925064,5.528589608,-4.47552492,-4.47552492,-4.47552492,5.396956522,-4.47552492,-4.541341463,-4.541341463,-1.382147402,-1.316330859,-1.316330859,-4.541341463,-1.579597031,3.554093319,-1.579597031,-1.579597031,-1.579597031,3.027560976,-1.579597031,-1.382147402,-1.579597031,-1.513780488,-1.250514316,7.897985154,-4.541341463,9.214316013,6.581654295,-4.47552492,9.872481442,-1.579597031,-0.855615058,-1.579597031,-1.579597031,-1.579597031,-1.250514316,7.239819724,-4.47552492,10.53064687,-4.47552492,-4.47552492,19.08679745,5.594406151,-4.47552492,5.857672322,-4.47552492,9.214316013,27.64294804,-3.290827147,-4.47552492,5.265323436,-4.47552492,13.16330859,25.66845175,-3.290827147,-4.47552492,-4.47552492,5.660222694,18.42863203,18.42863203,-1.579597031,-4.541341463,-4.47552492,-1.184697773,-1.382147402,28.9592789,-4.47552492,-1.316330859,-1.382147402,-1.447963945,-1.513780488,-4.541341463,-1.513780488,19.08679745,-1.513780488,-1.579597031,-1.513780488,-1.513780488,-1.579597031,-1.513780488,-1.513780488,1.711230117,1.974496288,2.171945917,-1.513780488,-1.513780488,-1.513780488,2.106129374,-1.513780488,2.566845175,-1.513780488,-1.513780488,-1.513780488,2.632661718,2.830111347,5.067873807,2.632661718,4.146442206,5.067873807,-1.579597031,8.556150583,4.541341463,-1.513780488,8.556150583,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-1.513780488,1.579597031,-1.513780488,2.764294804,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-1.513780488,-4.541341463,22.3776246,-1.513780488,3.027560976,-1.382147402,15.79597031,17.11230117,-1.513780488
