"site_name","latitude","longitude","acenaphthene","acenaphthylene","C1-dibenzothiophenes","C1-fluorenes","C1-naphthalenes","C1-phenanthrenes_anthracenes","C2-dibenzothiophenes","C2-fluorenes","C2-naphthalenes","C2-phenanthrenes_anthracenes","C3-dibenzothiophenes","C3-fluorenes","C3-naphthalenes","C3-phenanthrenes_anthracenes","C4-dibenzothiophenes","C4-naphthalenes","C4-phenanthrenes_anthracenes","dibenzothiophene","fluorene","naphthalene","phenanthrene","z_acenaphthene","z_acenaphthylene","z_C1-dibenzothiophenes","z_C1-fluorenes","z_C1-naphthalenes","z_C1-phenanthrenes_anthracenes","z_C2-dibenzothiophenes","z_C2-fluorenes","z_C2-naphthalenes","z_C2-phenanthrenes_anthracenes","z_C3-dibenzothiophenes","z_C3-fluorenes","z_C3-naphthalenes","z_C3-phenanthrenes_anthracenes","z_C4-dibenzothiophenes","z_C4-naphthalenes","z_C4-phenanthrenes_anthracenes","z_dibenzothiophene","z_fluorene","z_naphthalene","z_phenanthrene","ai_z_acenaphthene","ai_z_acenaphthylene","ai_z_C1-dibenzothiophenes","ai_z_C1-fluorenes","ai_z_C1-naphthalenes","ai_z_C1-phenanthrenes_anthracenes","ai_z_C2-dibenzothiophenes","ai_z_C2-fluorenes","ai_z_C2-naphthalenes","ai_z_C2-phenanthrenes_anthracenes","ai_z_C3-dibenzothiophenes","ai_z_C3-fluorenes","ai_z_C3-naphthalenes","ai_z_C3-phenanthrenes_anthracenes","ai_z_C4-dibenzothiophenes","ai_z_C4-naphthalenes","ai_z_C4-phenanthrenes_anthracenes","ai_z_dibenzothiophene","ai_z_fluorene","ai_z_naphthalene","ai_z_phenanthrene","pah_lmw_index"
"N Avenue Park",48.52108,-122.61531,1.6,0,1.3,2.7,0,24,2.6,8.5,3,42,4.2,15,0,36,4.3,18,18,1.1,2.2,1,21,0.0867340160411303,-0.160755401802192,0.478417993425508,0.979457258314708,-0.315388755255776,0.748924773015524,0.851953106959078,3.1205551544128,1.48527664671417,1.97797145411416,1.72668074257111,4.06981230993529,-0.224736767440554,2.58881793958977,2.72885358551053,3.62525570909969,2.46328012307588,0.214314873927186,0.096021720580298,3.37133772182211,0.256344419003685,0.315970914539637,0,0.71291081092751,1.26315179473143,0.736191614095011,1.0929678335368,1.21600685007334,3.58067948979113,2.67692442735252,2.35888097917877,2.21748383035673,4.60085298565764,0,3.20150177806465,3.26248482419702,4.02187742622532,3.24414658451566,0.399750782251703,0.312127342311843,3.74648583696338,0.525218371777338,39.4856144765474
"North Camano",48.25523,-122.50817,0,0,0,0,0,2.3,0,0,1.2,3.3,0,0,0,1.8,0,0.92,2.6,0,0,0.57,3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.300517792814056,-0.364053743114265,-0.460124335378337,-0.120878009697341,-0.287256682218803,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.523500446135384,-0.53363123868649,-0.324926374852492,-0.451530693816836,-0.185435908324517,-0.216105621731545,1.76034881192786,-0.254678861644535,0,0,0,0,0.736191614095011,0.0435252677072176,0,0,1.07076977094101,0.0936528428458073,0,0,0,0.0891833923394927,0,0.0716953422731369,0.329335767622944,0,0,2.13549692706913,0.0141950911291173,4.58404601602286
"Oak Bay County Park",48.022466,-122.728123,0,0,0,0,0,1.7,0,0,1.3,2.2,0,0,1.4,1.5,0,0.83,1,0,0,0,2.8,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.329534637952201,-0.364053743114265,-0.460124335378337,-0.0316471954522566,-0.351643011675295,-0.490803087785624,-0.531040675722351,-0.00903877309632945,-0.550801484606658,-0.53363123868649,-0.345741151641467,-0.75436818128621,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.260356898096182,0,0,0,0,0.736191614095011,0.0145084225690725,0,0,1.16000058518609,0.0292665133893148,0,0,0.215697994344225,0.0618823538682194,0,0.0508805654841617,0.0264982801535701,0,0,0,0.00851705467747033,2.30344338376714
"Penn Cove Baseline",48.218047,-122.712359,0,0,0,0,0.92,1.4,0,0,0,1.7,0,0,0,0.82,0,0.61,0.86,0,0,0,2.5,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.420802858839236,-0.344043060521273,-0.364053743114265,-0.460124335378337,-1.19164778063835,-0.38090952506461,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.612683838474877,-0.53363123868649,-0.396621717125629,-0.78086646143978,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.268873952773652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Penn Cove Reference",48.214071,-122.719097,0,0,0,0,0,1.9,0,0,1.2,1.5,0,0,0,1.2,0,0,1.8,0,0,0,3.3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.319862356239486,-0.364053743114265,-0.460124335378337,-0.120878009697341,-0.392616130420336,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.578102523077931,-0.53363123868649,-0.53769964869535,-0.602949437551523,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.246161806967065,0,0,0,0,0.736191614095011,0.0241807042817876,0,0,1.07076977094101,0.0117066053557259,0,0,0,0.0345813153969461,0,0.141077931569721,0.177917023888257,0,0,0,0.0227121458065876,2.21913711133505
"Penrose Point State Park",47.2609094,-122.7447771,0,0,0,0,0.58,2.2,0,0,0,3,0,0,1.5,2.2,0,1,1.6,0,0,0,3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.148732044934557,-0.305353933670413,-0.364053743114265,-0.460124335378337,-1.19164778063835,-0.304816590252392,-0.490803087785624,-0.531040675722351,0.00636822649968662,-0.48709906150702,-0.53363123868649,-0.306424351040069,-0.640804123485194,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.254678861644535,0,0,0,0,0.272070813904678,0.0386891268508601,0,0,0,0.0760929348122185,0,0,0.231104993940241,0.125584776967857,0,0.0901973660855593,0.140062337954585,0,0,0,0.0141950911291173,0.987997441645116
"Point Defiance Ferry",47.3061098,-122.514771,0.92,0,0.6,0.88,0.73,7.6,0.82,1.3,0,8.7,1.3,2.5,0,6.6,0.82,2.3,4.5,0,1.2,0,11,-0.0475536226382153,-0.160755401802192,0.0945429413876174,0.127999381866118,0.268763286363092,-0.0442023274271076,0.0194561096011735,0.0875089983544251,-1.19164778063835,0.0288216623857972,0.195560954943841,0.23576815522059,-0.224736767440554,-0.0866838305950117,0.0885170301138726,-0.00576646408820517,-0.0919111774469548,-0.185435908324517,-0.0458543441069035,-0.375148115141266,-0.0275574035786594,0.181683275860291,0,0.32903575888962,0.411693918282835,0.152039572476144,0.299840733094166,0.383509852715439,0.547633333732762,0,0.409731187450407,0.686364042729465,0.76680883094294,0,0.526000007879865,0.622148268800362,0.390855253037424,0.688955283992825,0,0.170251277624642,0,0.241316549194993,6.80786714670418
"Port Angeles Yacht Club",48.128267,-123.457133,1.8,0,0.89,1.1,0,17,1.8,1.5,1.99,19,2.8,3.3,0,20,2.7,2.3,16,0.97,2.2,1.2,24,0.126230380358585,-0.160755401802192,0.2535768915176,0.230922861436827,-0.315388755255776,0.410394913070498,0.477797153090357,0.171760280467158,0.584045422838823,0.631711838205682,0.987519465785532,0.48114698112233,-0.224736767440554,1.1327625544552,1.51490574394885,-0.00576646408820517,2.08473326373917,0.167071599661076,0.096021720580298,4.12063488921479,0.341514965778389,0.355467278857091,0,0.488069709019603,0.514617397853544,0.736191614095011,0.754437973591772,0.841850896204622,0.631884615845494,1.77569320347717,1.01262136327029,1.47832255357116,1.01218765684468,0,1.74544639293007,2.04853698263534,0.390855253037424,2.86559972517895,0.352507507985593,0.312127342311843,4.49578300435605,0.610388918552041,22.4225893896178
"Purdy, Dexters",47.385334,-122.628902,0,0,0,0,0,2,0,0,0,2.8,0,0,1.2,1.6,0,0,1.7,0,0,0,2.8,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.315026215383128,-0.364053743114265,-0.460124335378337,-1.19164778063835,-0.316523195608117,-0.490803087785624,-0.531040675722351,-0.0398527722883616,-0.541701138449566,-0.53363123868649,-0.53769964869535,-0.621876780518359,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.260356898096182,0,0,0,0,0.736191614095011,0.0290168451381451,0,0,0,0.0643863294564925,0,0,0.184883995152193,0.0709827000253105,0,0.141077931569721,0.158989680921421,0,0,0,0.00851705467747033,1.39404615103576
"Purdy, Burley Lagoon",47.387021,-122.6367,0,0,0,0,0,2.4,0,0,1.2,3.1,0,0.67,1.6,1.9,0,1.1,2,0,0,0,3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.295681651957698,-0.364053743114265,-0.460124335378337,-0.120878009697341,-0.298963287574529,-0.490803087785624,-0.325535909029643,0.0217752260957027,-0.514400099978293,-0.53363123868649,-0.283296821274541,-0.565094751617851,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.254678861644535,0,0,0,0,0.736191614095011,0.0483614085635751,0,0,1.07076977094101,0.0819462374900814,0,0.205504766692708,0.246511993536257,0.0982837384965838,0,0.113324895851087,0.215771709821929,0,0,0,0.0141950911291173,2.83086122661736
"Raft Island Park",47.32622,-122.66715,0,0,0,0,0,1.6,0,0,0,2.2,0,0,1.1,1.1,0,0,0.93,0,0,0,2.2,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.334370778808558,-0.364053743114265,-0.460124335378337,-1.19164778063835,-0.351643011675295,-0.490803087785624,-0.531040675722351,-0.0552597718843776,-0.587202869235022,-0.53363123868649,-0.53769964869535,-0.767617321362995,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.277391007451123,0,0,0,0,0.736191614095011,0.009672281712715,0,0,0,0.0292665133893148,0,0,0.169476995556177,0.025480969239855,0,0.141077931569721,0.0132491400767849,0,0,0,0.00851705467747027,1.13293250031705
"Reach Island",47.346817,-122.822363,0,0,0,0,0,2.6,0,0,1.4,4,0,0,0,2.1,0,1.1,2.8,0,0,0.61,2.6,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.286009370244983,-0.364053743114265,-0.460124335378337,0.0575836187928274,-0.246283563473762,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.496199407664111,-0.53363123868649,-0.283296821274541,-0.413676007883164,-0.185435908324517,-0.216105621731545,1.91020824540639,-0.266034934547829,0,0,0,0,0.736191614095011,0.0580336902762901,0,0,1.24923139943118,0.134625961590848,0,0,0,0.116484430810766,0,0.113324895851087,0.367190453556615,0,0,2.28535636054766,0.00283901822582344,5.06327782438528
"Rich Passage",47.578117,-122.524833,0,0,0,0,0.74,3.8,0,0.62,1.9,4.3,0,0.91,2.3,3.3,0,1.3,2.3,0,0.64,0,5.6,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.276765369124994,-0.227975679968693,-0.364053743114265,-0.198945360828866,0.503737690018248,-0.228723655440173,-0.490803087785624,-0.251922261259121,0.129624223267815,-0.386995253779018,-0.53363123868649,-0.237041761743485,-0.508312722717344,-0.185435908324517,-0.125304940331736,-0.375148115141266,-0.180864387773125,0,0,0,0,0.144037489714241,0.11606738055258,0,0.261178974549471,1.6953854706566,0.152185869624437,0,0.27911841446323,0.354360990708369,0.225688584695859,0,0.159579955382143,0.272553738722436,0,0.090800681399809,0,0.0880095650005268,3.8389671154697
"Rocky Point",47.60253,-122.66991,0,0,0,0,0,3.4,0,0.74,1.2,5.6,0.54,1,0,4.9,0.5,1.3,3.3,0,0,0.79,3.6,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.247320243394123,-0.364053743114265,-0.148394591561226,-0.120878009697341,-0.152630720627955,-0.205698023882615,-0.224317143345175,-0.224736767440554,-0.24138971526556,-0.154272538198464,-0.237041761743485,-0.319039293048985,-0.185435908324517,-0.216105621731545,2.5845756960598,-0.237644752289594,0,0,0,0,0.736191614095011,0.0967228171271502,0,0.31172974381711,1.07076977094101,0.228278804436655,0.285105063903009,0.306723532377176,0,0.371294123209317,0.379358700488026,0.159579955382143,0.461827168390795,0,0,2.95972381120107,0.0312292004840579,7.39853430585253
"South of Skunk Island",48.02655,-122.75089,0,0,0,0,0,3.4,0,0.61,1.6,0,0,0.6,0,3.1,0,1.4,2.4,0,0.61,0,5.1,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.247320243394123,-0.364053743114265,-0.203157924934502,0.236045247282996,-0.48041567058828,-0.490803087785624,-0.347006556296045,-0.224736767440554,-0.4051959460932,-0.53363123868649,-0.213914231977957,-0.489385379750508,-0.185435908324517,-0.129561222272352,-0.375148115141266,-0.195059478902243,0,0,0,0,0.736191614095011,0.0967228171271502,0,0.256966410443834,1.42769302792135,0.0995061455236704,0,0.184034119426306,0,0.207487892381677,0,0.182707485147671,0.291481081689272,0,0.0865443994591929,0,0.0738144738714096,3.64314946708654
"Salmon Bay, Commodore Park",47.666244,-122.401894,0,0,0,0,0,5,1.1,1.3,1.9,9.4,1.7,2.1,0,14,0.91,2.6,10,0,0.88,0,5.2,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.169941989692403,0.150410693455226,0.0875089983544251,0.503737690018248,0.069794781130838,0.406749891168292,0.113078742269719,-0.224736767440554,0.586741785029729,0.156801596201717,0.063616125208379,0.949092685729017,-0.185435908324517,-0.091254684806808,-0.375148115141266,-0.192220460676419,0,0,0,0,0.736191614095011,0.17410107082887,0.514464436569491,0.547633333732762,1.6953854706566,0.450704306195448,0.897552978953916,0.64411941799207,0,1.19942562350461,0.690432834888207,0.460237842334008,1.7299591471688,0,0.124850936924737,0,0.0766534920972331,9.94171250594175
"Salmon Beach",47.294692,-122.530504,0,0,0,0,0,4.4,0,0,1.9,0,0,0,0,4.9,0,1.7,3.2,0,0,0,6,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.198958834830548,-0.364053743114265,-0.460124335378337,0.503737690018248,-0.48041567058828,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.24138971526556,-0.53363123868649,-0.144531642681373,-0.337966636015821,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.169508314869832,0,0,0,0,0.736191614095011,0.145084225690725,0,0,1.6953854706566,0.0995061455236704,0,0,0,0.371294123209317,0,0.252090074444255,0.442899825423959,0,0,0,0.0993656379038206,3.84181711694736
"Seattle Aquarium, Pier 59",47.607334,-122.344055,2.3,0,1.6,2.1,0.7,25,2.7,3.4,2.44,28,3.3,3.8,0,24,2.1,4.3,14,1.5,3.6,0,29,0.224971291152221,-0.160755401802192,0.642935872870318,0.698756859485503,0.244757038077385,0.797286181579099,0.898722601192668,0.972147460538117,0.985584086941702,1.15850907921335,1.2515056360661,0.634508747310919,-0.224736767440554,1.49677640073884,1.05967530336322,0.456784131222355,1.70618640440245,0.359678794745987,0.29464821114238,-0.375148115141266,0.483465877069561,0.454208189650728,0,0.87742869037232,0.98245139590222,0.176045820761851,1.14132924210037,1.26277634430693,1.43227179591645,2.17723186758005,1.53941860427796,1.74230872385172,1.16554942303327,0,2.10946023921372,1.59330654204971,0.853405848347984,2.48705286584223,0.545114703070505,0.510753832873925,0,0.752339829843213,21.8024539589952
"Shilshole Bay",47.6707,-122.40605,1.6,0,0.72,1,0.86,10,1.5,1.8,2.6,13,1.8,3.8,3.5,14,2,2.9,10,0.8,1.8,0,14,0.0867340160411303,-0.160755401802192,0.160350093165541,0.184139461631959,0.372790362267822,0.0718650531254726,0.337488670389586,0.298137203636256,1.12835338973384,0.280513677533905,0.459547125224405,0.634508747310919,0.314508218420008,0.586741785029729,0.983803563265613,0.132998714504963,0.949092685729017,0.105291933313085,0.0392712947054174,-0.375148115141266,0.057613143196044,0.315970914539637,0,0.394842910667544,0.467833998048676,0.0480124965714138,0.415908113646746,0.701542413503852,0.758261539014593,2.32000117037219,0.661423202598515,0.950350213010029,1.16554942303327,0.539244985860562,1.19942562350461,1.5174348019521,0.529620431630592,1.7299591471688,0.290727841637603,0.255376916436963,0,0.326487095969696,14.5879732391674
"Silverdale, Dyes Inlet",47.6428,-122.6967,0,0,0,0,0.59,3,0,0.71,0,4.5,0.79,1.1,0,4.6,0.79,0.97,3.2,0,0,0,3.8,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.15673412769646,-0.266664806819553,-0.364053743114265,-0.161032283878136,-1.19164778063835,-0.217017050084447,-0.0737049387423333,-0.193644790107457,-0.224736767440554,-0.268690753736834,0.0657555080845911,-0.313362609969728,-0.337966636015821,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.231966715837948,0,0,0,0,0.264068731142776,0.0773782537017202,0,0.299092051500201,0,0.163892474980163,0.41709814904329,0.337395885614894,0,0.343993084738043,0.599386746771081,0.0832591071559009,0.442899825423959,0,0,0,0.0369072369357048,3.06537154700773
"Skiff Point",47.6614139,-122.498892,0,0,0,0,0,5.3,0,1,1.9,0,0,1.2,0,5.5,0,1.6,4.1,0,0,0,7.5,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.15543356712333,-0.364053743114265,-0.0388679248146738,0.503737690018248,-0.48041567058828,-0.490803087785624,-0.16297243686974,-0.224736767440554,-0.186787638323014,-0.53363123868649,-0.167659172446901,-0.167620549314298,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.12692304148248,0,0,0,0,0.736191614095011,0.188609493397943,0,0.421256410563663,1.6953854706566,0.0995061455236704,0,0.368068238852611,0,0.425896200151863,0,0.228962544678727,0.613245912125481,0,0,0,0.141950911291172,4.91907294133674
"Smith Cove, Terminal 91",47.6325,-122.3786,11,0.54,3.4,4.6,2.6,50,5.2,6.5,0,50,5.9,10,0,40,5.5,9.2,21,3.4,8.9,0,60,1.9430631389615,4.59150282665676,1.63004314953918,1.86834185460719,1.76515276283882,2.00632139566848,2.06795995703242,2.27804233328547,-1.19164778063835,2.4462356683432,2.62423372152503,2.53619464804941,-0.224736767440554,2.95283178587341,3.63931446668179,1.59003308973323,3.03110041208096,1.05015741863529,1.04659135398455,-0.375148115141266,1.36356152707483,2.17230003746,4.75225822845895,1.86453596704118,2.15203639102391,1.34434990399959,2.35036445618975,2.43201370014669,2.73816666866381,0,2.82714519340781,3.11503680931065,3.06723532377176,0,3.56551562434829,4.17294570536828,1.98665480685886,3.81196687352074,1.23559332695981,1.26269697571609,0,1.63243547984848,46.4832514720947
"Squaxin Island",47.176735,-122.905337,0,0,0,0,0,2,0,0,1.1,3.3,0,0,0,1.9,0,0.69,1.9,0,0,0.68,2.1,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.315026215383128,-0.364053743114265,-0.460124335378337,-0.210108823942425,-0.287256682218803,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.514400099978293,-0.53363123868649,-0.378119693313206,-0.584022094584687,-0.185435908324517,-0.216105621731545,2.17246225399383,-0.280230025676946,0,0,0,0,0.736191614095011,0.0290168451381451,0,0,0.981538956695925,0.0936528428458073,0,0,0,0.0982837384965838,0,0.0185020238124224,0.196844366855093,0,0,2.5476103691351,0.0113560729032938,4.71299682997738
"Suquamish Stormwater Outfall",47.729875,-122.550882,0.44,0,0,0,1.2,3.9,0.43,0.74,0,4.4,0.73,0.85,0,3.5,0.49,1.2,2.3,0,0.62,0,6.6,-0.142344897000106,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.6448611761725,-0.223139539112336,-0.162944917909828,-0.148394591561226,-1.19164778063835,-0.22287035276231,-0.105383279176001,-0.270325673201751,-0.224736767440554,-0.368794561464836,-0.161859712208224,-0.260169291509013,-0.508312722717344,-0.185435908324517,-0.12814246162548,-0.375148115141266,-0.152474205514891,0.0868920014984001,0,0,0,0.224058317333264,0.120903521408938,0.201108825204438,0.31172974381711,0,0.1580391723023,0.385419808609623,0.2607150025206,0,0.243889277010041,0.371771526478265,0.136452425616615,0.272553738722436,0,0.0879631601060649,0,0.116399747258761,2.97789626788686
"Thea Foss Waterway",47.25934,-122.43479,2,0,0,1.1,0,8.2,1.4,1.9,3.2,13,2.3,2.6,0,16,1.5,3.5,11,0,1.8,0,9.4,0.165726744676039,-0.160755401802192,-0.234492817502003,0.230922861436827,-0.315388755255776,-0.0151854822889626,0.290719176155996,0.340262844692623,1.66373827520434,0.280513677533905,0.723533295504968,0.266440508458307,-0.224736767440554,0.768748708171551,0.604444862777588,0.271763893098131,1.13836611539738,-0.185435908324517,0.0392712947054174,-0.375148115141266,-0.0729816951918345,0.394963643174546,0,0,0.514617397853544,0.736191614095011,0.328857578232311,0.654772919270262,0.800387180070959,2.85538605584269,0.661423202598515,1.21433638329059,0.797481184180658,0,1.38143254664643,1.13807610146408,0.66838561022376,1.91923257683715,0,0.255376916436963,0,0.195892257581818,14.5168131677993
"Three Tree Point",47.4485721,-122.3723967,0,0,0,0,0,3.6,0,0,1.5,5.1,0,0.98,0,4.4,0,1.1,3.4,0,0,0,4.9,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.237647961681408,-0.364053743114265,-0.460124335378337,0.146814433037912,-0.181897234017269,-0.490803087785624,-0.230451613992718,-0.224736767440554,-0.286891446051016,-0.53363123868649,-0.283296821274541,-0.300111950082149,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.20073751535389,0,0,0,0,0.736191614095011,0.106395098839865,0,0,1.33846221367626,0.199012291047341,0,0.300589061729633,0,0.325792392423861,0,0.113324895851087,0.48075451135763,0,0,0,0.0681364374197627,3.66865851644045
"Tulalip Bay",48.0616613,-122.293939,0,0,0,0,0,4.1,0,0,1.6,4.9,0,0,0,3.3,0,1.4,0,0,0.75,0,6.3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.213467257399621,-0.364053743114265,-0.460124335378337,0.236045247282996,-0.193603839372995,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.386995253779018,-0.53363123868649,-0.213914231977957,-0.943641610954568,-0.185435908324517,-0.109698573216144,-0.375148115141266,-0.160991260192361,0,0,0,0,0.736191614095011,0.130575803121653,0,0,1.42769302792135,0.187305685691615,0,0,0,0.225688584695859,0,0.182707485147671,0.162775149514788,0,0.106407048515401,0,0.107882692581291,3.26722709128464
"Tulalip Reservation",48.069978,-122.300216,0,0,0,0,0,3.2,0,0,1.4,3.6,0,0,0,2.5,0,0.98,2,0,0,0,4.7,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.256992525106838,-0.364053743114265,-0.460124335378337,0.0575836187928274,-0.269696774185214,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.459798023035747,-0.53363123868649,-0.311049856993175,-0.565094751617851,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.206415551805537,0,0,0,0,0.736191614095011,0.0870505354144352,0,0,1.24923139943118,0.111212750879396,0,0,0,0.15288581543913,0,0.0855718601324537,0.215771709821929,0,0,0,0.0624584009681158,2.70037408618165
"West Bay Park",47.052373,-122.9101963,0.9,0,0,0,0,3,0,0,1.3,4,0,0,0,3.5,0,0.8,4.7,0,0,0,4.1,-0.0515032590699607,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.266664806819553,-0.364053743114265,-0.460124335378337,-0.0316471954522566,-0.246283563473762,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.368794561464836,-0.53363123868649,-0.352679410571125,-0.0540564915132831,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.223449661160477,0.177733639428546,0,0,0,0.736191614095011,0.0773782537017202,0,0,1.16000058518609,0.134625961590848,0,0,0,0.243889277010041,0,0.0439423065545033,0.726809969926497,0,0,0,0.0454242916131751,3.34599589910643
"Williams Olson Park",47.6609,-122.5668,0,0,0,0,0,3.2,0,0.6,1.2,4.8,0,0.71,0,3.4,0,1.3,2.1,0,0,0.8,4.3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.256992525106838,-0.364053743114265,-0.207370489040139,-0.120878009697341,-0.199457142050858,-0.490803087785624,-0.313266967734556,-0.224736767440554,-0.377894907621927,-0.53363123868649,-0.237041761743485,-0.546167408651015,-0.185435908324517,-0.216105621731545,2.62204055442944,-0.21777162470883,0,0,0,0,0.736191614095011,0.0870505354144352,0,0.252753846338198,1.07076977094101,0.181452383013752,0,0.217773707987795,0,0.23478893085295,0,0.159579955382143,0.234699052788764,0,0,2.9971886695707,0.051102328064822,6.22335079444958
