sample_id,site_number,latitude,longitude,p450,sod,shell,ci1,ci2,ci3,site_name,reporting_area,km4,km5,hc4,hc5,p16,p42,phmw,plmw,pcb,p450_outlier,sod_outlier,ci1_outlier,ci2_outlier,ci3_outlier,shell_outlier
267,44,47.33775,-122.59014,1872905,6.206,0.695,0.033,0.725,0.055,Donkey Creek Delta,11,1,2,1,1,4,4,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,44,47.33775,-122.59014,NA,3.605,0.85,0.037,0.688,0.054,Donkey Creek Delta,11,1,2,1,1,4,4,5,4,5,NA,FALSE,FALSE,FALSE,FALSE,FALSE
269,30,47.78184,-122.83474,1266434,0.896,0.645,0.032,0.717,0.036,Broad Spit (Fisherman's Point),12,3,5,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
270,30,47.78184,-122.83474,1677283,10.875,0.56,0.033,0.694,0.05,Broad Spit (Fisherman's Point),12,3,5,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
271,30,47.78184,-122.83474,4814194,7.416,0.79,0.038,0.702,0.059,Broad Spit (Fisherman's Point),12,3,5,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,30,47.78184,-122.83474,1386295,9.277,0.66,0.034,0.728,0.063,Broad Spit (Fisherman's Point),12,3,5,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,39,47.346537,-122.82236,7180438,7.636,0.655,0.03,0.643,0.053,Reach Island,13,1,3,1,1,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
274,39,47.346537,-122.82236,7550633,0.367,0.85,0.034,0.7,0.057,Reach Island,13,1,3,1,1,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,39,47.346537,-122.82236,1944973,0.028,0.765,0.034,0.67,0.057,Reach Island,13,1,3,1,1,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
276,39,47.346537,-122.82236,6208336,10.304,0.81,0.031,0.653,0.049,Reach Island,13,1,3,1,1,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,22,47.44896,-122.372267,8438404,9.208,0.73,0.034,0.742,0.059,Three Tree Point,11,4,2,1,1,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,22,47.44896,-122.372267,9704455,8.998,0.765,0.036,0.723,0.058,Three Tree Point,11,4,2,1,1,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,22,47.44896,-122.372267,10493027,9.76,0.955,0.034,0.717,0.061,Three Tree Point,11,4,2,1,1,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,22,47.44896,-122.372267,2838173,3.697,0.8,0.035,0.724,0.064,Three Tree Point,11,4,2,1,1,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,13,47.50161,-122.38593,3284819,7.084,0.92,0.035,0.701,0.055,Arroyo Beach,11,4,2,1,1,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,13,47.50161,-122.38593,6484263,0.635,0.965,0.032,0.66,0.054,Arroyo Beach,11,4,2,1,1,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,13,47.50161,-122.38593,8681720,11.884,0.86,0.031,0.645,0.061,Arroyo Beach,11,4,2,1,1,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284,13,47.50161,-122.38593,1813468,6.1,0.955,0.034,0.675,0.058,Arroyo Beach,11,4,2,1,1,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
285,13,47.50161,-122.38593,1987287,15.285,0.875,0.025,0.6,0.034,Arroyo Beach,11,4,2,1,1,3,3,4,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
286,13,47.50161,-122.38593,6254099,0.0025,0.645,0.035,0.714,0.053,Arroyo Beach,11,4,2,1,1,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,16,47.6663,-122.4018,5250262,5.874,0.67,0.033,0.743,0.058,"Salmon Bay, Commodore Park",10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288,16,47.6663,-122.4018,6062837,4.592,0.795,0.034,0.705,0.062,"Salmon Bay, Commodore Park",10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
289,16,47.6663,-122.4018,1817199,1.33,0.725,0.035,0.69,0.054,"Salmon Bay, Commodore Park",10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,16,47.6663,-122.4018,4648412,3.381,0.64,0.035,0.735,0.055,"Salmon Bay, Commodore Park",10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,18,47.671678,-122.406663,3787448,0.854,0.56,0.037,0.75,0.051,Shilshole Bay,10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
292,18,47.671678,-122.406663,2701769,1.541,0.575,0.031,0.681,0.05,Shilshole Bay,10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293,18,47.671678,-122.406663,1902525,12.831,0.515,0.029,0.727,0.053,Shilshole Bay,10,4,1,2,2,5,5,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294,18,47.671678,-122.406663,2449213,24.401,0.575,0.032,0.756,0.058,Shilshole Bay,10,4,1,2,2,5,5,6,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
295,27,47.60255,-122.66992,25070825,15.435,0.695,0.034,0.705,0.065,Rocky Point,10,4,1,2,2,3,3,3,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
296,27,47.60255,-122.66992,1980531,7.396,0.595,0.034,0.711,0.062,Rocky Point,10,4,1,2,2,3,3,3,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
297,27,47.60255,-122.66992,7956123,14.146,0.745,0.033,0.706,0.059,Rocky Point,10,4,1,2,2,3,3,3,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298,27,47.60255,-122.66992,2871726,2.605,0.72,0.035,0.735,0.06,Rocky Point,10,4,1,2,2,3,3,3,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
299,37,47.5833538,-122.6414587,8242277,6.1,0.66,0.025,0.731,0.059,Lions Park,10,4,1,2,2,2,2,3,2,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
300,37,47.5833538,-122.6414587,8603570,13.891,0.75,0.022,0.642,0.05,Lions Park,10,4,1,2,2,2,2,3,2,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
301,37,47.5833538,-122.6414587,2556547,7.869,0.805,0.032,0.647,0.048,Lions Park,10,4,1,2,2,2,2,3,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,37,47.5833538,-122.6414587,6090272,13.836,0.785,0.031,0.692,0.058,Lions Park,10,4,1,2,2,2,2,3,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
303,7,48.255358,-122.507014,8854710,0.0025,0.745,0.033,0.694,0.051,North Camano,8.1,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
304,7,48.255358,-122.507014,32449887,0.564,0.725,0.033,0.728,0.058,North Camano,8.1,2,4,4,4,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
305,7,48.255358,-122.507014,5141533,2.438,0.855,0.032,0.692,0.051,North Camano,8.1,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,7,48.255358,-122.507014,3249106,0.0025,0.745,0.031,0.693,0.049,North Camano,8.1,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
307,11,48.018127,-122.699524,2150183,12.992,0.61,0.036,0.777,0.055,Maristone Island,9,3,5,3,3,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
308,11,48.018127,-122.699524,5028929,5.332,0.705,0.031,0.716,0.056,Maristone Island,9,3,5,3,3,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309,11,48.018127,-122.699524,5113635,0.263,0.9,0.033,0.667,0.054,Maristone Island,9,3,5,3,3,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,11,48.018127,-122.699524,11969754,4.949,0.695,0.031,0.666,0.052,Maristone Island,9,3,5,3,3,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,11,48.018127,-122.699524,1925814,8.388,0.61,0.037,0.767,0.053,Maristone Island,9,3,5,3,3,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,11,48.018127,-122.699524,2078575,2.408,0.675,0.034,0.76,0.064,Maristone Island,9,3,5,3,3,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
