latitude,longitude,site_name,site_number,reporting_area,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62
47.94968,-122.30158,Mukilteo,65,8.2,2.265723109,1.488903757,-1.229963973,2.589397838,2.71886773,-1.229963973,3.754626866,1.877313433,-1.229963973,3.495687082,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,2.136253217,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,2.200988163,2.265723109,1.553638703,-1.229963973,-1.229963973,1.488903757,-1.229963973,1.553638703,-1.229963973,-1.229963973,-1.229963973,1.424168811,-1.229963973
48.52108,-122.61531,N Avenue Park,62,7,2.170719603,1.465235732,-1.248163772,2.387791563,2.767667494,-1.248163772,3.690223325,1.628039702,-1.248163772,3.201811414,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,1.573771712,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,1.736575682,1.899379653,1.248163772,-1.248163772,-1.248163772,1.302431762,-1.248163772,1.302431762,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772
48.255358,-122.507014,North Camano,7,8.1,1.967858881,-1.52350365,-1.52350365,2.221776156,2.285255474,-1.52350365,2.920048662,1.586982968,-1.52350365,2.920048662,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,1.586982968,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,1.650462287,1.586982968,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365
48.02218,-122.728709,Oak Bay County Park,10,9,2.051926978,1.346577079,-1.282454361,2.30841785,2.564908722,-1.346577079,3.077890467,1.603067951,-1.282454361,3.013767748,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,2.180172414,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,2.372540568,2.62903144,1.923681542,-1.282454361,-1.282454361,1.603067951,-1.282454361,3.206135903,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361
48.21423,-122.718972,Penn Cove Reference,3,8.1,1.97506133,1.463008393,-1.316707553,2.267663008,2.487114267,-1.316707553,3.364919303,1.536158812,-1.316707553,3.072317624,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,1.536158812,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,1.90191091,1.97506133,-1.316707553,-1.316707553,-1.316707553,1.389857973,-1.316707553,1.97506133,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553
47.2619,-122.7376,Pennrose Point State Park,50,13,2.640508806,1.584305284,-1.122216243,2.442470646,2.970572407,-1.122216243,4.09278865,2.046394325,-1.122216243,3.894750489,-1.122216243,-1.122216243,1.122216243,-1.122216243,-1.122216243,-1.122216243,2.838546967,-1.122216243,-1.056203523,-1.122216243,-1.122216243,-1.122216243,-1.056203523,-1.056203523,-1.122216243,-1.056203523,-1.056203523,-1.122216243,-1.122216243,2.640508806,3.102597847,2.046394325,1.188228963,-1.122216243,1.650318004,1.320254403,3.234623288,-1.122216243,-1.122216243,-1.056203523,1.584305284,1.584305284
47.3062,-122.5145,Point Defiance Ferry,43,11,3.64782588,2.14237393,-1.158039962,3.705727878,3.879433873,1.273843958,5.79019981,2.779295909,-1.158039962,4.979571836,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.679157945,-1.158039962,-1.158039962,1.273843958,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.968667935,2.084471931,1.447549952,1.21594196,-1.158039962,1.910765937,1.273843958,1.794961941,-1.158039962,-1.158039962,1.331745956,2.200275928,1.968667935
48.12823,-123.45715,Port Angeles Yacht Club,1,6,4.808247423,2.704639175,-1.382371134,4.688041237,5.409278351,-1.382371134,6.611340206,3.005154639,-1.382371134,5.649690722,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,1.742989691,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,2.16371134,2.16371134,1.562680412,1.803092784,-1.382371134,2.945051546,2.283917526,3.125360825,-1.382371134,-1.382371134,1.742989691,2.58443299,2.344020619
47.38566,-122.627255,Purdy - Dexters,57,13,2.409455587,1.434199754,-1.089991813,2.294719607,2.638927548,-1.089991813,4.417335244,2.294719607,-1.089991813,4.532071224,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.434199754,-1.089991813,-1.089991813,1.434199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.376831764,1.721039705,1.089991813,-1.089991813,-1.089991813,1.376831764,-1.089991813,1.262095784,-1.089991813,-1.089991813,-1.089991813,1.319463774,1.491567745
47.386977,-122.6367089,"Purdy, Burley Lagoon",47,13,3.077447638,1.538723819,-1.046332197,2.646604968,3.13899659,-1.046332197,5.354758889,2.831251827,-1.046332197,5.724052606,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,2.338860205,1.292528008,-1.046332197,1.908017535,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,2.031115441,2.338860205,1.600272772,-1.046332197,-1.046332197,1.600272772,1.230979055,3.077447638,-1.046332197,-1.046332197,-1.046332197,1.538723819,1.661821724
47.32598,-122.66724,Raft Island Park,53,13,2.673547237,1.547843137,-1.266417112,2.743903743,3.236399287,-1.266417112,3.939964349,2.040338681,-1.266417112,4.010320856,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,1.68855615,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,1.68855615,2.110695187,1.336773619,-1.266417112,-1.266417112,1.477486631,-1.266417112,1.618199643,-1.266417112,-1.266417112,-1.266417112,1.477486631,1.68855615
47.346537,-122.82236,Reach Island,39,13,2.510389344,-1.401147541,-1.459528689,2.276864754,2.743913934,-1.459528689,4.086680328,1.984959016,-1.459528689,4.26182377,-1.459528689,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.401147541,1.459528689,1.576290984,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.401147541
47.578117,-122.524833,Rich Passage,32,10,3.686919692,1.902926293,-0.8919967,3.211188119,3.686919692,0.951463146,5.470913091,2.913855886,-0.8919967,5.351980198,-0.8919967,-0.8919967,1.129862486,-0.8919967,-0.8919967,-0.8919967,2.973322332,0.951463146,-0.8919967,1.665060506,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,2.735456546,2.973322332,2.081325633,1.367728273,1.07039604,2.140792079,1.367728273,3.389587459,-0.8919967,-0.8919967,1.129862486,1.902926293,1.962392739
47.60255,-122.66992,Rocky Point,27,10,5.05356357,2.374566015,-1.217726161,4.018496333,4.992677262,1.58304401,8.52408313,4.383814181,-1.217726161,8.52408313,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,1.522157702,1.278612469,-1.217726161,2.861656479,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,1.765702934,1.522157702,1.217726161,-1.217726161,-1.217726161,2.009248166,1.400385086,1.765702934,-1.217726161,-1.217726161,1.278612469,2.557224939,3.044315403
48.02667,-122.75076,S of Skunk Island,9,9,2.041971534,-1.501449657,-1.561507644,2.10202952,2.402319452,-1.561507644,3.062957301,-1.501449657,-1.561507644,3.002899315,-1.561507644,-1.561507644,-1.501449657,-1.501449657,-1.561507644,-1.561507644,1.741681603,-1.561507644,-1.501449657,-1.561507644,-1.561507644,-1.561507644,-1.501449657,-1.501449657,-1.561507644,-1.501449657,-1.501449657,-1.561507644,-1.561507644,1.741681603,1.861797575,-1.501449657,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.501449657,-1.561507644,-1.501449657
47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,6.845882353,3.795,-1.562647059,7.366764706,7.441176471,1.785882353,11.16176471,5.506470588,1.562647059,10.41764706,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,2.827647059,2.157941176,-1.562647059,2.678823529,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,3.348529412,3.497352941,2.157941176,2.083529412,1.711470588,3.348529412,2.678823529,3.497352941,-1.562647059,-1.562647059,2.604411765,3.869411765,3.422941176
47.29464,-122.53053,Salmon Beach,40,11,2.679110251,1.667001934,-1.488394584,2.857717602,3.095860735,-1.547930368,4.762862669,2.440967118,-1.547930368,4.524719536,-1.547930368,-1.547930368,-1.488394584,-1.488394584,-1.547930368,-1.488394584,1.845609284,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,2.024216634,2.143288201,1.607466151,-1.547930368,-1.547930368,1.607466151,-1.547930368,1.667001934,-1.547930368,-1.488394584,-1.488394584,1.607466151,-1.488394584
47.607,-122.342,"Seattle Aquarium, Pier 59",17,10,7.128346457,3.564173228,-1.166456693,6.480314961,6.480314961,1.879291339,13.60866142,8.424409449,2.203307087,13.60866142,-1.166456693,1.166456693,1.166456693,-1.166456693,-1.166456693,1.555275591,2.592125984,3.36976378,1.749685039,3.758582677,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,2.916141732,3.110551181,1.944094488,1.944094488,1.62007874,3.24015748,2.332913386,2.980944882,1.231259843,-1.166456693,2.268110236,4.082598425,3.24015748
47.671678,-122.406663,Shilshole Bay,18,10,6.690253353,3.082026826,-1.578599106,6.765424739,6.539910581,1.87928465,9.020566319,5.111654247,-1.578599106,8.268852459,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,2.405484352,1.954456036,-1.578599106,2.480655738,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,2.931684054,3.683397914,2.330312966,2.179970194,1.653770492,3.307540984,2.63099851,5.337168405,-1.578599106,-1.578599106,2.104798808,3.457883756,3.533055142
47.6427936,-122.6967068,"Silverdale, Dyes Inlet",35,10,5.620339367,2.536006787,-1.233733032,4.523687783,5.68888009,1.782058824,9.595701357,4.729309955,1.302273756,9.595701357,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,1.850599548,1.37081448,-1.233733032,2.947251131,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,2.330384615,2.330384615,1.644977376,-1.233733032,-1.233733032,2.330384615,1.644977376,2.124762443,-1.233733032,-1.233733032,1.576436652,2.673088235,3.152873303
47.66142,-122.49884,Skiff Point,24,10,2.959735974,-2.131009901,-2.19020462,2.900541254,3.137320132,-2.19020462,4.735577558,2.663762376,-2.19020462,4.913161716,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.131009901,-2.19020462,-2.131009901,-2.131009901,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.131009901,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.19020462,-2.131009901
47.63237,-122.37869,"Smith Cove, Terminal 91",15,10,10.40476663,4.291966236,-1.105506455,9.754468719,9.104170804,2.66622145,16.90774578,9.754468719,2.796281033,16.25744786,1.365625621,1.560714995,1.365625621,1.105506455,-1.105506455,1.755804369,2.536161867,3.836757696,2.015923535,4.356996028,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,3.381549156,3.316519364,1.885863952,2.341072493,1.950893744,4.617115194,3.186459782,4.031847071,1.755804369,-1.105506455,3.12142999,6.047770606,4.617115194
47.17650485,-122.9046464,Squaxin Island,38,13,2.395230337,1.424191011,-1.294719101,2.265758427,2.718910112,-1.294719101,4.143101124,2.071550562,-1.294719101,4.272573034,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,1.424191011,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,1.553662921,1.488926966,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,1.294719101
47.7296079,-122.5506191,Suquamish Stormwater Outfall,34,10,3.093179724,1.997678571,-0.902177419,3.157620968,3.673150922,1.159942396,5.606388249,2.706532258,-0.902177419,5.284182028,-0.902177419,-0.902177419,-0.837736175,-0.837736175,-0.902177419,-0.902177419,1.868796083,0.902177419,-0.837736175,1.353266129,-0.902177419,-0.902177419,-0.837736175,-0.837736175,-0.902177419,-0.837736175,-0.837736175,-0.902177419,-0.902177419,2.319884793,2.513208525,1.67547235,1.159942396,0.902177419,1.804354839,1.159942396,1.611031106,-0.902177419,-0.902177419,1.159942396,1.611031106,1.611031106
47.259189,-122.434689,Thea Foss Waterway,46,11,4.218861829,2.466411531,-1.363016899,4.608295229,4.673200795,-1.427922465,7.139612326,4.089050696,-1.363016899,7.139612326,-1.363016899,-1.427922465,-1.363016899,-1.363016899,-1.363016899,-1.363016899,2.206789264,1.687544732,-1.363016899,2.012072565,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,2.596222664,2.790939364,1.622639165,1.557733598,-1.363016899,2.336600398,1.752450298,2.596222664,-1.427922465,-1.363016899,1.752450298,2.596222664,1.947166998
47.44896,-122.372267,Three Tree Point,22,11,2.945576541,1.649522863,-1.296053678,2.945576541,3.063399602,-1.354965209,4.654010934,2.356461233,-1.354965209,4.418364811,-1.354965209,-1.354965209,-1.296053678,-1.296053678,-1.354965209,-1.296053678,1.944080517,-1.354965209,-1.296053678,-1.296053678,-1.296053678,-1.296053678,-1.296053678,-1.296053678,-1.354965209,-1.296053678,-1.296053678,-1.296053678,-1.296053678,2.297549702,2.474284294,1.590611332,-1.354965209,-1.354965209,1.708434394,-1.354965209,2.17972664,-1.354965209,-1.296053678,-1.296053678,1.590611332,1.47278827
48.0617,-122.2939,Tulalip Bay,67,8.2,2.465797647,1.687124706,-1.297788235,2.920023529,3.179581176,-1.297788235,4.152922353,1.946682353,-1.297788235,3.763585882,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,2.20624,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.232898824,-1.297788235,-1.297788235,2.465797647,2.530687059,1.687124706,-1.297788235,-1.297788235,1.622235294,-1.297788235,1.881792941,-1.297788235,-1.297788235,-1.297788235,1.427567059,-1.297788235
48.0697859,-122.2997764,Tulalip Reservation,70,8.2,1.768538136,1.179025424,-1.00217161,1.945391949,2.00434322,-1.00217161,2.770709746,1.237976695,-1.00217161,2.47595339,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,1.591684322,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,1.768538136,1.886440678,1.237976695,-1.00217161,-1.00217161,1.179025424,-1.00217161,1.709586864,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161
47.052362,-122.910912,West Bay Park,73,13,4.184135834,2.227040041,-1.552179422,3.846705525,4.454080081,-1.552179422,6.748606183,3.374303092,-1.552179422,6.478661936,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,1.889609731,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,2.024581855,2.159553979,-1.552179422,-1.552179422,-1.552179422,2.024581855,-1.552179422,2.429498226,-1.552179422,-1.552179422,-1.552179422,2.159553979,2.496984288
47.66586,-122.56698,Williams Olson Park,26,10,3.494535452,1.747267726,-1.325513447,3.012530562,3.615036675,-1.385764059,5.844309291,2.89202934,-1.325513447,5.844309291,-1.325513447,-1.385764059,-1.325513447,-1.325513447,-1.325513447,-1.325513447,1.566515892,-1.325513447,-1.325513447,1.687017115,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,1.807518337,1.626766504,-1.325513447,-1.325513447,-1.325513447,1.687017115,-1.325513447,1.566515892,-1.385764059,-1.325513447,-1.325513447,1.807518337,1.988270171
