latitude,longitude,sample_id,site_number,site_name,reporting_area,p450,sod,shell,weight_initial,weight_change,weight_final,length,height,width,ibr3bio,ibr3morph,ibr3overall,ci1,ci2,ci3
47.2694,-122.4243,158,49,"Commencement Bay, Milwaukee Waterway",11,8.135216305,1.466920988,4.209135546,-1.118879318,-1.254910969,-0.667851576,-2.227859373,-1.079357743,-0.684209063,4.801068647,-0.403418928,2.198824859,0.290343977,-0.895800203,0.029664409
47.2694,-122.4243,159,49,"Commencement Bay, Milwaukee Waterway",11,1.069612618,-0.083607224,1.353291807,-1.878701917,-2.028183574,-1.286364045,-3.843648676,-2.126998821,-1.601340361,0.493002697,-1.630277941,-0.568637622,1.719253883,-1.164924728,0.168098315
47.2694,-122.4243,160,49,"Commencement Bay, Milwaukee Waterway",11,4.512216579,1.100110314,1.353291807,-2.003464174,-2.008761843,-1.694191001,-3.320503779,-2.043742576,-0.973829473,2.806163446,-1.527314434,0.639424506,0.425657415,-0.249901344,-0.247203405
47.2694,-122.4243,161,49,"Commencement Bay, Milwaukee Waterway",11,4.291033475,-0.934994881,2.467767412,-1.833194372,-2.474164053,-0.219392414,-3.320503779,-2.078432678,-1.88559743,1.678019297,-1.334788188,0.171615554,0.247043677,-4.179119403,-0.800939031
47.40301418,-122.3305538,1,21,Des Moines Marina,11,2.250149509,-0.340699568,3.164314666,-0.885205746,-1.193049161,-0.109534968,-0.757755991,-0.912845253,-0.088878221,0.95472497,-0.111850668,0.421437151,-1.241404142,-1.756998682,-0.800939031
47.40301418,-122.3305538,2,21,Des Moines Marina,11,6.183479801,-0.284142206,6.856015109,-0.160664277,-0.550693407,0.679030807,-0.022704299,-0.746332764,-0.163964994,2.949668798,0.841526597,1.895597697,-0.072296037,-1.918473397,-0.524071218
47.40301418,-122.3305538,3,21,Des Moines Marina,11,1.105422287,-0.187566449,4.069826095,-0.924577442,-1.53400843,0.48790895,0.050138661,-0.947535355,0.023751938,0.458927919,0.17507206,0.316999989,-2.540413148,-3.425570735,-1.493108565
47.40301418,-122.3305538,4,21,Des Moines Marina,11,10.67887987,2.264630836,4.975337525,-1.103028375,-1.608098736,0.117704406,-2.247725635,-1.440134803,-0.646665677,6.471755354,-0.278944471,3.096405441,-0.245497238,-2.94114659,-0.385637311
48.064957,-122.857524,162,12,Discovery Bay,6,2.50705784,1.650621664,1.283637081,-0.654088778,-0.895968616,-0.050844004,0.553417297,-1.009977539,-0.818292587,2.078839752,-0.227445306,0.925697223,-0.001933049,-1.326399443,-1.216240751
48.064957,-122.857524,163,12,Discovery Bay,6,2.752396256,-0.716075065,2.119493786,-0.228158613,-0.374459185,0.110179924,-1.91662127,-1.058543681,1.530850738,1.018160596,0.026105957,0.522133276,-0.353747988,-0.734325489,0.860267848
48.064957,-122.857524,164,12,Discovery Bay,6,-0.348257507,1.42099582,1.353291807,0.867601704,0.653453886,1.18768583,-1.976220055,1.876238941,0.694169554,0.536369156,0.665174524,0.60077184,-0.662262627,-0.895800203,1.967739102
48.064957,-122.857524,165,12,Discovery Bay,6,0.884539823,-0.584501671,3.094659941,1.218879043,1.072100077,1.344195068,0.540173122,0.384564558,0.720986258,0.150019076,1.196508295,0.673263686,0.766647279,-0.572850774,0.721833942
47.33775,-122.59014,265,44,Donkey Creek Delta,11,1.777699627,-0.907454547,1.422946532,-0.138677486,0.17798115,-0.780718815,0.944120448,-1.21811815,0.190015507,0.43512254,0.085364169,0.260243355,1.481102232,1.526320518,-0.385637311
47.33775,-122.59014,266,44,Donkey Creek Delta,11,0.257161239,-0.934994881,-0.248766876,-0.699085002,-0.621187096,-0.758145367,0.778568265,-1.488700945,1.032060032,-0.338916821,-0.286465284,-0.312691053,-1.046552791,0.34217261,-1.077806845
47.33775,-122.59014,267,44,Donkey Creek Delta,11,-0.086719462,-0.018928047,0.587089828,-0.658690664,-0.378775126,-1.144903772,-0.771000165,-0.239857276,0.527905985,-0.052823754,-0.29689017,-0.174856962,-0.824638753,1.364845803,0.029664409
47.33775,-122.59014,268,44,Donkey Creek Delta,11,3.403674643,-0.403016035,2.746386314,0.065339484,-0.068027437,0.334409505,0.142847883,-0.066406767,-1.12936636,1.500329304,0.289311803,0.894820554,1.470277157,-0.626675679,-0.108769498
47.61889,-122.5275,57,31,Eagle Harbor Dr,10,0.640207424,0.734185656,2.258803236,-1.80302645,-1.745489496,-1.655063692,-3.154951596,-2.251883188,-2.979718978,0.68719654,-1.618761452,-0.465782456,5.037139386,0.180697895,0.029664409
47.61889,-122.5275,58,31,Eagle Harbor Dr,10,-0.76650116,-0.669854557,3.582243018,-0.623920855,-0.344247605,-1.116310738,-2.519231215,-3.341152388,-1.225906497,-0.718177859,-0.798360897,-0.758269378,8.587764001,1.364845803,1.275569568
47.61889,-122.5275,59,31,Eagle Harbor Dr,10,0.01906949,0.917147985,5.114646976,0.643131905,0.703087197,0.423198399,-0.393541189,-1.773159781,-1.006009519,0.468108738,0.530193427,0.499151082,6.55806243,0.288347705,0.860267848
47.61889,-122.5275,60,31,Eagle Harbor Dr,10,-0.316827867,2.725359219,2.398112687,-2.013179268,-2.195066592,-1.333015837,-3.406590914,-2.987313348,-1.445803474,1.204265676,-1.568979535,-0.18235693,2.130606735,-1.380224348,-0.385637311
48.69368,-122.90985,49,60,"Eastsound, Fishing Bay",7,2.618045757,-0.934994881,-4.149431496,-1.142911392,-1.229015329,-0.792757987,-0.128657696,-0.961411396,-0.43213204,0.841525438,-1.262331048,-0.210402805,-1.133153392,-0.626675679,-1.077806845
48.69368,-122.90985,50,60,"Eastsound, Fishing Bay",7,-1.144237733,0.506922521,-3.452884242,-2.534726409,-2.466970819,-2.299159402,-3.02250985,-1.717655618,-1.848054044,-0.318657606,-2.477422912,-1.398040259,-0.472823814,0.180697895,-0.939372938
48.69368,-122.90985,51,60,"Eastsound, Fishing Bay",7,2.400144945,0.950816598,-1.014968855,-2.249920764,-2.428127358,-1.542196453,-3.664852319,-0.878155151,-1.193726451,1.675480772,-1.853135336,-0.088827282,-2.031634621,-1.434049253,-0.524071218
48.69368,-122.90985,52,60,"Eastsound, Fishing Bay",7,-0.884887883,0.302843475,-1.850825559,-1.850067956,-2.033218837,-1.191555564,-3.029131938,-1.169552008,-1.746150566,-0.291022204,-1.838643204,-1.064832704,0.008892026,-1.326399443,-0.385637311
47.81407,-122.3825,227,69,Edmonds Ferry,9,10.45144665,-0.814570524,3.233969391,-0.982356684,-1.006025089,-0.785233505,-2.40665573,-1.100171804,-1.199089792,4.818438065,-0.60650903,2.105964517,1.887042547,-0.249901344,0.444966129
47.81407,-122.3825,228,69,Edmonds Ferry,9,3.708405148,-0.934994881,0.169161476,-1.242618934,-1.02976276,-1.503069144,-0.718023467,-0.711642662,-2.078677703,1.386705133,-1.016376171,0.185164481,1.708428808,1.095721279,-0.662505125
47.81407,-122.3825,229,69,Edmonds Ferry,9,2.804212649,-0.934994881,2.328457962,1.095650748,1.138997149,0.841559631,0.473952249,0.093167702,-0.888016019,0.934608884,0.726252775,0.830430829,3.700242617,0.2345228,0.721833942
47.81407,-122.3825,230,69,Edmonds Ferry,9,1.299162691,-0.934994881,-3.661848418,-1.214496294,-1.255630293,-0.947762328,-3.327125866,-0.774084846,-1.799783975,0.182083905,-1.854390289,-0.836153192,2.108956585,-0.357551154,0.721833942
47.8111,-122.388,21,68,Edmonds Marina,9,0.494003111,0.103342178,0.169161476,-2.270884914,-2.077816885,-2.336781814,-3.764183629,-1.93273425,-1.982137567,0.298672645,-2.027911083,-0.864619219,1.789616871,1.041896374,0.029664409
47.8111,-122.388,22,68,Edmonds Marina,9,3.429095846,0.748361914,3.233969391,-0.31048125,-0.263683389,-0.362357583,-0.016082212,-0.781022866,-0.158601653,2.08872888,0.191677205,1.140203043,0.685459216,0.180697895,-0.247203405
47.8111,-122.388,23,68,Edmonds Marina,9,36.90607841,2.501049471,2.95535049,-1.054964227,-1.399494963,-0.177255311,-1.40009846,-1.447072823,-0.153238312,19.70356394,-0.38239623,9.660583856,-0.694737852,-2.026123207,-0.662505125
47.8111,-122.388,24,68,Edmonds Marina,9,2.407449119,1.088887443,-0.109457426,-1.487030241,-1.430425868,-1.384182319,-1.009395308,-1.322188456,0.077385348,1.748168281,-0.952184896,0.397991693,-1.409192805,0.180697895,-0.939372938
47.074603,-123.003527,186,72,Eld Inlet,13,2.255781599,0.6853071,-0.318421602,-0.511941616,-0.147872329,-1.19757515,-2.592074175,0.23886613,0.710259576,1.47054435,-0.545537024,0.462503663,-0.223847088,1.795445043,1.552437382
47.074603,-123.003527,187,72,Eld Inlet,13,-0.715003606,0.916409638,-0.457731052,-1.561683067,-1.646942197,-1.150923358,-4.287328526,-1.787035822,-0.045971494,0.100703016,-1.562516502,-0.730906743,0.420244878,-0.680500584,0.860267848
47.074603,-123.003527,188,72,Eld Inlet,13,10.64300032,0.104228194,2.537422138,2.723184619,2.984780873,1.770080783,2.189072862,2.056627471,2.174451648,5.373614257,2.347945771,3.860780014,-0.126421412,1.095721279,1.275569568
47.074603,-123.003527,189,72,Eld Inlet,13,10.55803998,0.377416498,1.283637081,2.616829908,2.919322448,1.592502994,3.566467022,2.375776409,1.697114306,5.46772824,2.293092881,3.880410561,-0.651437552,1.203371089,0.444966129
47.61862,-122.36108,69,19,Elliot Bay Myrtle Edwards,10,-0.135331453,1.042666936,3.303624117,0.206975325,-0.081694581,0.778353978,-1.519296031,1.293445229,-0.383861972,0.453667741,0.513935152,0.483801447,-0.505299039,-1.326399443,0.860267848
47.61862,-122.36108,70,19,Elliot Bay Myrtle Edwards,10,0.269821613,1.47563348,1.213982356,-1.840352863,-1.705207388,-1.849195343,-2.638428786,-2.064556637,-0.475038767,0.872727547,-1.336971061,-0.232121757,0.360706965,0.665122039,-0.247203405
47.61862,-122.36108,71,19,Elliot Bay Myrtle Edwards,10,0.824108231,0.364864603,-0.527385778,-1.933413235,-2.076378239,-1.346559906,-3.976090423,-1.349940538,-1.30099327,0.594486417,-1.787251627,-0.596382605,-0.018170662,-1.111099823,0.168098315
47.61862,-122.36108,72,19,Elliot Bay Myrtle Edwards,10,0.007687383,-0.400800995,3.930516645,0.774030011,0.796599233,0.611310464,1.083184281,0.342936436,-0.684209063,-0.196556806,0.97919543,0.391319312,1.865392397,0.12687299,0.029664409
47.61862,-122.36108,73,19,Elliot Bay Myrtle Edwards,10,0.647871929,1.498669899,4.00017137,2.347363886,2.405725574,1.875423539,0.997097146,2.431280572,0.468909235,1.073270914,2.07513876,1.574204837,1.021036543,0.34217261,1.552437382
47.58766,-122.35065,29,14,"Elliott Bay, Harbor Island, Pier 17",10,3.569158509,-0.753140073,1.840874884,-1.420047226,-1.791526191,-0.431582823,-0.525982935,-2.078432678,-1.225906497,1.408009218,-0.804657638,0.30167579,0.095492626,-2.295247731,-1.493108565
47.58766,-122.35065,30,14,"Elliott Bay, Harbor Island, Pier 17",10,7.419449503,0.03201788,0.09950675,-1.763654754,-2.010919813,-0.983879845,-1.393476372,-1.509515006,-1.982137567,3.725733692,-1.363439515,1.181147088,0.084667551,-1.703173777,-1.354674658
47.58766,-122.35065,31,14,"Elliott Bay, Harbor Island, Pier 17",10,4.788847052,1.019778186,5.393265877,0.291343245,-0.514727239,1.934114503,1.149405154,-1.329126476,-0.593032268,2.904312619,0.904463257,1.904387938,0.869485492,-3.694695259,-1.077806845
47.58766,-122.35065,32,14,"Elliott Bay, Harbor Island, Pier 17",10,5.189973141,-0.791386435,4.00017137,1.034292261,0.475781018,2.048486639,1.970543981,1.237941066,-0.501855472,2.199293353,1.466480123,1.832886738,-0.656850089,-2.295247731,-0.662505125
47.9726,-122.22977,206,66,Everett Harbor,8.2,4.471785204,-0.934994881,3.233969391,-1.095358564,-1.295912401,-0.512847235,-2.936422715,-0.808774948,-1.145456383,1.768395161,-0.651543265,0.558425948,0.809947579,-1.218749633,0.444966129
47.9726,-122.22977,207,66,Everett Harbor,8.2,3.001943634,-0.124216296,2.95535049,-2.212083031,-2.814403999,-0.622704681,-3.353614216,-1.877230087,-1.810510657,1.438863669,-1.390742311,0.024060679,-1.306354592,-4.232944308,-1.216240751
47.9726,-122.22977,208,66,Everett Harbor,8.2,2.77801182,-0.378207584,0.308470927,-1.821433996,-2.054079215,-1.062134464,-2.26096981,-1.981300393,-1.724697202,1.199902118,-1.513734879,-0.15691638,0.712521904,-1.649348872,-0.939372938
47.9726,-122.22977,209,66,Everett Harbor,8.2,0.876629273,-0.934994881,0.378125652,-2.271907556,-2.507252927,-1.441368386,-2.360301119,-2.855490961,-1.47798352,-0.029182804,-1.790882688,-0.910032746,0.268693827,-1.810823587,-1.354674658
