site_name,latitude,longitude,reporting_area,site_number,sample_id,p450,mercury,arsenic,cadmium,copper,lead,zinc,lmwPAH,PAH16,sumPCB,hmwPAH,sumPAH,PAHgroup,PAHgroup2
Blair Waterway #2,47.2632444,-122.385731,11,42,142,2336026.125,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high,vhigh
Blair Waterway #2,47.2632444,-122.385731,11,42,143,3199450.886,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high,vhigh
Blair Waterway #2,47.2632444,-122.385731,11,42,144,4752300.998,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high,vhigh
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,287,5250261.746,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high,vhigh
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,288,6062837.107,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high,vhigh
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,289,1817198.502,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high,vhigh
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,290,4648411.807,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high,vhigh
Thea Foss Waterway,47.259189,-122.434689,11,46,118,735844.6195,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high,vhigh
Thea Foss Waterway,47.259189,-122.434689,11,46,119,1453865.493,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high,vhigh
Thea Foss Waterway,47.259189,-122.434689,11,46,122,8793139.785,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high,vhigh
Port Angeles Yacht Club,48.12823,-123.45715,6,1,247,12351981.85,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high,vhigh
Port Angeles Yacht Club,48.12823,-123.45715,6,1,248,2439233.143,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high,vhigh
Port Angeles Yacht Club,48.12823,-123.45715,6,1,244,6195514.045,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high,vhigh
Port Angeles Yacht Club,48.12823,-123.45715,6,1,245,4874820.912,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high,vhigh
Port Angeles Yacht Club,48.12823,-123.45715,6,1,246,2729240.396,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high,vhigh
Port Angeles Yacht Club,48.12823,-123.45715,6,1,243,5418303.459,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high,vhigh
Shilshole Bay,47.671678,-122.406663,10,18,291,3787448.393,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high,vhigh
Shilshole Bay,47.671678,-122.406663,10,18,292,2701768.594,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high,vhigh
Shilshole Bay,47.671678,-122.406663,10,18,293,1902525.416,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high,vhigh
Shilshole Bay,47.671678,-122.406663,10,18,294,2449213.424,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high,vhigh
N Avenue Park,48.52108,-122.61531,7,62,210,3680655.654,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high,vhigh
N Avenue Park,48.52108,-122.61531,7,62,211,8637808.831,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high,vhigh
N Avenue Park,48.52108,-122.61531,7,62,212,5167149.882,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high,vhigh
N Avenue Park,48.52108,-122.61531,7,62,213,9574141.682,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high,vhigh
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,32,9121682.642,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high,vhigh
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,29,6895112.507,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high,vhigh
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,30,12184392.72,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high,vhigh
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,31,8570642.497,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high,vhigh
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,78,2711671.665,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high,vhigh
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,79,2380701.981,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high,vhigh
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,80,4563731.25,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high,vhigh
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,81,2492093.031,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high,vhigh
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,92,2166610.684,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,high,vhigh
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,93,7730819.154,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,high,vhigh
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,94,1618147.398,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,high,vhigh
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,95,4318288.155,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,high,vhigh
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,73,2882039.042,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,high,vhigh
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,72,2002595.476,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,high,vhigh
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,69,1806125.391,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,high,vhigh
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,70,2362697.601,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,high,vhigh
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,71,3124140.742,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,high,vhigh
Des Moines Marina,47.40301418,-122.3305538,11,21,1,5083144.37,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,high,vhigh
Des Moines Marina,47.40301418,-122.3305538,11,21,4,16661987.34,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,high,vhigh
Des Moines Marina,47.40301418,-122.3305538,11,21,2,10486497.94,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,high,vhigh
Des Moines Marina,47.40301418,-122.3305538,11,21,3,3510592.064,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,high,vhigh
