"","sample_id","latitude","longitude","lat_range","long_range","label","site_name","site_number","reporting_area","geo_group","p450","sod","shell","ci1","ci2","ci3","Analyte.x","Units.x","DryValue.x","Comments.x","p16","Analyte.y","Units.y","DryValue.y","Comments.y","p42","Analyte.x.x","Units.x.x","DryValue.x.x","Comments.x.x","phmw.x","Analyte.y.y","Units.y.y","DryValue.y.y","Comments.y.y","phmw.y","Analyte.x.x.x","Units.x.x.x","DryValue","Comments.x.x.x","pcb","Analyte.y.y.y","Units.y.y.y","plmw","Comments.y.y.y","DryValue_Group"
"139",167,47.794695,-122.499858,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kingston Marina",36,10,3,4974611,6.443,0.735,29.339,0.6766,0.0405,"SumPAHs16","ng/g",123.5049608,NA,1,"SumPAHs42_DMNcorrected","ng/g",273.0109661,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"Sum40CBs","ng/g",36.4014621,NA,2,"SumPAHsLMW","ng/g",149.5060052,NA,"1"
"140",168,47.794695,-122.499858,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kingston Marina",36,10,3,5640873,1.035,1,34.323,0.7094,0.064,"SumPAHs16","ng/g",123.5049608,NA,1,"SumPAHs42_DMNcorrected","ng/g",273.0109661,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"Sum40CBs","ng/g",36.4014621,NA,2,"SumPAHsLMW","ng/g",149.5060052,NA,"1"
"141",169,47.794695,-122.499858,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kingston Marina",36,10,3,3885225,26.424,0.745,32.363,0.6593,0.0515,"SumPAHs16","ng/g",123.5049608,NA,1,"SumPAHs42_DMNcorrected","ng/g",273.0109661,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"SumPAHsHMW","ng/g",123.5049608,NA,1,"Sum40CBs","ng/g",36.4014621,NA,2,"SumPAHsLMW","ng/g",149.5060052,NA,"1"
"142",53,47.54167,-122.64034,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kitsap St Boat Launch",25,10,3,2469960,12.854,0.97,31.47,0.6156,0.0581,"SumPAHs16","ng/g",303.4712736,NA,3,"SumPAHs42_DMNcorrected","ng/g",758.678184,NA,3,"SumPAHsHMW","ng/g",354.0498192,NA,2,"SumPAHsHMW","ng/g",354.0498192,NA,2,"Sum40CBs","ng/g",116.330655,NA,7,"SumPAHsLMW","ng/g",419.8019285,NA,"3"
"143",54,47.54167,-122.64034,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kitsap St Boat Launch",25,10,3,3506452,2.637,0.9,33.482,0.6654,0.0524,"SumPAHs16","ng/g",303.4712736,NA,3,"SumPAHs42_DMNcorrected","ng/g",758.678184,NA,3,"SumPAHsHMW","ng/g",354.0498192,NA,2,"SumPAHsHMW","ng/g",354.0498192,NA,2,"Sum40CBs","ng/g",116.330655,NA,7,"SumPAHsLMW","ng/g",419.8019285,NA,"3"
"144",55,47.54167,-122.64034,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kitsap St Boat Launch",25,10,3,4998033,1.269,0.815,30.924,0.6499,0.0463,"SumPAHs16","ng/g",303.4712736,NA,3,"SumPAHs42_DMNcorrected","ng/g",758.678184,NA,3,"SumPAHsHMW","ng/g",354.0498192,NA,2,"SumPAHsHMW","ng/g",354.0498192,NA,2,"Sum40CBs","ng/g",116.330655,NA,7,"SumPAHsLMW","ng/g",419.8019285,NA,"3"
"145",56,47.54167,-122.64034,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Kitsap St Boat Launch",25,10,3,6119860,0.0025,0.805,32.785,0.6775,0.0474,"SumPAHs16","ng/g",303.4712736,NA,3,"SumPAHs42_DMNcorrected","ng/g",758.678184,NA,3,"SumPAHsHMW","ng/g",354.0498192,NA,2,"SumPAHsHMW","ng/g",354.0498192,NA,2,"Sum40CBs","ng/g",116.330655,NA,7,"SumPAHsLMW","ng/g",419.8019285,NA,"3"
"146",249,47.30973,-122.68868,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Kopachuck State Park",52,13,1,5329851,0.0025,0.88,31.526,0.6644,0.0503,"SumPAHs16","ng/g",59.37693041,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.6949476,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"Sum40CBs","ng/g",31.7126787,NA,2,"SumPAHsLMW","ng/g",87.71591992,NA,"1"
"147",250,47.30973,-122.68868,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Kopachuck State Park",52,13,1,4051273,0.0025,0.96,35.739,0.6776,0.046,"SumPAHs16","ng/g",59.37693041,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.6949476,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"Sum40CBs","ng/g",31.7126787,NA,2,"SumPAHsLMW","ng/g",87.71591992,NA,"1"
"148",251,47.30973,-122.68868,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Kopachuck State Park",52,13,1,3471329,7.036,0.73,35.076,0.6982,0.0534,"SumPAHs16","ng/g",59.37693041,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.6949476,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"Sum40CBs","ng/g",31.7126787,NA,2,"SumPAHsLMW","ng/g",87.71591992,NA,"1"
"149",253,47.30973,-122.68868,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Kopachuck State Park",52,13,1,4422422,0.672,0.89,35.765,0.7184,0.0543,"SumPAHs16","ng/g",59.37693041,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.6949476,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"SumPAHsHMW","ng/g",53.97902765,NA,1,"Sum40CBs","ng/g",31.7126787,NA,2,"SumPAHsLMW","ng/g",87.71591992,NA,"1"
"150",299,47.5833538,-122.6414587,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Lions Park",37,10,3,5411649,6.432,0.68,34.333,0.7299,0.0554,"SumPAHs16","ng/g",118.4697773,NA,1,"SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"Sum40CBs","ng/g",58.5767232,NA,4,"SumPAHsLMW","ng/g",157.9597031,NA,"1"
"151",300,47.5833538,-122.6414587,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Lions Park",37,10,3,6052641,9.59,1.075,32.694,0.6652,0.0594,"SumPAHs16","ng/g",118.4697773,NA,1,"SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"Sum40CBs","ng/g",58.5767232,NA,4,"SumPAHsLMW","ng/g",157.9597031,NA,"1"
"152",301,47.5833538,-122.6414587,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Lions Park",37,10,3,3631858,9.377,0.71,33.814,0.7362,0.067,"SumPAHs16","ng/g",118.4697773,NA,1,"SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"Sum40CBs","ng/g",58.5767232,NA,4,"SumPAHsLMW","ng/g",157.9597031,NA,"1"
"153",302,47.5833538,-122.6414587,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Lions Park",37,10,3,6373497,8.315,0.71,33.934,0.6666,0.0486,"SumPAHs16","ng/g",118.4697773,NA,1,"SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"Sum40CBs","ng/g",58.5767232,NA,4,"SumPAHsLMW","ng/g",157.9597031,NA,"1"
"154",235,48.77636877,-122.5378679,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Locust Beach",76,7,4,6651025,2.069,0.785,29.925,0.6422,0.0439,"SumPAHs16","ng/g",46.08157463,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.2050301,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"Sum40CBs","ng/g",20.4806998,NA,1,"SumPAHsLMW","ng/g",121.6041553,NA,"1"
"155",236,48.77636877,-122.5378679,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Locust Beach",76,7,4,3417364,2.369,0.72,32.082,0.6621,0.0441,"SumPAHs16","ng/g",46.08157463,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.2050301,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"Sum40CBs","ng/g",20.4806998,NA,1,"SumPAHsLMW","ng/g",121.6041553,NA,"1"
"156",237,48.77636877,-122.5378679,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Locust Beach",76,7,4,6776918,2.733,1.005,32.145,0.6714,0.0465,"SumPAHs16","ng/g",46.08157463,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.2050301,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"Sum40CBs","ng/g",20.4806998,NA,1,"SumPAHsLMW","ng/g",121.6041553,NA,"1"
"157",238,48.77636877,-122.5378679,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Locust Beach",76,7,4,4517486,5.02,0.82,37.13,0.6905,0.0539,"SumPAHs16","ng/g",46.08157463,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.2050301,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"SumPAHsHMW","ng/g",27.5209404,NA,1,"Sum40CBs","ng/g",20.4806998,NA,1,"SumPAHsLMW","ng/g",121.6041553,NA,"1"
"158",153,47.57995505,-122.6786,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Madrona Pont",28,10,3,15260103,16.268,0.955,34.571,0.6833,0.0549,"SumPAHs16","ng/g",108.4770642,NA,1,"SumPAHs42_DMNcorrected","ng/g",259.1396534,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"Sum40CBs","ng/g",53.0332314,NA,4,"SumPAHsLMW","ng/g",138.6095821,NA,"1"
"159",154,47.57995505,-122.6786,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Madrona Pont",28,10,3,3705987,5.768,0.75,37.227,0.6787,0.0554,"SumPAHs16","ng/g",108.4770642,NA,1,"SumPAHs42_DMNcorrected","ng/g",259.1396534,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"Sum40CBs","ng/g",53.0332314,NA,4,"SumPAHsLMW","ng/g",138.6095821,NA,"1"
"160",155,47.57995505,-122.6786,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Madrona Pont",28,10,3,8193639,4.93,0.75,34.803,0.6946,0.0534,"SumPAHs16","ng/g",108.4770642,NA,1,"SumPAHs42_DMNcorrected","ng/g",259.1396534,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"Sum40CBs","ng/g",53.0332314,NA,4,"SumPAHsLMW","ng/g",138.6095821,NA,"1"
"161",156,47.57995505,-122.6786,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Madrona Pont",28,10,3,6366494,0.0025,0.83,34.506,0.6222,0.0492,"SumPAHs16","ng/g",108.4770642,NA,1,"SumPAHs42_DMNcorrected","ng/g",259.1396534,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"SumPAHsHMW","ng/g",120.5300714,NA,1,"Sum40CBs","ng/g",53.0332314,NA,4,"SumPAHsLMW","ng/g",138.6095821,NA,"1"
"162",261,47.55622,-122.54281,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,5437003,17.512,0.745,34.027,0.6749,0.0464,"SumPAHs16","ng/g",171.0284061,NA,2,"SumPAHs42_DMNcorrected","ng/g",369.4213572,NA,2,"SumPAHsHMW","ng/g",171.0284061,NA,1,"SumPAHsHMW","ng/g",171.0284061,NA,1,"Sum40CBs","ng/g",41.0468175,NA,3,"SumPAHsLMW","ng/g",198.3929511,NA,"2"
"163",262,47.55622,-122.54281,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,5775686,1.485,0.805,33.398,0.6859,0.0606,"SumPAHs16","ng/g",171.0284061,NA,2,"SumPAHs42_DMNcorrected","ng/g",369.4213572,NA,2,"SumPAHsHMW","ng/g",171.0284061,NA,1,"SumPAHsHMW","ng/g",171.0284061,NA,1,"Sum40CBs","ng/g",41.0468175,NA,3,"SumPAHsLMW","ng/g",198.3929511,NA,"2"
"164",263,47.55622,-122.54281,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,1513923,15.957,0.75,32.803,0.683,0.0692,"SumPAHs16","ng/g",171.0284061,NA,2,"SumPAHs42_DMNcorrected","ng/g",369.4213572,NA,2,"SumPAHsHMW","ng/g",171.0284061,NA,1,"SumPAHsHMW","ng/g",171.0284061,NA,1,"Sum40CBs","ng/g",41.0468175,NA,3,"SumPAHsLMW","ng/g",198.3929511,NA,"2"
"165",264,47.55622,-122.54281,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,3392978,0.0025,0.875,35.464,0.6897,0.0596,"SumPAHs16","ng/g",171.0284061,NA,2,"SumPAHs42_DMNcorrected","ng/g",369.4213572,NA,2,"SumPAHsHMW","ng/g",171.0284061,NA,1,"SumPAHsHMW","ng/g",171.0284061,NA,1,"Sum40CBs","ng/g",41.0468175,NA,3,"SumPAHsLMW","ng/g",198.3929511,NA,"2"
"166",202,47.30008,-122.74566,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Maple Hollow Park",51,13,1,2529572,4.546,0.815,34.552,0.6723,0.0552,"SumPAHs16","ng/g",71.97530864,NA,1,"SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"Sum40CBs","ng/g",35.9876543,NA,2,"SumPAHsLMW","ng/g",111.2345679,NA,"1"
"167",203,47.30008,-122.74566,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Maple Hollow Park",51,13,1,5982158,7.722,0.845,32.722,0.6564,0.0451,"SumPAHs16","ng/g",71.97530864,NA,1,"SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"Sum40CBs","ng/g",35.9876543,NA,2,"SumPAHsLMW","ng/g",111.2345679,NA,"1"
"168",204,47.30008,-122.74566,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Maple Hollow Park",51,13,1,4667834,3.94,0.875,27.431,0.6142,0.0506,"SumPAHs16","ng/g",71.97530864,NA,1,"SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"Sum40CBs","ng/g",35.9876543,NA,2,"SumPAHsLMW","ng/g",111.2345679,NA,"1"
"169",205,47.30008,-122.74566,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Maple Hollow Park",51,13,1,7944848,0.048,0.71,30.287,0.6038,0.0418,"SumPAHs16","ng/g",71.97530864,NA,1,"SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"Sum40CBs","ng/g",35.9876543,NA,2,"SumPAHsLMW","ng/g",111.2345679,NA,"1"
"170",307,48.018127,-122.699524,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maristone Island",11,9,2,1476511,3.506,0.9,35.274,0.7173,0.0544,"SumPAHs16","ng/g",41.62759394,NA,1,"SumPAHs42_DMNcorrected","ng/g",134.0549635,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"Sum40CBs","ng/g",31.0443073,NA,2,"SumPAHsLMW","ng/g",112.8883904,NA,"1"
"171",308,48.018127,-122.699524,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maristone Island",11,9,2,4087247,2.631,0.83,34.796,0.6945,0.053,"SumPAHs16","ng/g",41.62759394,NA,1,"SumPAHs42_DMNcorrected","ng/g",134.0549635,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"Sum40CBs","ng/g",31.0443073,NA,2,"SumPAHsLMW","ng/g",112.8883904,NA,"1"
"172",309,48.018127,-122.699524,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maristone Island",11,9,2,3101248,0.844,0.745,33.57,0.7226,0.0585,"SumPAHs16","ng/g",41.62759394,NA,1,"SumPAHs42_DMNcorrected","ng/g",134.0549635,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"Sum40CBs","ng/g",31.0443073,NA,2,"SumPAHsLMW","ng/g",112.8883904,NA,"1"
"173",310,48.018127,-122.699524,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maristone Island",11,9,2,4147207,1.999,0.765,34.982,0.7156,0.0492,"SumPAHs16","ng/g",41.62759394,NA,1,"SumPAHs42_DMNcorrected","ng/g",134.0549635,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"Sum40CBs","ng/g",31.0443073,NA,2,"SumPAHsLMW","ng/g",112.8883904,NA,"1"
"174",311,48.018127,-122.699524,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maristone Island",11,9,2,6630611,0.0025,0.795,26.758,0.5987,0.0341,"SumPAHs16","ng/g",41.62759394,NA,1,"SumPAHs42_DMNcorrected","ng/g",134.0549635,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"Sum40CBs","ng/g",31.0443073,NA,2,"SumPAHsLMW","ng/g",112.8883904,NA,"1"
"175",312,48.018127,-122.699524,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maristone Island",11,9,2,6728961,2.006,0.815,45.197,0.6938,0.0533,"SumPAHs16","ng/g",41.62759394,NA,1,"SumPAHs42_DMNcorrected","ng/g",134.0549635,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"SumPAHsHMW","ng/g",23.98878295,NA,1,"Sum40CBs","ng/g",31.0443073,NA,2,"SumPAHsLMW","ng/g",112.8883904,NA,"1"
"176",65,47.11795,-122.83359,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Meyer's Point - Henderson Inlet",71,13,1,3656052,19.012,1.055,41.854,0.6691,0.0502,"SumPAHs16","ng/g",66.16884328,NA,1,"SumPAHs42_DMNcorrected","ng/g",200.7369403,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"Sum40CBs","ng/g",49.0690299,NA,3,"SumPAHsLMW","ng/g",148.6940299,NA,"1"
"177",66,47.11795,-122.83359,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Meyer's Point - Henderson Inlet",71,13,1,8044535,0.232,0.76,33.515,0.6486,0.0464,"SumPAHs16","ng/g",66.16884328,NA,1,"SumPAHs42_DMNcorrected","ng/g",200.7369403,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"Sum40CBs","ng/g",49.0690299,NA,3,"SumPAHsLMW","ng/g",148.6940299,NA,"1"
"178",67,47.11795,-122.83359,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Meyer's Point - Henderson Inlet",71,13,1,4961205,3.468,0.95,42.482,0.6317,0.052,"SumPAHs16","ng/g",66.16884328,NA,1,"SumPAHs42_DMNcorrected","ng/g",200.7369403,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"Sum40CBs","ng/g",49.0690299,NA,3,"SumPAHsLMW","ng/g",148.6940299,NA,"1"
"179",68,47.11795,-122.83359,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Meyer's Point - Henderson Inlet",71,13,1,6536182,2.525,1.095,29.091,0.6428,0.0484,"SumPAHs16","ng/g",66.16884328,NA,1,"SumPAHs42_DMNcorrected","ng/g",200.7369403,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"SumPAHsHMW","ng/g",52.7863806,NA,1,"Sum40CBs","ng/g",49.0690299,NA,3,"SumPAHsLMW","ng/g",148.6940299,NA,"1"
"180",231,47.4436,-122.360316,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Miller Creek",20,11,5,6263391,0.0025,0.825,32.995,0.6634,0.0481,"SumPAHs16","ng/g",114.3848472,NA,1,"SumPAHs42_DMNcorrected","ng/g",285.962118,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"Sum40CBs","ng/g",43.8475248,NA,3,"SumPAHsLMW","ng/g",171.5772708,NA,"2"
"181",232,47.4436,-122.360316,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Miller Creek",20,11,5,7066217,1.97,0.8,43.288,0.6649,0.0546,"SumPAHs16","ng/g",114.3848472,NA,1,"SumPAHs42_DMNcorrected","ng/g",285.962118,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"Sum40CBs","ng/g",43.8475248,NA,3,"SumPAHsLMW","ng/g",171.5772708,NA,"2"
"182",233,47.4436,-122.360316,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Miller Creek",20,11,5,7223931,2.621,0.78,32.441,0.6721,0.0571,"SumPAHs16","ng/g",114.3848472,NA,1,"SumPAHs42_DMNcorrected","ng/g",285.962118,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"Sum40CBs","ng/g",43.8475248,NA,3,"SumPAHsLMW","ng/g",171.5772708,NA,"2"
"183",234,47.4436,-122.360316,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Miller Creek",20,11,5,4047412,3.572,0.66,33.461,0.7195,0.0672,"SumPAHs16","ng/g",114.3848472,NA,1,"SumPAHs42_DMNcorrected","ng/g",285.962118,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"SumPAHsHMW","ng/g",120.7395609,NA,1,"Sum40CBs","ng/g",43.8475248,NA,3,"SumPAHsLMW","ng/g",171.5772708,NA,"2"
"184",178,47.3539722,-122.69175,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Minter Bay",55,13,1,7647788,5.789,0.845,35.007,0.6964,0.0581,"SumPAHs16","ng/g",78.94897959,NA,1,"SumPAHs42_DMNcorrected","ng/g",164.4770408,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"Sum40CBs","ng/g",31.5795918,NA,2,"SumPAHsLMW","ng/g",98.68622449,NA,"1"
"185",179,47.3539722,-122.69175,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Minter Bay",55,13,1,4006818,0.0025,0.805,30.982,0.6596,0.0429,"SumPAHs16","ng/g",78.94897959,NA,1,"SumPAHs42_DMNcorrected","ng/g",164.4770408,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"Sum40CBs","ng/g",31.5795918,NA,2,"SumPAHsLMW","ng/g",98.68622449,NA,"1"
"186",180,47.3539722,-122.69175,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Minter Bay",55,13,1,5090553,10.464,0.63,33.624,0.7331,0.0662,"SumPAHs16","ng/g",78.94897959,NA,1,"SumPAHs42_DMNcorrected","ng/g",164.4770408,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"Sum40CBs","ng/g",31.5795918,NA,2,"SumPAHsLMW","ng/g",98.68622449,NA,"1"
"187",181,47.3539722,-122.69175,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Minter Bay",55,13,1,1226696,35.599,0.62,34.824,0.6874,0.0614,"SumPAHs16","ng/g",78.94897959,NA,1,"SumPAHs42_DMNcorrected","ng/g",164.4770408,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"SumPAHsHMW","ng/g",65.79081633,NA,1,"Sum40CBs","ng/g",31.5795918,NA,2,"SumPAHsLMW","ng/g",98.68622449,NA,"1"
"188",17,47.94968,-122.30158,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Mukilteo",65,8.2,6,6522867,14.268,0.835,33.791,0.7194,0.0638,"SumPAHs16","ng/g",207.1518271,NA,2,"SumPAHs42_DMNcorrected","ng/g",440.1976325,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"Sum40CBs","ng/g",31.0727741,NA,2,"SumPAHsLMW","ng/g",245.9927946,NA,"2"
