"site_name","avg_value","alpha_chlordane","alpha_hexachlorocyclohexane","aldrin","beta_chlordane","BDE100","BDE153","BDE154","BDE155","BDE183","BDE028","BDE047","BDE049","BDE066","BDE085","BDE099","beta_hexachlorocyclohexane","Br5DE04","Br5DE05","Br6DE01","Br7DE01","PCB101","PCB105","PCB011","PCB110","PCB118","PCB128","PCB138","PCB149","PCB151","PCB153","PCB156","PCB158","PCB017","PCB170","PCB171","PCB177","PCB018","PCB180","PCB183","PCB187","PCB191","PCB194","PCB195","PCB198","PCB199","PCB205","PCB206","PCB208","PCB209","PCB028","PCB031","PCB033","PCB044","PCB049","PCB052","PCB066","PCB070","PCB074","PCB082","PCB087","PCB095","PCB099","cis_nonachlor","dieldrin","Endosulfan_1","hexachlorobenzene","heptachlor","heptachlor_epoxide","gamma_hexachlorocyclohexane","mirex","nonachlor3","opDDD","opDDE","opDDT","Oxychlordane","ppDDD","ppDDE","ppDDT","lipids","acenaphthene","acenaphthylene","anthracene","benz[a]anthracene","benzo[a]pyrene","benzo[b]fluoranthene","benzo[e]pyrene","benzo[k]fluoranthene","benzo[ghi]perylene","C1-benzanthracenes/chrysenes","C1-dibenzothiophenes","C1-fluoranthenes/pyrenes","C1-fluorenes","C1-naphthalenes","C1-phenanthrenes/anthracenes","C2-benzanthracenes/chrysenes","C2-dibenzothiophenes","C2-fluoranthenes/pyrenes","C2-fluorenes","C2-naphthalenes","C2-phenanthrenes/anthracenes","C3-benzanthracenes/chrysenes","C3-dibenzothiophenes","C3-fluoranthenes/pyrenes","C3-fluorenes","C3-naphthalenes","C3-phenanthrenes/anthracenes","C4-benzanthracenes/chrysenes","C4-dibenzothiophenes","C4-fluoranthenes/pyrenes","C4-naphthalenes","C4-phenanthrenes/anthracenes","chrysene","dibenz[a,h]anthracene","dibenzothiophene","2,6-dimethylnaphthalene","1,7-dimethylphenanthrene","fluoranthene","fluorene","indeno[1,2,3-cd]pyrene","1-methylnaphthalene","2-methylnaphthalene","1-methylphenanthrene","3-methylphenanthrene","9-methylphenanthrene","naphthalene","perylene","phenanthrene","pyrene","Retene","2,3,5-trimethylnaphthalene"
"Penrose Point State Park",NA,-0.990190802,-0.924178082,-0.990190802,-1.122216243,-1.122216243,-0.990190802,-1.122216243,-1.122216243,-0.924178082,-1.122216243,1.452279843,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-0.607317025,-1.122216243,-1.122216243,-1.122216243,-0.924178082,2.640508806,1.584305284,-1.122216243,2.442470646,2.970572407,-1.122216243,4.09278865,2.046394325,-1.122216243,3.894750489,-1.122216243,-1.122216243,1.122216243,-1.122216243,-1.122216243,-1.122216243,2.838546967,-1.122216243,-1.056203523,-1.122216243,-1.122216243,-1.122216243,-1.056203523,-1.056203523,-1.122216243,-1.056203523,-1.056203523,-1.122216243,-1.122216243,2.640508806,3.102597847,2.046394325,1.188228963,-1.122216243,1.650318004,1.320254403,3.234623288,-1.122216243,-1.122216243,-1.056203523,1.584305284,1.584305284,-1.122216243,-0.858165362,-0.990190802,-1.122216243,-0.990190802,-0.990190802,-0.924178082,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,1.386267123,-0.990190802,NA,-3.828737769,-3.762725049,-3.762725049,4.22481409,-4.02677593,5.347030333,-4.02677593,6.601272016,-3.960763209,4.22481409,-3.762725049,7.261399217,-3.762725049,3.828737769,14.52279843,-2.772534247,-3.762725049,3.960763209,-3.762725049,-3.762725049,19.80381605,-2.772534247,-3.762725049,-3.762725049,-3.762725049,9.901908023,14.52279843,-2.772534247,-3.762725049,-3.762725049,6.601272016,10.56203523,14.52279843,-4.02677593,-3.696712329,-3.762725049,4.554877691,25.08483366,-3.696712329,-4.02677593,-3.696712329,3.828737769,-3.762725049,4.22481409,-3.762725049,24.42470646,-4.02677593,19.80381605,11.88228963,18.48356164,-3.762725049
"Point Defiance Ferry",6.45402892925,-0.984333968,-0.984333968,-0.984333968,-1.158039962,-1.158039962,-1.042235966,-1.158039962,-1.158039962,-0.92643197,-1.158039962,2.200275928,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-0.636921979,-1.158039962,-1.158039962,-1.158039962,-0.92643197,3.64782588,2.14237393,-1.158039962,3.705727878,3.879433873,1.273843958,5.79019981,2.779295909,-1.158039962,4.979571836,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.679157945,-1.158039962,-1.158039962,1.273843958,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.968667935,2.084471931,1.447549952,1.21594196,-1.158039962,1.910765937,1.273843958,1.794961941,-1.158039962,-1.158039962,1.331745956,2.200275928,1.968667935,-1.158039962,-0.92643197,-1.042235966,-1.158039962,-1.042235966,-1.042235966,-0.984333968,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.21594196,2.258177926,-1.042235966,NA,5.326983825,-3.35831589,11.58039962,21.4237393,5.79019981,17.37059943,13.31745956,19.10765937,3.705727878,14.47549952,3.474119886,25.47687916,5.095375833,4.226845861,44.00551855,9.843339676,4.747963844,13.89647954,7.527259753,14.47549952,50.37473834,5.095375833,7.527259753,10.42235966,14.47549952,20.26569933,38.21531874,-2.084471931,4.747963844,4.111041865,13.31745956,26.05589914,30.10903901,-3.010903901,-3.300413892,-3.35831589,8.106279734,86.85299715,6.948239772,-3.068805899,-3.35831589,4.226845861,8.106279734,13.31745956,9.264319696,24.3188392,4.111041865,63.69219791,52.69081827,22.58177926,-3.300413892
"Port Angeles Yacht Club",7.98782169983333,-1.202061856,-1.202061856,-1.202061856,-1.382371134,-1.382371134,-1.262164948,-1.442474227,-1.382371134,-1.141958763,-1.382371134,-1.442474227,-1.382371134,-1.442474227,-1.382371134,-1.382371134,-0.781340206,-1.382371134,-1.382371134,-1.442474227,-1.141958763,4.808247423,2.704639175,-1.382371134,4.688041237,5.409278351,-1.382371134,6.611340206,3.005154639,-1.382371134,5.649690722,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,1.742989691,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,2.16371134,2.16371134,1.562680412,1.803092784,-1.382371134,2.945051546,2.283917526,3.125360825,-1.382371134,-1.382371134,1.742989691,2.58443299,2.344020619,-1.382371134,-1.08185567,-1.202061856,-1.382371134,-1.202061856,-1.262164948,-1.141958763,-1.382371134,-1.382371134,2.344020619,-1.382371134,-1.382371134,-1.382371134,3.546082474,1.923298969,-1.262164948,NA,10.8185567,-3.005154639,32.4556701,78.13402062,15.62680412,66.11340206,52.28969072,72.12371134,7.212371134,45.67835052,5.349175258,90.15463918,6.611340206,-4.928453608,102.1752577,27.64742268,10.8185567,46.88041237,9.015463918,11.96051546,114.1958763,14.42474227,16.82886598,40.26907216,19.83402062,21.03608247,120.2061856,5.409278351,16.22783505,21.03608247,13.82371134,96.16494845,102.1752577,2.884948454,5.83,3.66628866,20.43505155,294.5051546,13.22268041,7.813402062,-4.928453608,-4.928453608,16.22783505,28.24845361,18.63195876,7.212371134,13.22268041,144.2474227,180.3092784,90.15463918,-3.005154639
"Purdy - Dexters",0.734050309,-0.975255833,-0.917887843,-0.975255833,-1.089991813,-1.089991813,-0.975255833,-1.089991813,-1.089991813,-0.917887843,-1.089991813,1.434199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-0.631047892,-1.089991813,-1.089991813,-1.089991813,-0.917887843,2.409455587,1.434199754,-1.089991813,2.294719607,2.638927548,-1.089991813,4.417335244,2.294719607,-1.089991813,4.532071224,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.434199754,-1.089991813,-1.089991813,1.434199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.376831764,1.721039705,1.089991813,-1.089991813,-1.089991813,1.376831764,-1.089991813,1.262095784,-1.089991813,-1.089991813,-1.089991813,1.319463774,1.491567745,-1.089991813,-0.860519853,-0.975255833,-1.089991813,-0.975255833,-1.032623823,-0.917887843,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.663671715,-0.975255833,NA,-3.38471142,-3.32734343,-3.32734343,3.38471142,-3.26997544,3.958391322,-3.26997544,6.310478919,-3.21260745,3.614183381,-3.32734343,5.105751126,-3.32734343,-3.26997544,11.47359804,-2.409455587,-3.32734343,-3.32734343,-3.32734343,6.310478919,16.06303725,-2.409455587,-3.32734343,-3.32734343,-3.32734343,6.884158821,9.178878428,-2.409455587,-3.32734343,-3.32734343,-3.32734343,9.75255833,12.04727794,-3.26997544,-3.26997544,-3.32734343,-3.32734343,16.63671715,-3.32734343,-3.26997544,-3.26997544,-3.26997544,-3.32734343,3.38471142,-3.32734343,14.34199754,-3.26997544,16.06303725,8.605198526,16.06303725,-3.32734343
"Purdy, Burley Lagoon",10.05044240675,-0.923234291,-0.861685339,-0.923234291,-1.046332197,-1.046332197,-0.923234291,-1.046332197,-1.046332197,-0.861685339,-1.046332197,1.600272772,-1.046332197,-1.046332197,-1.046332197,1.10788115,-0.578560156,-1.046332197,-1.046332197,-1.046332197,-0.861685339,3.077447638,1.538723819,-1.046332197,2.646604968,3.13899659,-1.046332197,5.354758889,2.831251827,-1.046332197,5.724052606,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,2.338860205,1.292528008,-1.046332197,1.908017535,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,2.031115441,2.338860205,1.600272772,-1.046332197,-1.046332197,1.600272772,1.230979055,3.077447638,-1.046332197,-1.046332197,-1.046332197,1.538723819,1.661821724,-1.046332197,1.169430102,-0.923234291,-1.046332197,-0.923234291,-0.984783244,-0.861685339,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,2.031115441,-0.923234291,NA,-4.123779834,-4.062230882,-4.062230882,4.554622504,-4.369975645,5.724052606,-4.308426693,6.154895275,-4.308426693,4.800818315,-4.062230882,6.770384803,-4.062230882,-4.185328787,14.77174866,-3.015898685,-4.062230882,-4.062230882,-4.062230882,7.38587433,19.08017535,-3.015898685,-4.062230882,-4.062230882,4.123779834,9.84783244,11.69430102,-3.015898685,-4.062230882,-4.062230882,6.770384803,12.30979055,15.38723819,-4.308426693,-4.000681929,-4.062230882,-4.062230882,23.38860205,-4.000681929,-4.369975645,-4.185328787,-4.185328787,-4.062230882,4.431524598,-4.062230882,25.23507063,4.431524598,18.46468583,13.54076961,19.08017535,-4.062230882
"Raft Island Park",3.042678154,-1.1257041,-1.1257041,-1.1257041,-1.266417112,-1.336773619,-1.1257041,-1.336773619,-1.266417112,-1.055347594,-1.336773619,-1.336773619,-1.336773619,-1.336773619,-1.336773619,-1.266417112,-0.703565062,-1.336773619,-1.336773619,-1.336773619,-1.055347594,2.673547237,1.547843137,-1.266417112,2.743903743,3.236399287,-1.266417112,3.939964349,2.040338681,-1.266417112,4.010320856,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,1.68855615,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,1.68855615,2.110695187,1.336773619,-1.266417112,-1.266417112,1.477486631,-1.266417112,1.618199643,-1.266417112,-1.266417112,-1.266417112,1.477486631,1.68855615,-1.336773619,-0.984991087,-1.1257041,-1.266417112,-1.1257041,-1.196060606,-1.055347594,-1.266417112,-1.266417112,-1.336773619,-1.266417112,-1.266417112,-1.336773619,-1.266417112,1.407130125,-1.1257041,NA,-3.728894831,-3.728894831,-3.728894831,3.799251337,-3.588181818,4.221390374,-3.588181818,5.909946524,-3.588181818,-2.673547237,-3.728894831,5.276737968,-3.728894831,-3.588181818,11.257041,-2.673547237,-3.728894831,-3.728894831,-3.728894831,6.683868093,15.47843137,-2.673547237,-3.728894831,-3.728894831,-3.728894831,7.739215686,7.739215686,-2.673547237,-3.728894831,-3.728894831,-3.658538324,6.54315508,11.257041,-3.588181818,-3.658538324,-3.728894831,-3.728894831,19.69982175,-3.658538324,-3.588181818,-3.588181818,-3.588181818,-3.728894831,-3.728894831,-3.728894831,17.58912656,-3.588181818,15.47843137,11.96060606,10.55347594,-3.658538324
"Reach Island",4.58367037975,-1.284385246,-1.226004098,-1.284385246,-1.459528689,-1.459528689,-1.284385246,-1.459528689,-1.459528689,-1.167622951,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-0.817336066,-1.459528689,-1.459528689,-1.459528689,-1.167622951,2.510389344,-1.401147541,-1.459528689,2.276864754,2.743913934,-1.459528689,4.086680328,1.984959016,-1.459528689,4.26182377,-1.459528689,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.401147541,1.459528689,1.576290984,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.401147541,-1.459528689,-1.109241803,-1.284385246,-1.459528689,-1.284385246,-1.342766393,-1.226004098,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,1.459528689,-1.284385246,NA,-3.035819672,-2.977438525,-3.035819672,4.26182377,-2.335245902,6.42192623,3.386106557,7.58954918,-2.276864754,3.56125,-2.977438525,6.42192623,-2.977438525,-3.32772541,15.17909836,-1.868196721,-2.977438525,3.79477459,-2.977438525,8.173360656,23.35245902,-1.868196721,-2.977438525,-2.977438525,-2.977438525,9.924795082,12.26004098,-1.868196721,-2.977438525,-2.977438525,6.42192623,16.34672131,12.26004098,-2.276864754,-2.977438525,-2.977438525,6.42192623,22.18483607,-2.977438525,-2.335245902,-3.32772541,-3.32772541,3.386106557,4.02829918,-2.977438525,3.56125,-2.335245902,15.17909836,12.84385246,33.86106557,-2.977438525
"Rich Passage",2.31974302375,-0.773063806,-0.773063806,-0.773063806,-0.8919967,-0.8919967,-0.773063806,-0.8919967,-0.8919967,-0.71359736,-0.8919967,2.081325633,-0.8919967,-0.8919967,-0.8919967,1.129862486,-0.493571507,-0.8919967,-0.8919967,-0.8919967,-0.71359736,3.686919692,1.902926293,-0.8919967,3.211188119,3.686919692,0.951463146,5.470913091,2.913855886,-0.8919967,5.351980198,-0.8919967,-0.8919967,1.129862486,-0.8919967,-0.8919967,-0.8919967,2.973322332,0.951463146,-0.8919967,1.665060506,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,2.735456546,2.973322332,2.081325633,1.367728273,1.07039604,2.140792079,1.367728273,3.389587459,-0.8919967,-0.8919967,1.129862486,1.902926293,1.962392739,-0.8919967,-0.71359736,-0.773063806,-0.8919967,-0.773063806,-0.832530253,-0.773063806,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,1.010929593,2.081325633,-0.832530253,NA,-3.627453245,-3.627453245,-3.627453245,10.7039604,-3.686919692,9.514631463,5.233047305,10.10929593,-3.627453245,7.730638064,-3.567986799,12.4879538,-3.567986799,4.400517052,22.59724972,4.341050605,-3.567986799,6.541309131,3.686919692,11.29862486,25.57057206,-2.557057206,-3.567986799,4.519449945,5.411446645,13.67728273,19.62392739,-2.557057206,-3.567986799,-3.567986799,7.730638064,13.67728273,19.62392739,-3.686919692,-3.567986799,-3.567986799,5.173580858,32.11188119,3.805852585,-3.686919692,-3.746386139,4.400517052,3.865319032,5.768245325,-3.567986799,26.75990099,4.043718372,33.30121012,17.83993399,17.24526953,-3.567986799
"Rocky Point",9.89547475325,-1.095953545,-1.035067237,-1.095953545,-1.217726161,-1.217726161,-1.095953545,-1.217726161,-1.217726161,-1.035067237,-1.217726161,1.88747555,-1.217726161,-1.278612469,-1.217726161,-1.217726161,0.730635697,-1.217726161,-1.217726161,-1.217726161,-1.035067237,5.05356357,2.374566015,-1.217726161,4.018496333,4.992677262,1.58304401,8.52408313,4.383814181,-1.217726161,8.52408313,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,1.522157702,1.278612469,-1.217726161,2.861656479,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,1.765702934,1.522157702,1.217726161,-1.217726161,-1.217726161,2.009248166,1.400385086,1.765702934,-1.217726161,-1.217726161,1.278612469,2.557224939,3.044315403,-1.217726161,-0.974180929,-1.095953545,-1.217726161,-1.095953545,-1.156839853,-1.035067237,-1.217726161,-1.217726161,-1.278612469,-1.217726161,-1.217726161,-1.217726161,-1.217726161,2.496338631,-1.095953545,NA,-2.983429095,-2.922542787,-2.922542787,6.088630807,-2.19190709,10.35067237,7.915220049,11.56839853,3.348746944,6.027744499,-2.922542787,3.957610024,-2.922542787,-4.140268949,20.70134474,5.236222494,-2.922542787,-2.922542787,4.505586797,7.306356968,34.09633252,3.409633252,3.287860636,-2.922542787,6.088630807,12.17726161,29.83429095,-1.765702934,3.044315403,-2.922542787,7.915220049,20.09248166,15.22157702,-2.19190709,-2.861656479,-2.922542787,7.915220049,33.48746944,-2.922542787,2.618111247,-4.140268949,-4.140268949,4.201155257,6.027744499,3.105201711,4.810018337,2.800770171,21.9190709,20.09248166,25.57224939,-2.922542787
"S of Skunk Island",10.11133775025,-1.321275698,-1.321275698,-1.381333685,-1.561507644,-1.561507644,-1.381333685,-1.561507644,-1.561507644,-1.261217712,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-0.840811808,-1.561507644,-1.561507644,-1.561507644,-1.261217712,2.041971534,-1.501449657,-1.561507644,2.10202952,2.402319452,-1.561507644,3.062957301,-1.501449657,-1.561507644,3.002899315,-1.561507644,-1.561507644,-1.501449657,-1.501449657,-1.561507644,-1.561507644,1.741681603,-1.561507644,-1.501449657,-1.561507644,-1.561507644,-1.561507644,-1.501449657,-1.501449657,-1.561507644,-1.501449657,-1.501449657,-1.561507644,-1.561507644,1.741681603,1.861797575,-1.501449657,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.501449657,-1.561507644,-1.501449657,-1.561507644,-1.201159726,-1.381333685,-1.561507644,-1.381333685,-1.441391671,-1.321275698,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.561507644,-1.321275698,-1.381333685,NA,-3.543421191,-3.543421191,-3.543421191,7.206958355,-2.702609383,7.807538218,4.984812862,9.008697944,-2.642551397,4.564406958,-3.543421191,11.4110174,-3.543421191,-5.525334739,20.41971534,-2.162087507,-3.543421191,5.225044808,3.663537164,9.609277807,27.02609383,-2.162087507,-3.543421191,-3.543421191,3.603479178,12.61217712,18.61797575,-2.162087507,-3.543421191,-3.543421191,8.408118081,14.41391671,15.01449657,-2.642551397,-3.483363205,-3.543421191,5.465276753,39.03769109,3.663537164,-2.702609383,-5.525334739,-5.465276753,4.023885082,5.885682657,-3.543421191,9.609277807,2.76266737,30.62957301,25.22435424,19.81913548,-3.543421191
"Salmon Bay, Commodore Park",3.79429985875,2.455588235,-1.339411765,-1.339411765,1.711470588,-1.562647059,-1.413823529,-1.562647059,-1.562647059,-1.265,-1.562647059,4.315882353,-1.562647059,-1.562647059,-1.562647059,3.274117647,2.157941176,-1.562647059,-1.562647059,-1.562647059,-1.265,6.845882353,3.795,-1.562647059,7.366764706,7.441176471,1.785882353,11.16176471,5.506470588,1.562647059,10.41764706,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,2.827647059,2.157941176,-1.562647059,2.678823529,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,3.348529412,3.497352941,2.157941176,2.083529412,1.711470588,3.348529412,2.678823529,3.497352941,-1.562647059,-1.562647059,2.604411765,3.869411765,3.422941176,-1.562647059,2.604411765,-1.339411765,-1.562647059,-1.339411765,-1.413823529,1.934705882,-1.562647059,-1.562647059,3.199705882,-1.562647059,-1.562647059,-1.562647059,6.845882353,10.41764706,2.678823529,NA,-5.655294118,-5.655294118,5.729705882,29.76470588,9.673529412,29.76470588,38.69411765,39.43823529,11.90588235,29.02058824,-5.655294118,32.74117647,-5.655294118,-5.432058824,37.20588235,26.04411765,8.185294118,26.04411765,9.673529412,14.13823529,69.94705882,14.13823529,12.65,25.3,15.62647059,25.3,104.1764706,-3.497352941,6.771470588,9.673529412,19.34705882,74.41176471,45.39117647,-5.506470588,-5.580882353,-5.655294118,9.673529412,81.85294118,6.548235294,8.185294118,-5.432058824,-5.432058824,5.655294118,9.673529412,6.622647059,29.02058824,11.90588235,38.69411765,63.99411765,40.92647059,-5.580882353
"Salmon Beach",7.2990856175,-1.309787234,-1.309787234,-1.309787234,-1.547930368,-1.547930368,-1.369323017,-1.547930368,-1.547930368,-1.250251451,-1.547930368,1.786073501,-1.547930368,-1.547930368,-1.547930368,-1.488394584,-0.833500967,-1.547930368,-1.547930368,-1.547930368,-1.250251451,2.679110251,1.667001934,-1.488394584,2.857717602,3.095860735,-1.547930368,4.762862669,2.440967118,-1.547930368,4.524719536,-1.547930368,-1.547930368,-1.488394584,-1.488394584,-1.547930368,-1.488394584,1.845609284,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,2.024216634,2.143288201,1.607466151,-1.547930368,-1.547930368,1.607466151,-1.547930368,1.667001934,-1.547930368,-1.488394584,-1.488394584,1.607466151,-1.488394584,-1.547930368,-1.190715667,-1.309787234,-1.488394584,-1.309787234,-1.428858801,-1.250251451,-1.547930368,-1.547930368,-1.547930368,-1.547930368,-1.547930368,-1.547930368,-1.547930368,1.547930368,-1.369323017,NA,-5.179613153,-5.120077369,-5.120077369,17.86073501,4.107969052,17.86073501,8.930367505,22.02823985,-3.750754352,10.12108317,-5.120077369,16.67001934,-5.120077369,-12.50251451,26.19574468,5.001005803,-5.120077369,9.525725338,-5.120077369,11.31179884,37.50754352,-3.036324952,-5.120077369,5.953578337,-5.120077369,16.07466151,29.17253385,-3.036324952,-5.120077369,-5.120077369,10.12108317,19.05145068,26.79110251,-3.750754352,-5.060541586,-5.120077369,7.739651838,51.79613153,-5.060541586,-3.750754352,-12.50251451,-12.50251451,-5.120077369,7.144294004,-5.120077369,14.28858801,-3.750754352,35.72147002,30.95860735,27.38646035,-5.060541586
"Seattle Aquarium, Pier 59",15.61763610075,-1.036850394,0.972047244,-1.036850394,-1.166456693,-1.166456693,-1.036850394,-1.166456693,-1.166456693,-0.972047244,-1.166456693,3.175354331,-1.166456693,-1.166456693,-1.166456693,2.073700787,1.555275591,-1.166456693,-1.166456693,-1.166456693,-0.972047244,7.128346457,3.564173228,-1.166456693,6.480314961,6.480314961,1.879291339,13.60866142,8.424409449,2.203307087,13.60866142,-1.166456693,1.166456693,1.166456693,-1.166456693,-1.166456693,1.555275591,2.592125984,3.36976378,1.749685039,3.758582677,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,2.916141732,3.110551181,1.944094488,1.944094488,1.62007874,3.24015748,2.332913386,2.980944882,1.231259843,-1.166456693,2.268110236,4.082598425,3.24015748,-1.166456693,0.972047244,-1.036850394,-1.166456693,-1.036850394,-1.101653543,-0.972047244,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,4.730629921,4.341811024,1.036850394,NA,14.90472441,-4.341811024,57.67480315,162.007874,62.85905512,142.5669291,116.6456693,155.5275591,23.32913386,103.6850394,10.36850394,174.9685039,13.60866142,4.536220472,162.007874,60.26692913,17.49685039,97.20472441,22.03307087,15.8119685,181.4488189,25.27322835,21.38503937,71.28346457,24.62519685,39.52992126,155.5275591,5.637874016,13.60866142,31.75354331,27.86535433,90.72440945,162.007874,9.072440945,9.720472441,5.573070866,26.56929134,466.5826772,23.32913386,22.68110236,-4.147401575,4.536220472,25.27322835,39.52992126,33.0496063,29.16141732,32.4015748,187.9291339,278.6535433,43.41811024,-4.277007874
"Shilshole Bay",9.90652833225,1.87928465,-1.353084948,-1.428256334,-1.578599106,-1.653770492,-1.428256334,-1.653770492,-1.578599106,-1.277913562,-1.578599106,4.359940387,-1.653770492,-1.653770492,-1.653770492,3.38271237,-0.902056632,-1.653770492,-1.653770492,-1.653770492,-1.277913562,6.690253353,3.082026826,-1.578599106,6.765424739,6.539910581,1.87928465,9.020566319,5.111654247,-1.578599106,8.268852459,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,2.405484352,1.954456036,-1.578599106,2.480655738,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,2.931684054,3.683397914,2.330312966,2.179970194,1.653770492,3.307540984,2.63099851,5.337168405,-1.578599106,-1.578599106,2.104798808,3.457883756,3.533055142,-1.653770492,2.480655738,-1.428256334,-1.578599106,-1.428256334,-1.50342772,-1.353084948,-1.578599106,-1.578599106,4.585454545,-1.578599106,-1.578599106,-1.653770492,11.2757079,9.020566319,2.781341282,NA,12.02742176,-5.261997019,11.2757079,105.2399404,26.3099851,75.17138599,75.17138599,97.72280179,15.0342772,60.88882265,5.412339791,90.20566319,7.517138599,6.464739195,75.17138599,38.33740686,11.2757079,46.60625931,13.53084948,19.54456036,97.72280179,17.28941878,13.53084948,36.08226528,28.56512668,26.3099851,105.2399404,11.2757079,15.0342772,16.53770492,21.79970194,75.17138599,135.3084948,-5.412339791,6.013710879,-5.186825633,15.0342772,248.0655738,13.53084948,11.2757079,-5.713025335,6.464739195,12.02742176,22.5514158,13.53084948,36.83397914,19.54456036,105.2399404,157.8599106,48.86140089,-5.186825633
