"sample_id","site_number","site_name","reporting_area","latitude","longitude","p450","sod","shell","weight_initial","weight_change","weight_final","length","height","width","ci1","ci2","ci3","t_p450","t_sod","t_shell","t_weight_initial","t_weight_change","t_weight_final","t_length","t_height","t_width","t_ci1","t_ci2","t_ci3"
"151","41","Blair Waterway","11",47.27568,-122.4173,4339810,9.59,1.075,16.19,10.774,5.416,56.61,21.6,26.94,32.71,0.665,0.059,22.049200451151,3.26153081524341,0.104336659814736,4.01703108052784,3.42948206517701,2.43722773891291,5.82298501854688,4.43295940727611,4.75167794568758,5.03165985430805,-0.588573754273535,-4.08314123530025
"152","41","Blair Waterway","11",47.27568,-122.4173,3633030,9.377,0.71,15.566,11.458,4.108,55.46,19.32,31.63,33.81,0.736,0.067,21.7927418482822,3.22912643261328,-0.494109070270043,3.96032635712322,3.51828333777011,2.03843618165611,5.79337571126475,4.27202318906105,4.98322165074267,5.07937811111865,-0.442222328605074,-3.89969509420431
"141","42","Blair Waterway Two","11",47.2632444,-122.385731,7415687,26.424,0.745,9.829,6.48,3.349,50.13,17.76,22.49,32.36,0.659,0.051,22.8221489215566,4.72377696962344,-0.424687669312563,3.29704464459962,2.6959938131099,1.74373037604463,5.64760232900762,4.15055967657538,4.49121175600309,5.01613970265525,-0.601649629654035,-4.29335894269059
"142","42","Blair Waterway Two","11",47.2632444,-122.385731,2336026,12.854,0.97,12.898,7.938,4.96,51.51,20.19,24.26,31.46,0.615,0.058,21.1556249008462,3.68414547237453,-0.0439433475875971,3.68907546954531,2.98877556233775,2.31034012061215,5.68678063494857,4.33556900555675,4.60050764534579,4.97544676564096,-0.701341684435485,-4.10780328953452
"143","42","Blair Waterway Two","11",47.2632444,-122.385731,3199451,2.637,0.9,13.316,8.856,4.46,55.25,18.76,25.53,33.47,0.665,0.053,21.6093929408345,1.39889757120247,-0.15200309344505,3.73508887047818,3.14665522211947,2.15704371014558,5.78790255939143,4.22958792274065,4.67412163263239,5.0647966459118,-0.588573754273535,-4.23786383009889
"144","42","Blair Waterway Two","11",47.2632444,-122.385731,4752301,1.269,0.815,11.972,7.78,4.192,55.21,20.03,22.75,30.92,0.65,0.046,22.1801947853986,0.343692069179019,-0.295128035543647,3.58159227883601,2.95977015521147,2.06763871687536,5.78685769601721,4.32409051603798,4.5077946401987,4.95046841415012,-0.62148837674627,-4.44222232860507
"96","23","Brackenwood Lane","10",47.68234,-122.5064,1269668,0.0025,0.555,15.838,11.446,4.393,60.24,19.7,26.11,36.94,0.723,0.052,20.2760198715416,-8.64385618977473,-0.849440323424619,3.98531826033925,3.51677160688688,2.13520649943067,5.9126498648972,4.30012372456901,4.70653055253812,5.20711196120771,-0.467932447710969,-4.265344566521
"97","23","Brackenwood Lane","10",47.68234,-122.5064,2011541,15.989,0.625,15.892,10.156,5.736,58.67,19.06,27.49,33.04,0.639,0.05,20.9398697131509,3.99900780605363,-0.678071905112638,3.99022879342601,3.34426039498542,2.52004502403982,5.87455108689664,4.25247621413522,4.78083500173823,5.04614178164472,-0.646112163715093,-4.32192809488736
"98","23","Brackenwood Lane","10",47.68234,-122.5064,1651492,6.809,0.75,19.457,13.083,6.375,62.93,20.53,29.59,34.22,0.672,0.052,20.6553385503988,2.76744293318947,-0.415037499278844,4.28221737855362,3.70962149114068,2.6724253419715,5.97567603779733,4.35966172233388,4.8870377914192,5.09676785471469,-0.573466861883327,-4.265344566521
"99","23","Brackenwood Lane","10",47.68234,-122.5064,2161794,7.492,0.755,17.489,12.899,4.59,61.43,22.01,27.83,34.28,0.738,0.056,21.0437976227677,2.90535089958096,-0.405451450449646,4.12837589493676,3.68918731937603,2.19849415363908,5.9408714781892,4.46008724011683,4.79856900355688,5.09929520433777,-0.438307278601691,-4.15842936260448
"269","30","Broad Spit ","12",47.78184,-122.83474,1266434,0.896,0.645,9.702,6.957,2.746,57.72,16.22,23.12,32.14,0.717,0.036,20.2723404625185,-0.158429362604483,-0.63262893435147,3.27828217953273,2.79846532070507,1.45733162548501,5.85099939471647,4.01970191444255,4.53106949272595,5.00629802390037,-0.479954975960182,-4.79585928321977
"270","30","Broad Spit ","12",47.78184,-122.83474,1677283,10.875,0.56,14.668,10.176,4.493,58.66,20.69,25.72,32.6,0.694,0.05,20.6776946978513,3.44294349584873,-0.83650126771712,3.87460026604958,3.34709867062227,2.16767906186135,5.87430516598223,4.37086174008529,4.68481873755322,5.02680005934372,-0.526992432083826,-4.32192809488736
"271","30","Broad Spit ","12",47.78184,-122.83474,4814194,7.416,0.79,15.907,11.163,4.744,57.54,20.21,25.12,38.21,0.702,0.059,22.1988628493166,2.89064124396344,-0.340075441597622,3.99158986938553,3.48065289118484,2.24610400988392,5.84649331596456,4.33699741660501,4.6507645591169,5.25587835258279,-0.510457064357526,-4.08314123530025
"272","30","Broad Spit ","12",47.78184,-122.83474,1386295,9.277,0.66,16.227,11.811,4.416,57.23,20.59,29.54,33.93,0.728,0.063,20.4028028612517,3.21365834146748,-0.599462070416271,4.02032439821257,3.56205921321811,2.14274017211608,5.83869970177424,4.36387192485753,4.88459792099006,5.08448952493625,-0.457989644463391,-3.98850436116217
"194","54","Browns Point Lighthouse","11",47.30515,-122.44441,1869821,3.733,0.84,16.106,10.618,5.488,59.19,19.63,25.93,35.24,0.659,0.051,20.8344687352805,1.90033550864098,-0.251538766995964,4.00952633339464,3.40844014146164,2.45628048151073,5.88728155166999,4.29498826769145,4.69655030107857,5.13914201914569,-0.601649629654035,-4.29335894269059
"195","54","Browns Point Lighthouse","11",47.30515,-122.44441,10377436,1.51,0.8,13.293,9.578,3.715,54.25,19.23,24.56,37.38,0.721,0.06,23.3069466987532,0.594548549550354,-0.321928094887362,3.73259482754501,3.25972443557391,1.89336221076387,5.76155123244448,4.26528685756517,4.61823865559545,5.22419466397043,-0.471928835421265,-4.05889368905357
"196","54","Browns Point Lighthouse","11",47.30515,-122.44441,9951688,2.472,0.82,16.448,11.712,4.736,57.74,20.91,27.12,35.77,0.712,0.061,23.2465098248983,1.30567874324229,-0.286304185156641,4.03984026453179,3.54991555362196,2.24366908096686,5.85149920246126,4.38612115681485,4.76128527336162,5.1606782132205,-0.490050853695689,-4.0350469470992
"197","54","Browns Point Lighthouse","11",47.30515,-122.44441,9992062,1.531,0.935,17.334,12.163,5.171,60.09,19.32,27.76,37.74,0.702,0.056,23.252350998113,0.614474282837701,-0.096961729887088,4.11553270462368,3.60442720782333,2.3704433048213,5.90905301675914,4.27202318906105,4.79493566280354,5.23802251782572,-0.510457064357526,-4.15842936260448
"214","64","Cap Sante","7",48.520971,-122.600717,1293401,14.371,0.955,11.283,7.168,4.115,57.43,18.45,25.92,26.1,0.635,0.038,20.3027382002505,3.84508854950412,-0.0664273617389761,3.49607880709938,2.84157063739552,2.0408924306469,5.8437326566113,4.20554891117303,4.6959938131099,4.70597790168252,-0.655171503002559,-4.7178567712185
"215","64","Cap Sante","7",48.520971,-122.600717,4081903,4.895,0.725,11.393,8.243,3.151,53.57,17.72,24.6,35.3,0.723,0.054,21.9608104687253,2.29130885982897,-0.46394709975979,3.5100757818138,3.04316949486411,1.65580975435545,5.74335339094491,4.14730669878029,4.62058641045188,5.14159627838382,-0.467932447710969,-4.21089678249862
"216","64","Cap Sante","7",48.520971,-122.600717,1544138,42.805,0.6,11.393,8.243,3.151,53.57,17.72,24.6,35.3,0.723,0.054,20.5583702617093,5.41970742081027,-0.736965594166206,3.5100757818138,3.04316949486411,1.65580975435545,5.74335339094491,4.14730669878029,4.62058641045188,5.14159627838382,-0.467932447710969,-4.21089678249862
"217","64","Cap Sante","7",48.520971,-122.600717,11524795,11.947,0.88,10.542,6.956,3.586,52.36,16.69,22.32,35.66,0.66,0.048,23.4582377528172,3.57857648476804,-0.184424571137427,3.39807669206745,2.7982579326445,1.84237548820629,5.71039319217052,4.06091204958787,4.48026512205446,5.15623479785027,-0.599462070416271,-4.38082178394093
"127","56","Chambers Bay Park","13",47.1905742,-122.5834897,22777074,15.598,0.885,13.977,9.055,4.923,56.01,19.35,24.49,34.12,0.648,0.052,24.4410790909407,3.96328915121473,-0.176250639691727,3.80498283116753,3.17871464117544,2.29953773957278,5.80761252317263,4.27426166125705,4.61412086878925,5.09254574154357,-0.625934281777462,-4.265344566521
"128","56","Chambers Bay Park","13",47.1905742,-122.5834897,3578424,14.492,1,9.308,5.582,3.726,51.48,17.17,23.58,26.78,0.6,0.041,21.77089290877,3.8571848057912,0,3.21847121074326,2.48078212440398,1.89762767427955,5.68594014844598,4.10181813422741,4.55949181320504,4.74308405554959,-0.736965594166206,-4.608232280044
"129","56","Chambers Bay Park","13",47.1905742,-122.5834897,4479918,8.659,1.08,14.003,8.878,5.125,59.61,17.98,25.39,32.62,0.634,0.042,22.0950408948937,3.11420042237189,0.111031312388744,3.80766403787657,3.15023470866301,2.35755200461808,5.8974824681961,4.16832111573972,4.66618848987278,5.02768487693716,-0.65744525452268,-4.57346686188333
"130","56","Chambers Bay Park","13",47.1905742,-122.5834897,4173684,7.718,1.26,16.477,10.754,5.723,58.77,21.55,27.32,31.08,0.653,0.053,21.9928899439257,2.94822704387917,0.333423733725192,4.04238168697705,3.42680147161338,2.51677160688688,5.87700799321402,4.42961596420174,4.77188557851537,4.95791459863299,-0.614845103115656,-4.23786383009889
"33","75","Cherry Point Aquatic Reserve, Conoco Phillips","7",48.8208,-122.7101,4058830,3.411,0.705,11.76,7.714,4.046,54.14,17.8,23.55,33.99,0.656,0.049,21.9526324847988,1.77019475495132,-0.504304837375931,3.55581615506164,2.94747914596667,2.0164963198962,5.75862298244024,4.15380533607904,4.55765515472542,5.08703845676695,-0.608232280044003,-4.35107444054688
"34","75","Cherry Point Aquatic Reserve, Conoco Phillips","7",48.8208,-122.7101,2992400,9.761,0.86,9.375,6.255,3.12,51.73,16.93,20.59,34.69,0.667,0.045,21.5128716053268,3.28702895733093,-0.217591435072627,3.22881869049588,2.6450098843911,1.64154602908752,5.69292928642903,4.08151006812092,4.36387192485753,5.11644793551166,-0.584241333477502,-4.47393118833241
"35","75","Cherry Point Aquatic Reserve, Conoco Phillips","7",48.8208,-122.7101,3977529,0.821,0.935,17.294,11.694,5.6,59.07,21.34,26.32,35.25,0.676,0.057,21.9234410185489,-0.284545872884282,-0.096961729887088,4.11219968930066,3.54769659131696,2.48542682717024,5.88435370684799,4.4154882710497,4.71808758396052,5.13955135239879,-0.564904848379903,-4.13289427049735
"36","75","Cherry Point Aquatic Reserve, Conoco Phillips","7",48.8208,-122.7101,3836041,1.463,0.975,13.57,8.509,5.061,55.16,18.95,23.68,34.38,0.627,0.051,21.8711867094353,0.5489297694764,-0.036525876025114,3.76234881564413,3.08898959256785,2.33942247434663,5.78555055173926,4.24412594328373,4.56559717585422,5.10349763970334,-0.673462651860048,-4.29335894269059
"100","8","Chimacum Creek delta","9",48.04906,-122.7724,2951353,2.599,0.825,17.732,12.282,5.45,60.98,21.22,25.96,36.56,0.693,0.054,21.4929450556286,1.37795663381011,-0.277533975528909,4.14828336250318,3.61847360308248,2.44625622988956,5.93026424523502,4.40735275114004,4.69821847822441,5.19219416528334,-0.529072742524873,-4.21089678249862
"101","8","Chimacum Creek delta","9",48.04906,-122.7724,1782912,2.837,0.75,11.096,6.691,4.405,52.86,17.8,24.82,28.65,0.603,0.045,20.7658040662878,1.50436615061227,-0.415037499278844,3.47196778766152,2.74222184423398,2.13914201914569,5.72410451986685,4.15380533607904,4.63343121035563,4.84046323386954,-0.729770092762002,-4.47393118833241
"102","8","Chimacum Creek delta","9",48.04906,-122.7724,2742037,0.0025,0.995,14.052,9.19,4.862,55.95,20.32,24.15,33.47,0.654,0.052,21.3868166077485,-8.64385618977473,-0.00723156923107586,3.81270357656028,3.20006486151431,2.28154989336664,5.80606622608903,4.34482849699744,4.59395128394841,5.0647966459118,-0.612637459164004,-4.265344566521
"103","8","Chimacum Creek delta","9",48.04906,-122.7724,3088893,2.177,1.045,16.11,9.522,6.588,55.17,23.36,24.85,29.73,0.591,0.057,21.5586584658504,1.12234140752612,0.063502942306158,4.00988458893184,3.25126462889425,2.71984055506427,5.78581207535837,4.54596836910529,4.63517394667492,4.89384755813292,-0.758769964484555,-4.13289427049735
"25","74","Chuckanut, Clark's Point","7",48.68975,-122.50434,4394757,2.552,0.985,18.501,12.334,6.167,60.74,22.56,26.1,34.49,0.667,0.055,22.0673519657311,1.35162832910278,-0.0218043703183484,4.20953134703709,3.62456884631593,2.62456884631593,5.92457500339273,4.49569516262407,4.70597790168252,5.10810622368613,-0.584241333477502,-4.18442457113743
"26","74","Chuckanut, Clark's Point","7",48.68975,-122.50434,2351039,8.472,0.8,14.773,10.461,4.312,53.85,20.32,25.85,36.98,0.708,0.067,21.1648670405312,3.08270258933025,-0.321928094887362,3.88489092340265,3.38694886483577,2.10835717809042,5.75087443965685,4.34482849699744,4.69209237542757,5.20867331962947,-0.49817873457909,-3.89969509420431
"27","74","Chuckanut, Clark's Point","7",48.68975,-122.50434,3154062,13.731,0.475,12.073,8.797,3.276,59.39,18.61,25.18,31.61,0.729,0.042,21.5887795890637,3.77936479265973,-1.07400058144378,3.59371230845658,3.13701161204173,1.71193535697892,5.89214812751382,4.21800615028443,4.65420637794429,4.98230913012977,-0.45600928033515,-4.57346686188333
"28","74","Chuckanut, Clark's Point","7",48.68975,-122.50434,1063513,20.089,0.65,12.94,8.5,4.44,53.3,19.44,25.54,32.12,0.657,0.056,20.0204062377153,4.32833384557142,-0.62148837674627,3.69376571221778,3.08746284125034,2.15055967657538,5.73606362787181,4.28095631383106,4.674686619928,5.00539998774259,-0.606034724339757,-4.15842936260448
"37","45","Commencement Bay Skookum","11",47.29,-122.41,6405636,7.884,0.695,13.552,8.957,4.595,54.74,19.1,26.67,32.12,0.661,0.055,22.6109103886801,2.9789277763814,-0.524915117051217,3.76043387467011,3.1630156061833,2.20006486151431,5.77452352959023,4.25550073314839,4.7371459197762,5.00539998774259,-0.597277823154395,-4.18442457113743
"38","45","Commencement Bay Skookum","11",47.29,-122.41,6222160,4.124,0.8,12.781,8.413,4.368,53.86,19.19,24.6,33.09,0.658,0.054,22.5689840629169,2.04404433270602,-0.321928094887362,3.67592881369186,3.07262034427981,2.12697285625777,5.75114232472695,4.26228280642066,4.62058641045188,5.04832338653781,-0.603840510926846,-4.21089678249862
"39","45","Commencement Bay Skookum","11",47.29,-122.41,6256813,17.324,0.66,12.189,8.36,3.829,55.26,18.56,24.65,33.07,0.686,0.05,22.5769965555727,4.11470017240548,-0.599462070416271,3.60750786529016,3.06350294230616,1.93696766018807,5.78816365703777,4.21412480535285,4.62351574149055,5.04745114041639,-0.543719518489275,-4.32192809488736
"40","45","Commencement Bay Skookum","11",47.29,-122.41,4652774,6.966,0.865,11.259,7.48,3.779,52.2,18.82,23.54,32.34,0.664,0.053,22.1496596818443,2.80033047292464,-0.209227962138,3.49300679094604,2.90303827011291,1.91800451859787,5.70597790168252,4.23419472295381,4.55704241526372,5.01524777369894,-0.590744853315162,-4.23786383009889
"114","48","Commencement Bay, Dick Gilmur Launch","11",47.292549,-122.412175,3585899,31.015,0.635,13.872,10.383,3.49,59.74,18.67,25.48,36.54,0.748,0.049,21.7739034233277,4.95489421979703,-0.655171503002559,3.79410389855975,3.37615144222452,1.80322703643493,5.90062533253607,4.22265002245148,4.67129337248158,5.19140472885276,-0.41888982477445,-4.35107444054688
"115","48","Commencement Bay, Dick Gilmur Launch","11",47.292549,-122.412175,4636577,11.286,0.93,17.884,12.578,5.307,61.58,21.49,27.21,34.93,0.703,0.054,22.1446286833908,3.49646234958226,-0.104697378666693,4.16059754588056,3.65283063558872,2.40789654874953,5.94438996227009,4.42559357765306,4.76606505147495,5.12639473762014,-0.508403405589552,-4.21089678249862
"116","48","Commencement Bay, Dick Gilmur Launch","11",47.292549,-122.412175,4040140,4.915,0.87,13.112,8.811,4.301,56.19,19.63,26.09,30.62,0.672,0.05,21.9459738558176,2.29719141656586,-0.200912693925996,3.71281585443737,3.13930576638392,2.10467213128256,5.81224149518948,4.29498826769145,4.70542503904273,4.93640237772506,-0.573466861883327,-4.32192809488736
"117","48","Commencement Bay, Dick Gilmur Launch","11",47.292549,-122.412175,2353038,8.819,0.895,18.298,12.999,5.298,61.41,21.52,27.4,35.9,0.71,0.056,21.1660931886407,3.14061507564306,-0.160040412510468,4.19361406319095,3.70032873733094,2.40544784370754,5.94040169796984,4.4276061727819,4.77610398807316,5.16591193893569,-0.494109070270043,-4.15842936260448
"157","49","Commencement Bay, Milwaukee Waterway","11",47.2694,-122.4243,4263664,5.02,0.82,16.349,11.287,5.062,59.4,19.39,26.4,37.12,0.69,0.054,22.0236623196554,2.32768736417605,-0.286304185156641,4.03113048968339,3.49659017442095,2.3397075074486,5.8923910259134,4.27724089833207,4.72246602447109,5.21412480535285,-0.535331732996556,-4.21089678249862
"158","49","Commencement Bay, Milwaukee Waterway","11",47.2694,-122.4243,13167667,16.268,0.955,13.435,9.181,4.254,55.09,18.91,25.49,34.57,0.683,0.055,23.6504964209158,4.02396499080005,-0.0664273617389761,3.74792441623844,3.19865130140253,2.08882003329858,5.78371855779037,4.24107745817504,4.67185946824748,5.11144869848767,-0.550042516371997,-4.18442457113743
"159","49","Commencement Bay, Milwaukee Waterway","11",47.2694,-122.4243,3461399,5.768,0.75,11.949,8.106,3.843,52.65,17.4,23.78,37.21,0.678,0.056,21.7229238217616,2.52807116457874,-0.415037499278844,3.57881798042325,3.01899017538475,1.94223297640072,5.71836162613835,4.12101540096137,4.57167680997093,5.21761848535105,-0.560642821525743,-4.15842936260448
"160","49","Commencement Bay, Milwaukee Waterway","11",47.2694,-122.4243,8190625,13.784,0.75,11.705,8.133,3.572,53.44,17.52,24.95,34.82,0.695,0.053,22.9655421127652,3.78492270156286,-0.415037499278844,3.54905302933729,3.02378761389678,1.83673208045914,5.73984810269933,4.13093086982645,4.6409679104499,5.12184429787638,-0.524915117051217,-4.23786383009889
"161","49","Commencement Bay, Milwaukee Waterway","11",47.2694,-122.4243,7886778,0.0025,0.83,12.038,7.486,4.552,53.44,17.47,23.25,34.49,0.622,0.049,22.911004603049,-8.64385618977473,-0.2688167584278,3.58952381673924,2.90419504823787,2.18650055764449,5.73984810269933,4.12680770314203,4.53915881110803,5.10810622368613,-0.685013514531485,-4.35107444054688
"1","21","Des Moines Marina","11",47.40301418,-122.3305538,5083144,4.027,0.88,13.892,9.267,4.625,57.31,19.15,26.6,31.74,0.667,0.049,22.2772896706876,2.00970547228367,-0.184424571137427,3.79618241072,3.21210237168671,2.20945336562895,5.84071499114108,4.25927248703759,4.73335434061383,4.98823022306046,-0.584241333477502,-4.35107444054688
"2","21","Des Moines Marina","11",47.40301418,-122.3305538,10486498,4.41,1.145,15.309,10.16,5.149,58.42,19.39,26.46,33.9,0.664,0.051,23.3220296298714,2.1407786557828,0.195347598322219,3.93630814244361,3.34482849699744,2.36429227013537,5.86839045305445,4.27724089833207,4.72574115650395,5.08321336824898,-0.590744853315162,-4.29335894269059
"3","21","Des Moines Marina","11",47.40301418,-122.3305538,3510592,5.064,0.945,13.815,8.793,5.022,58.53,19.1,26.81,29.34,0.636,0.044,21.7432829056796,2.34027740476625,-0.0816137655536521,3.78816365703777,3.13635546874861,2.32826202860941,5.87110437355546,4.25550073314839,4.74469931420784,4.87479696589866,-0.652901329377732,-4.50635266602479
"4","21","Des Moines Marina","11",47.40301418,-122.3305538,16661987,21.67,1.01,13.466,8.69,4.776,55.06,18.39,25.56,33.58,0.645,0.052,23.9900571215843,4.43762724831895,0.0143552929770701,3.7512494648288,3.11935617703968,2.25580283660272,5.78293270482084,4.20084957463721,4.67581593117227,5.06953032516231,-0.63262893435147,-4.265344566521
"162","12","Discovery Bay","6",48.064957,-122.857524,5436068,17.512,0.745,14.344,9.68,4.664,59.29,19.01,25.24,34.03,0.675,0.046,22.3741320722744,4.13027195451886,-0.424687669312563,3.84237548820629,3.27500704749987,2.22156778853841,5.88971689161508,4.24868662687383,4.65764000520782,5.08873524619028,-0.567040592723894,-4.44222232860507
"163","12","Discovery Bay","6",48.064957,-122.857524,5773098,1.485,0.805,15.177,10.405,4.771,55.56,18.94,29.62,33.38,0.686,0.061,22.4609142850413,0.570462931026041,-0.312939311660108,3.92381473986634,3.37920505996061,2.25429168632222,5.79597469420667,4.24336442569366,4.88849973551412,5.06091204958787,-0.543719518489275,-4.0350469470992
"164","12","Discovery Bay","6",48.064957,-122.857524,1513621,15.957,0.75,17.32,11.834,5.487,55.47,23.17,28.06,32.81,0.683,0.069,20.5295725792252,3.99611753767891,-0.415037499278844,4.114367024952,3.56486589508793,2.45601757580779,5.79363582035063,4.5341861390901,4.81044310384517,5.0360636887437,-0.550042516371997,-3.85725982788392
"165","12","Discovery Bay","6",48.064957,-122.857524,3207158,2.376,0.875,18.007,12.416,5.591,59.27,21.02,28.11,35.45,0.689,0.06,21.6128639989383,1.24853483613868,-0.192645077942396,4.17048594044936,3.63412855752504,2.48310634496718,5.88923015239289,4.39369076418745,4.81301154860562,5.14771372235215,-0.537424111957796,-4.05889368905357
"265","44","Donkey Creek Delta","11",47.33775,-122.59014,4434123,0.189,0.755,15.352,11.173,4.179,59.88,18.71,27.12,36.77,0.728,0.052,22.0802173596081,-2.40354186044101,-0.405451450449646,3.94035471153329,3.48194470273327,2.06315775866032,5.90400231628369,4.22573765346606,4.76128527336162,5.20045727142857,-0.457989644463391,-4.265344566521
"266","44","Donkey Creek Delta","11",47.33775,-122.59014,2345306,0.0025,0.635,14.256,10.062,4.194,59.63,18.32,28.69,32.1,0.706,0.047,21.1613447376433,-8.64385618977473,-0.655171503002559,3.83349733685984,3.33084518962342,2.06832686143451,5.89796643164945,4.19534759832222,4.84247606299394,5.00450139223494,-0.502259911390907,-4.41119543298445
"267","44","Donkey Creek Delta","11",47.33775,-122.59014,1872905,6.206,0.695,14.335,10.399,3.937,57.29,20.12,27.75,32.51,0.725,0.055,20.8368462924477,2.63366369686663,-0.524915117051217,3.8414699994658,3.37837289590703,1.97709671249695,5.84021143265747,4.3305584000308,4.79441586635011,5.02281165091563,-0.46394709975979,-4.18442457113743
"268","44","Donkey Creek Delta","11",47.33775,-122.59014,6667782,3.605,0.85,15.751,10.831,4.92,58.67,20.37,24.66,36.75,0.688,0.054,22.668775506183,1.8499992594661,-0.234465253637023,3.97737152027725,3.4370945445223,2.29865831556452,5.87455108689664,4.34837407519116,4.62410089462811,5.19967234483636,-0.539519529959989,-4.21089678249862
"57","31","Eagle Harbor Dr","10",47.61889,-122.5275,2871510,11.306,0.815,12.097,8.499,3.598,53.69,17.22,21.21,43.34,0.703,0.055,21.4533781552255,3.49901669699333,-0.295128035543647,3.59657740505245,3.08729310243717,1.8471951865894,5.74658149978581,4.10601323762212,4.40667271575583,5.43762724831895,-0.508403405589552,-4.18442457113743
"58","31","Eagle Harbor Dr","10",47.61889,-122.5275,939065,1.798,0.91,14.403,10.447,3.956,54.65,15.65,24.48,49.9,0.725,0.064,19.8408654959284,0.84639302085236,-0.136061549576028,3.84829743671766,3.38501680690665,1.98404242609702,5.77214959078454,3.96809075204526,4.61353165291793,5.6409679104499,-0.46394709975979,-3.96578428466209
