"","Aiston Preserve","Arroyo Beach","Blair Waterway","Blair Waterway #2","Brackenwood Ln","Broad Spit (Fisherman's Point)","Browns Point Lighthouse","Cap Sante","Chambers Bay Park","Cherry Point Aquatic Reserve, Conoco Phillips","Chimacum Creek delta","Chuckanut, Clark's Point","Comm Bay Skookum","Comm Bay, Dick Gilmur Launch","Comm Bay, Milwaukee Waterway","Des Moines Marina","Discovery Bay","Donkey Creek Delta","Eagle Harbor Dr","Eastsound, Fishing Bay","Edmonds Ferry","Edmonds Marina","Eld Inlet","Elliot Bay Myrtle Edwards","Elliott Bay, Harbor Island, Pier 17","Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit","Filucy Bay","Friday Harbor","Gig Harbor Boat Launch","Hood Canal Holly","Jamestown","Kingston Marina","Kitsap St Boat Launch","Kopachuck State Park","Lions Park","Locust Beach","Madrona Pont","Manchester, Stormwater Outfall","Maple Hollow Park","Maristone Island","Meyer's Point - Henderson Inlet","Miller Creek","Minter Bay","Mukilteo","N Avenue Park","North Camano","Oak Bay County Park","Penn Cove Reference","Pennrose Point State Park","Point Defiance Ferry","Port Angeles Yacht Club","Purdy - Dexters","Purdy, Burley Lagoon","Raft Island Park","Reach Island","Rich Passage","Rocky Point","S of Skunk Island","Salmon Bay, Commodore Park","Salmon Beach","Seattle Aquarium, Pier 59","Shilshole Bay","Silverdale, Dyes Inlet","Skiff Point","Smith Cove, Terminal 91","Squaxin Island","Suquamish Stormwater Outfall","Thea Foss Waterway","Three Tree Point","Tulalip Bay","Tulalip Reservation","West Bay Park"
"Chuckanut, Clark's Point",0.457010789602746,0.389127118644068,0.611828729281768,0.514831491712707,0.901697991663509,0.73437824870052,0.240004231311707,0.763024496246543,0.166254734848485,0.308274985215849,0.221426144756278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comm Bay Skookum",0.421599283520983,0.808405300077942,0.358250412768299,0.735949660407511,0.285030150753769,0.176953594176524,0.273738293778063,0.595587301587302,0.192928571428571,0.454807560137457,0.318499421965318,0.492369791666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comm Bay, Dick Gilmur Launch",0.340666666666667,0.759188440221694,0.678560049019608,0.435950877192982,0.16206,0.173299725022915,0.245545454545455,0.670555010224949,0.165104106972302,0.29828004881025,0.227535221496006,0.494907677814414,0.20729086722947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comm Bay, Milwaukee Waterway",0.545741748438894,0.848558085681204,0.411355188435725,0.554819432120674,0.138851897184823,0.128444293478261,0.483568214456678,0.543817410714286,0.161082002129925,0.408014485256079,0.162646594274432,0.446147321428571,0.913933534743202,0.394192307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Des Moines Marina",0.128444293478261,0.427051855617692,0.193742616033755,0.542853952657436,0.128444293478261,0.128444293478261,0.128444293478261,0.205487843137255,0.851413487475915,0.292859355638166,0.256036048064085,0.232177650429799,0.225247988295538,0.222762886597938,0.341226838854576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discovery Bay",0.497552631578947,0.663579012345679,0.610200341005968,0.52324965893588,0.541166368515206,0.253503713706955,0.234702279202279,0.765478517934568,0.128444293478261,0.341226838854576,0.172085872576177,0.845693853884809,0.581645161290323,0.526248300860897,0.699043742405832,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donkey Creek Delta",0.252412687585266,0.19631328320802,0.434721997981837,0.128444293478261,0.546459001782531,0.503448275862069,0.162646594274432,0.192593043478261,0.128444293478261,0.128444293478261,0.157609839816934,0.505494413407821,0.20729086722947,0.20729086722947,0.132335427135678,0.128444293478261,0.208723029839327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle Harbor Dr",0.220571640682999,0.307260869565217,0.592191627104014,0.349823790994997,0.268877828054299,0.128444293478261,0.165104106972302,0.700664103601781,0.128444293478261,0.158702824858757,0.128444293478261,0.517186440677966,0.128444293478261,0.792983189992181,0.132335427135678,0.128444293478261,0.431722812341932,0.164727008712488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastsound, Fishing Bay",0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.229458603311735,0.128444293478261,0.128444293478261,0.132335427135678,0.128444293478261,0.128444293478261,0.140950242718447,0.1898769771529,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds Ferry",0.512990295748614,0.162646594274432,0.427989842559675,0.128444293478261,0.295318181818182,0.339911399548533,0.469169335274139,0.162646594274432,0.128444293478261,0.165104106972302,0.128444293478261,0.339536806342016,0.326783830275229,0.195034424853065,0.250436126373626,0.138851897184823,0.217298496240601,0.52324965893588,0.128444293478261,0.209986280487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds Marina",0.297357798165138,0.307769732937686,0.317856811594203,0.288489069331668,0.220571640682999,0.164727008712488,0.586918730986528,0.624443043295502,0.519991788321168,0.128444293478261,0.130126302083333,0.298652490886999,0.750575625248114,0.41639260020555,0.49062387066096,0.528721971066908,0.359246305418719,0.31406976744186,0.242106442577031,0.162646594274432,0.473721899224806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eld Inlet",0.20729086722947,0.128444293478261,0.408014485256079,0.161082002129925,0.358250412768299,0.376951154052603,0.302991601679664,0.494907677814414,0.128444293478261,0.128444293478261,0.128444293478261,0.43498741821842,0.299747119466343,0.169286248830683,0.271317450096587,0.128444293478261,0.322066244239631,0.373805600430802,0.128444293478261,0.162646594274432,0.43498741821842,0.71359484494563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliot Bay Myrtle Edwards",0.306382089552239,0.371296495956873,0.538988789237668,0.348710072342794,0.325795519816198,0.192928571428571,0.128444293478261,0.854641676278355,0.128444293478261,0.162646594274432,0.128444293478261,0.765939346199291,0.218507865168539,0.623132433572332,0.250436126373626,0.128444293478261,0.802600937133932,0.161082002129925,0.859550479846449,0.128444293478261,0.128444293478261,0.19631328320802,0.163537109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott Bay, Harbor Island, Pier 17",0.264458224543081,0.592845623113411,0.218507865168539,0.589712494595763,0.128444293478261,0.128444293478261,0.295318181818182,0.275117873158232,0.379873262032086,0.435950877192982,0.296431023911711,0.229458603311735,0.595450365277181,0.170695167286245,0.73437824870052,0.629326196473552,0.291728119180633,0.128444293478261,0.128444293478261,0.128444293478261,0.264458224543081,0.632269262981575,0.193742616033755,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett Harbor",0.455909715407262,0.525262466001813,0.226891891891892,0.412323878287777,0.166254734848485,0.128444293478261,0.244009728978457,0.162646594274432,0.130126302083333,0.523763396911898,0.373805600430802,0.302991601679664,0.915265359969845,0.128444293478261,0.516659174311927,0.209986280487805,0.299747119466343,0.128444293478261,0.128444293478261,0.128444293478261,0.333399886234357,0.309274809160305,0.202952837729816,0.128444293478261,0.487930886558627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fidalgo Bay Aq Reserve, Weaverling Spit",0.162646594274432,0.206956997654417,0.487340334128878,0.322066244239631,0.401825039287585,0.188497349823322,0.162646594274432,1,0.130915816326531,0.128444293478261,0.160809261300992,0.93550788880541,0.20729086722947,0.20729086722947,0.244009728978457,0.128444293478261,0.512990295748614,0.20729086722947,0.580720889664195,0.128444293478261,0.128444293478261,0.503448275862069,0.386884451544196,0.852892692307692,0.128444293478261,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filucy Bay",0.202952837729816,0.387703349282297,0.162646594274432,0.323435808865861,0.128444293478261,0.129303191489362,0.225247988295538,0.162646594274432,0.311349912229374,0.218507865168539,0.202952837729816,0.193742616033755,0.477337518107195,0.192593043478261,0.589309090909091,0.539957866427611,0.128444293478261,0.161082002129925,0.132335427135678,0.128444293478261,0.20729086722947,0.706599919257166,0.200155537459283,0.128444293478261,0.975389158878505,0.469169335274139,0.16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Friday Harbor",0.86696217042415,0.695545897644192,0.609308742004264,0.619621039290241,0.725900521460088,0.483295815295815,0.544780008924587,0.541166368515206,0.128444293478261,0.618025423728814,0.32912643020595,0.825916957702755,0.983461653015637,0.611828729281768,0.905443057132047,0.210919636087945,0.957636465743167,0.404728407908429,0.283238155401137,0.145737410071942,0.597392198885555,0.411355188435725,0.452384236453202,0.541166368515206,0.631064177852349,0.857806067588326,0.592191627104014,0.494907677814414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gig Harbor Boat Launch",0.128444293478261,0.257920424403183,0.199254098360656,0.589309090909091,0.128444293478261,0.128444293478261,0.128444293478261,0.494567248702218,0.775807858546169,0.273738293778063,0.254126344086022,0.193742616033755,0.241228551336146,0.219217423678332,0.138851897184823,0.440732035928144,0.188497349823322,0.128444293478261,0.224256429096253,0.128444293478261,0.128444293478261,0.160809261300992,0.128444293478261,0.128444293478261,0.208723029839327,0.162646594274432,0.202952837729816,0.217298496240601,0.162646594274432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hood Canal Holly",0.192593043478261,0.170695167286245,0.255255361930295,0.128444293478261,0.528721971066908,0.250436126373626,0.173299725022915,0.162646594274432,0.128444293478261,0.15594688221709,0.15994748603352,0.408014485256079,0.20729086722947,0.20729086722947,0.132335427135678,0.128444293478261,0.15594688221709,0.503448275862069,0.15994748603352,0.128444293478261,0.359246305418719,0.20729086722947,0.170695167286245,0.161082002129925,0.128444293478261,0.15594688221709,0.20729086722947,0.15594688221709,0.360820610687023,0.130915816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jamestown",0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.51477295800646,0.399253550762757,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.310132396016403,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.244009728978457,0.154794152046784,0.130915816326531,0.145737410071942,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kingston Marina",0.172085872576177,0.589712494595763,0.16206,0.72431473303894,0.161082002129925,0.128444293478261,0.19631328320802,0.143704957678355,0.162646594274432,0.619621039290241,0.592191627104014,0.227535221496006,0.633470317725753,0.167385915492958,0.353345898004435,0.192928571428571,0.165104106972302,0.128444293478261,0.128444293478261,0.128444293478261,0.140950242718447,0.260871879106439,0.128444293478261,0.128444293478261,0.682415918367347,0.624357473684211,0.128444293478261,0.470251697381183,0.635197577276525,0.15594688221709,0.128444293478261,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kitsap St Boat Launch",0.318499421965318,0.309274809160305,0.823731546231546,0.308958726415094,0.283238155401137,0.165104106972302,0.1898769771529,0.663579012345679,0.128444293478261,0.128444293478261,0.128444293478261,0.741429880478088,0.128444293478261,0.730935148118495,0.192593043478261,0.128444293478261,0.580720889664195,0.202952837729816,0.795839781164517,0.128444293478261,0.129303191489362,0.247076923076923,0.260871879106439,0.931484392628808,0.128444293478261,0.128444293478261,0.654652926628195,0.128444293478261,0.492369791666667,0.128444293478261,0.173299725022915,0.128444293478261,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kopachuck State Park",0.840404024767802,0.259024470899471,0.686265497553018,0.1898769771529,0.337050482132728,0.163537109375,0.727192307692308,0.362777052746058,0.128444293478261,0.162646594274432,0.128444293478261,0.43498741821842,0.765939346199291,0.624443043295502,0.467682879377432,0.128444293478261,0.511135435992579,0.573118807540552,0.163537109375,0.128444293478261,0.71758882636656,0.687627291242363,0.404728407908429,0.154794152046784,0.346862088218872,0.485225035833731,0.566184907325684,0.300292447129909,0.675525950143032,0.128444293478261,0.549559306974678,0.128444293478261,0.15058956109134,0.236121535181237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lions Park",0.36646,0.447716476991588,0.427051855617692,0.572436594997806,0.434721997981837,0.170695167286245,0.173299725022915,0.95502174728159,0.16206,0.204815165876777,0.161082002129925,0.777769321302472,0.699043742405832,0.252412687585266,0.91493700490381,0.128444293478261,0.881833333333333,0.162646594274432,0.152347826086957,0.128444293478261,0.287340425531915,0.593498492029298,0.496984,0.439132066033017,0.339911399548533,0.349823790994997,0.440732035928144,0.253503713706955,0.945958333333333,0.128444293478261,0.160809261300992,0.128444293478261,0.266592207792208,0.290773490976976,0.549559306974678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Locust Beach",0.173299725022915,0.128444293478261,0.357551020408163,0.128444293478261,0.47925168756027,0.733885154061625,0.128444293478261,0.253503713706955,0.128444293478261,0.128444293478261,0.128444293478261,0.494567248702218,0.130126302083333,0.128444293478261,0.128444293478261,0.128444293478261,0.130915816326531,0.516130454754249,0.134545454545455,0.130126302083333,0.232177650429799,0.175133333333333,0.280601019757808,0.132335427135678,0.128444293478261,0.128444293478261,0.128444293478261,0.129303191489362,0.228501084598699,0.128444293478261,0.243146545708304,0.128444293478261,0.128444293478261,0.188497349823322,0.15994748603352,0.161082002129925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madrona Pont",0.483295815295815,0.745622116149562,0.302991601679664,0.641810653349979,0.128444293478261,0.128444293478261,0.363652551574376,0.252412687585266,0.162646594274432,0.619621039290241,0.385857142857143,0.352043815862451,1,0.195034424853065,0.849986887774778,0.295318181818182,0.43498741821842,0.128444293478261,0.128444293478261,0.128444293478261,0.36413048186248,0.458984818805093,0.193742616033755,0.14826491646778,0.863782075833014,0.921697175141243,0.128444293478261,0.740648864089278,0.912238005289006,0.165104106972302,0.172085872576177,0.128444293478261,0.776259128386337,0.128444293478261,0.7090125,0.53655,0.128444293478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
