"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"Purdy, Dexters","Gig Harbor Boat Launch","0.392112312250003","-2.54106515228845","3.32528977678845","1","No","abc","abc"
"Raft Island Park","Gig Harbor Boat Launch","0.0996366395000028","-2.83354082503845","3.03281410403845","1","No","abc","abc"
"Reach Island","Gig Harbor Boat Launch","0.572724784500001","-2.36045268003845","3.50590224903845","1","No","abc","abc"
"Rich Passage","Gig Harbor Boat Launch","0.157726520250003","-2.77545094428845","3.09090398478845","1","No","abc","abc"
"Rocky Point","Gig Harbor Boat Launch","0.771020364500004","-2.16215710003845","3.70419782903845","1","No","abc","abc"
"Salmon Bay, Commodore Park","Gig Harbor Boat Launch","0.251777435000003","-2.68140002953845","3.18495489953845","1","No","abc","abc"
"Salmon Beach","Gig Harbor Boat Launch","-0.904502528499994","-3.83767999303845","2.02867493603846","1","No","abc","abc"
"Seattle Aquarium, Pier 59","Gig Harbor Boat Launch","-0.216396420499997","-3.14957388503845","2.71678104403845","1","No","abc","abc"
"Shilshole Bay","Gig Harbor Boat Launch","-0.372090751749999","-3.30526821628845","2.56108671278845","1","No","abc","abc"
"Silverdale, Dyes Inlet","Gig Harbor Boat Launch","-1.30274393475","-4.23592139928845","1.63043352978845","0.999994002642985","No","ac","abc"
"Skiff Point","Gig Harbor Boat Launch","0.334885354000003","-2.59829211053845","3.26806281853845","1","No","abc","abc"
"Smith Cove, Terminal 91","Gig Harbor Boat Launch","-0.048215880999998","-2.98139334553845","2.88496158353845","1","No","abc","abc"
"South of Skunk Island","Gig Harbor Boat Launch","0.0771452877500023","-2.85603217678845","3.01032275228845","1","No","abc","abc"
"Squaxin Island","Gig Harbor Boat Launch","0.734996118000002","-2.19818134653845","3.66817358253845","1","No","abc","abc"
"Suquamish Stormwater Outfall","Gig Harbor Boat Launch","-0.138162458249998","-3.07133992278845","2.79501500628845","1","No","abc","abc"
"Thea Foss Waterway","Gig Harbor Boat Launch","0.237102001250003","-2.54555446957578","3.01975847207579","1","No","abc","abc"
"Three Tree Point","Gig Harbor Boat Launch","1.047052957","-1.88612450753845","3.98023042153845","0.999999998990726","No","ab","abc"
"Tulalip Bay","Gig Harbor Boat Launch","0.638317006250002","-2.0392954312392","3.3159294437392","1","No","abc","abc"
"Tulalip Reservation","Gig Harbor Boat Launch","0.407900619500002","-2.52527684503845","3.34107808403845","1","No","abc","abc"
"West Bay Park","Gig Harbor Boat Launch","1.0802367685","-1.85294069603845","4.01341423303845","0.999999996007276","No","ab","abc"
"Williams Olson Park","Gig Harbor Boat Launch","-0.402541080499997","-3.33571854503845","2.53063638403845","1","No","abc","abc"
"Jamestown","Hood Canal Holly","1.53315707666668","-0.861772294383221","3.92808644771658","0.946086206111333","No","abc","c"
"Kingston Marina","Hood Canal Holly","2.22078024683334","-0.456832190655857","4.89839268432254","0.379026210129954","No","abc","c"
"Kitsap St Boat Launch","Hood Canal Holly","1.00991450358334","-1.66769793390586","3.68752694107254","0.99999998890232","No","abc","c"
"Kopachuck State Park","Hood Canal Holly","2.54971139958334","-0.127901037905858","5.22732383707254","0.0971244910435669","No","abc","c"
"Lions Park","Hood Canal Holly","2.43568852583334","-0.241923911655858","5.11330096332254","0.165441948007489","No","abc","c"
"Locust Beach","Hood Canal Holly","1.11743297283334","-1.56017946465586","3.79504541032254","0.999999365170437","No","abc","c"
"Madrona Pont","Hood Canal Holly","2.58098394283334","-0.096628494655858","5.25859638032254","0.0830838527879203","No","abc","c"
"Manchester, Stormwater Outfall","Hood Canal Holly","2.58542020783334","-0.0921922296558595","5.26303264532254","0.0812365813841528","No","abc","c"
"Maple Hollow Park","Hood Canal Holly","2.70616863983334","0.0285562023441459","5.38378107732254","0.0427324807179749","Yes","ab","c"
"Maristone Island","Hood Canal Holly","1.80375889650001","-0.591170474549891","4.19868826754991","0.654050911854309","No","abc","c"
"Meyer's Point, Henderson Inlet","Hood Canal Holly","0.947031176583344","-1.73058126090586","3.62464361407254","0.999999999333806","No","abc","c"
"Miller Creek","Hood Canal Holly","3.61867894858334","0.941066511094142","6.29629138607254","7.85415598684169e-05","No","b","c"
"Minter Bay","Hood Canal Holly","2.84963185183334","0.172019414344144","5.52724428932254","0.0185675530860495","Yes","ab","c"
"Mukilteo","Hood Canal Holly","2.87396900983334","0.196356572344145","5.55158144732254","0.0160076293394497","Yes","ab","c"
"N Avenue Park","Hood Canal Holly","2.56330320633334","-0.114309231155854","5.24091564382254","0.0907983367742194","No","abc","c"
"North Camano","Hood Canal Holly","2.96572512933335","0.288112691844148","5.64333756682255","0.00899721671505027","Yes","ab","c"
"Oak Bay County Park","Hood Canal Holly","1.09465387383334","-1.58295856365586","3.77226631132254","0.999999710331043","No","abc","c"
"Penn Cove Reference","Hood Canal Holly","0.944824568083346","-1.73278786940585","3.62243700557254","0.999999999400455","No","abc","c"
"Penrose Point State Park","Hood Canal Holly","2.66324789033334","-0.014364547155858","5.34086032782254","0.0540470828533632","No","abc","c"
"Point Defiance Ferry","Hood Canal Holly","0.950307282083341","-1.72730515540586","3.62791971957254","0.99999999922162","No","abc","c"
"Port Angeles Yacht Club","Hood Canal Holly","2.19452009483335","-0.200409276216556","4.58944946588325","0.152803368450749","No","abc","c"
"Purdy, Burley Lagoon","Hood Canal Holly","1.64665684633334","-1.03095559115586","4.32426928382254","0.972002245277343","No","abc","c"
"Purdy, Dexters","Hood Canal Holly","2.06656221133334","-0.611050226155854","4.74417464882254","0.585752822120137","No","abc","c"
"Raft Island Park","Hood Canal Holly","1.77408653858334","-0.903525898905854","4.45169897607254","0.911413489332514","No","abc","c"
"Reach Island","Hood Canal Holly","2.24717468358334","-0.430437753905856","4.92478712107254","0.346953613796875","No","abc","c"
"Rich Passage","Hood Canal Holly","1.83217641933334","-0.845436018155854","4.50978885682254","0.866118905681221","No","abc","c"
"Rocky Point","Hood Canal Holly","2.44547026358335","-0.232142173905853","5.12308270107254","0.158425300022929","No","abc","c"
"Salmon Bay, Commodore Park","Hood Canal Holly","1.92622733408334","-0.751385103405854","4.60383977157254","0.768968673545873","No","abc","c"
"Salmon Beach","Hood Canal Holly","0.769947370583348","-1.90766506690585","3.44755980807255","1","No","abc","c"
"Seattle Aquarium, Pier 59","Hood Canal Holly","1.45805347858335","-1.21955895890585","4.13566591607254","0.997700505179584","No","abc","c"
"Shilshole Bay","Hood Canal Holly","1.30235914733334","-1.37525329015586","3.97997158482254","0.999888489522679","No","abc","c"
"Silverdale, Dyes Inlet","Hood Canal Holly","0.371705964333345","-2.30590647315585","3.04931840182254","1","No","ac","c"
"Skiff Point","Hood Canal Holly","2.00933525308334","-0.668277184405854","4.68694769057254","0.66388936189877","No","abc","c"
"Smith Cove, Terminal 91","Hood Canal Holly","1.62623401808334","-1.05137841940585","4.30384645557254","0.977543476671518","No","abc","c"
"South of Skunk Island","Hood Canal Holly","1.75159518683334","-0.926017250655855","4.42920762432254","0.92581626673384","No","abc","c"
"Squaxin Island","Hood Canal Holly","2.40944601708334","-0.268166420405854","5.08705845457254","0.185416654077281","No","abc","c"
"Suquamish Stormwater Outfall","Hood Canal Holly","1.53628744083334","-1.14132499665585","4.21389987832254","0.992590842701795","No","abc","c"
"Thea Foss Waterway","Hood Canal Holly","1.91155190033334","-0.600271214766369","4.42337501543306","0.62545597774623","No","abc","c"
"Three Tree Point","Hood Canal Holly","2.72150285608334","0.0438904185941453","5.39911529357254","0.039226759360204","Yes","ab","c"
"Tulalip Bay","Hood Canal Holly","2.31276690533334","-0.082162465716558","4.70769627638325","0.0810998132797536","No","abc","c"
"Tulalip Reservation","Hood Canal Holly","2.08235051858334","-0.595261918905854","4.75996295607254","0.563892089297345","No","abc","c"
"West Bay Park","Hood Canal Holly","2.75468666758334","0.0770742300941456","5.43229910507254","0.0324978350391427","Yes","ab","c"
"Williams Olson Park","Hood Canal Holly","1.27190881858334","-1.40570361890585","3.94952125607254","0.99994570691897","No","abc","c"
"Kingston Marina","Jamestown","0.687623170166661","-1.98998926732254","3.36523560765586","1","No","abc","abc"
"Kitsap St Boat Launch","Jamestown","-0.523242573083342","-3.20085501057254","2.15436986440586","1","No","abc","abc"
"Kopachuck State Park","Jamestown","1.01655432291666","-1.66105811457254","3.69416676040586","0.999999985368039","No","abc","abc"
"Lions Park","Jamestown","0.90253144916666","-1.77508098832254","3.58014388665586","0.99999999992784","No","abc","abc"
"Locust Beach","Jamestown","-0.415724103833342","-3.09333654132254","2.26188833365586","1","No","abc","abc"
"Madrona Pont","Jamestown","1.04782686616666","-1.62978557132254","3.72543930365586","0.999999948779589","No","abc","abc"
"Manchester, Stormwater Outfall","Jamestown","1.05226313116666","-1.62534930632254","3.72987556865586","0.999999939206373","No","abc","abc"
"Maple Hollow Park","Jamestown","1.17301156316666","-1.50460087432253","3.85062400065586","0.999996284252101","No","ab","abc"
"Maristone Island","Jamestown","0.27060181983333","-2.12432755121657","2.66553119088323","1","No","abc","abc"
"Meyer's Point, Henderson Inlet","Jamestown","-0.586125900083337","-3.26373833757254","2.09148653740586","1","No","abc","abc"
"Miller Creek","Jamestown","2.08552187191666","-0.592090565572539","4.76313430940586","0.559498632470897","No","b","abc"
"Minter Bay","Jamestown","1.31647477516666","-1.36113766232254","3.99408721265586","0.999846715500207","No","ab","abc"
"Mukilteo","Jamestown","1.34081193316666","-1.33680050432254","4.01842437065586","0.9997404739647","No","ab","abc"
"N Avenue Park","Jamestown","1.03014612966666","-1.64746630782254","3.70775856715586","0.999999974527444","No","abc","abc"
"North Camano","Jamestown","1.43256805266667","-1.24504438482253","4.11018049015586","0.99850072008521","No","ab","abc"
"Oak Bay County Park","Jamestown","-0.438503202833338","-3.11611564032254","2.23910923465586","1","No","abc","abc"
"Penn Cove Reference","Jamestown","-0.588332508583335","-3.26594494607253","2.08927992890586","1","No","abc","abc"
"Penrose Point State Park","Jamestown","1.13009081366666","-1.54752162382254","3.80770325115586","0.999999033434475","No","abc","abc"
"Point Defiance Ferry","Jamestown","-0.58284979458334","-3.26046223207254","2.09476264290586","1","No","abc","abc"
"Port Angeles Yacht Club","Jamestown","0.661363018166666","-1.73356635288324","3.05629238921657","1","No","abc","abc"
"Purdy, Burley Lagoon","Jamestown","0.113499769666663","-2.56411266782254","2.79111220715586","1","No","abc","abc"
"Purdy, Dexters","Jamestown","0.533405134666664","-2.14420730282253","3.21101757215586","1","No","abc","abc"
"Raft Island Park","Jamestown","0.240929461916664","-2.43668297557253","2.91854189940586","1","No","abc","abc"
"Reach Island","Jamestown","0.714017606916662","-1.96359483057254","3.39163004440586","1","No","abc","abc"
"Rich Passage","Jamestown","0.299019342666664","-2.37859309482253","2.97663178015586","1","No","abc","abc"
"Rocky Point","Jamestown","0.912313186916665","-1.76529925057253","3.58992562440586","0.999999999880216","No","abc","abc"
"Salmon Bay, Commodore Park","Jamestown","0.393070257416664","-2.28454218007254","3.07068269490586","1","No","abc","abc"
"Salmon Beach","Jamestown","-0.763209706083333","-3.44082214357253","1.91440273140587","1","No","abc","abc"
"Seattle Aquarium, Pier 59","Jamestown","-0.0751035980833354","-2.75271603557253","2.60250883940586","1","No","abc","abc"
"Shilshole Bay","Jamestown","-0.230797929333337","-2.90841036682254","2.44681450815586","1","No","abc","abc"
"Silverdale, Dyes Inlet","Jamestown","-1.16145111233334","-3.83906354982253","1.51616132515586","0.999997384274954","No","ac","abc"
"Skiff Point","Jamestown","0.476178176416664","-2.20143426107254","3.15379061390586","1","No","abc","abc"
"Smith Cove, Terminal 91","Jamestown","0.0930769414166633","-2.58453549607254","2.77068937890586","1","No","abc","abc"
"South of Skunk Island","Jamestown","0.218438110166664","-2.45917432732254","2.89605054765586","1","No","abc","abc"
"Squaxin Island","Jamestown","0.876288940416664","-1.80132349707254","3.55390137790586","0.999999999982457","No","abc","abc"
"Suquamish Stormwater Outfall","Jamestown","0.00313036416666351","-2.67448207332254","2.68074280165586","1","No","abc","abc"
"Thea Foss Waterway","Jamestown","0.378394823666664","-2.13342829143305","2.89021793876638","1","No","abc","abc"
"Three Tree Point","Jamestown","1.18834577941666","-1.48926665807254","3.86595821690586","0.999994155848738","No","ab","abc"
"Tulalip Bay","Jamestown","0.779609828666663","-1.61531954238324","3.17453919971657","0.999999999986499","No","abc","abc"
"Tulalip Reservation","Jamestown","0.549193441916664","-2.12841899557254","3.22680587940586","1","No","abc","abc"
"West Bay Park","Jamestown","1.22152959091666","-1.45608284657254","3.89914202840586","0.999985158447163","No","ab","abc"
"Williams Olson Park","Jamestown","-0.261248258083336","-2.93886069557254","2.41636417940586","1","No","abc","abc"
"Kitsap St Boat Launch","Kingston Marina","-1.21086574325","-4.14404320778845","1.72231172128845","0.999999579174435","No","abc","abc"
"Kopachuck State Park","Kingston Marina","0.328931152749999","-2.60424631178845","3.26210861728845","1","No","abc","abc"
"Lions Park","Kingston Marina","0.214908278999999","-2.71826918553845","3.14808574353845","1","No","abc","abc"
"Locust Beach","Kingston Marina","-1.103347274","-4.03652473853845","1.82983019053845","0.999999990093446","No","abc","abc"
"Madrona Pont","Kingston Marina","0.360203695999999","-2.57297376853845","3.29338116053845","1","No","abc","abc"
"Manchester, Stormwater Outfall","Kingston Marina","0.364639960999998","-2.56853750353845","3.29781742553845","1","No","abc","abc"
"Maple Hollow Park","Kingston Marina","0.485388393000003","-2.44778907153845","3.41856585753845","1","No","ab","abc"
"Maristone Island","Kingston Marina","-0.417021350333331","-3.09463378782253","2.26059108715587","1","No","abc","abc"
"Meyer's Point, Henderson Inlet","Kingston Marina","-1.27374907025","-4.20692653478845","1.65942839428845","0.999997276359454","No","abc","abc"
"Miller Creek","Kingston Marina","1.39789870175","-1.53527876278845","4.33107616628845","0.999939884967521","No","b","abc"
"Minter Bay","Kingston Marina","0.628851605000001","-2.30432585953845","3.56202906953845","1","No","ab","abc"
"Mukilteo","Kingston Marina","0.653188763000002","-2.27998870153845","3.58636622753845","1","No","ab","abc"
"N Avenue Park","Kingston Marina","0.342522959500003","-2.59065450503845","3.27570042403845","1","No","abc","abc"
"North Camano","Kingston Marina","0.744944882500005","-2.18823258203845","3.67812234703846","1","No","ab","abc"
"Oak Bay County Park","Kingston Marina","-1.126126373","-4.05930383753845","1.80705109153845","0.999999976631071","No","abc","abc"
"Penn Cove Reference","Kingston Marina","-1.27595567875","-4.20913314328845","1.65722178578846","0.999997103295578","No","abc","abc"
"Penrose Point State Park","Kingston Marina","0.442467643499999","-2.49070982103845","3.37564510803845","1","No","abc","abc"
"Point Defiance Ferry","Kingston Marina","-1.27047296475","-4.20365042928845","1.66270449978845","0.99999751559617","No","abc","abc"
"Port Angeles Yacht Club","Kingston Marina","-0.0262601519999954","-2.70387258948919","2.6513522854892","1","No","abc","abc"
"Purdy, Burley Lagoon","Kingston Marina","-0.574123400499998","-3.50730086503845","2.35905406403845","1","No","abc","abc"
"Purdy, Dexters","Kingston Marina","-0.154218035499997","-3.08739550003845","2.77895942903845","1","No","abc","abc"
"Raft Island Park","Kingston Marina","-0.446693708249997","-3.37987117278845","2.48648375628845","1","No","abc","abc"
"Reach Island","Kingston Marina","0.0263944367500011","-2.90678302778845","2.95957190128845","1","No","abc","abc"
"Rich Passage","Kingston Marina","-0.388603827499997","-3.32178129203845","2.54457363703845","1","No","abc","abc"
"Rocky Point","Kingston Marina","0.224690016750004","-2.70848744778845","3.15786748128845","1","No","abc","abc"
"Salmon Bay, Commodore Park","Kingston Marina","-0.294552912749997","-3.22773037728845","2.63862455178845","1","No","abc","abc"
"Salmon Beach","Kingston Marina","-1.45083287624999","-4.38401034078845","1.48234458828846","0.999817401604645","No","abc","abc"
