"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"Shilshole Bay","Elliott Bay, Harbor Island, Pier 17","-1.77646897825","-4.70964644278845","1.15670848628846","0.978651341476505","No","abc","ab"
"Silverdale, Dyes Inlet","Elliott Bay, Harbor Island, Pier 17","-2.70712216124999","-5.64029962578845","0.226055303288458","0.141017542800783","No","ac","ab"
"Skiff Point","Elliott Bay, Harbor Island, Pier 17","-1.06949287249999","-4.00267033703845","1.86368459203846","0.999999997418144","No","abc","ab"
"Smith Cove, Terminal 91","Elliott Bay, Harbor Island, Pier 17","-1.4525941075","-4.38577157203845","1.48058335703846","0.999810890289684","No","abc","ab"
"South of Skunk Island","Elliott Bay, Harbor Island, Pier 17","-1.32723293874999","-4.26041040328845","1.60594452578846","0.999988697055102","No","abc","ab"
"Squaxin Island","Elliott Bay, Harbor Island, Pier 17","-0.669382108499994","-3.60255957303845","2.26379535603846","1","No","abc","ab"
"Suquamish Stormwater Outfall","Elliott Bay, Harbor Island, Pier 17","-1.54254068474999","-4.47571814928845","1.39063677978846","0.999027811510789","No","abc","ab"
"Thea Foss Waterway","Elliott Bay, Harbor Island, Pier 17","-1.16727622524999","-3.94993269607578","1.61538024557579","0.999999229800693","No","abc","ab"
"Three Tree Point","Elliott Bay, Harbor Island, Pier 17","-0.357325269499995","-3.29050273403845","2.57585219503846","1","No","ab","ab"
"Tulalip Bay","Elliott Bay, Harbor Island, Pier 17","-0.766061220249995","-3.44367365773919","1.9115512172392","1","No","abc","ab"
"Tulalip Reservation","Elliott Bay, Harbor Island, Pier 17","-0.996477606999994","-3.92965507153845","1.93669985753846","0.999999999895485","No","abc","ab"
"West Bay Park","Elliott Bay, Harbor Island, Pier 17","-0.324141457999994","-3.25731892253845","2.60903600653846","1","No","ab","ab"
"Williams Olson Park","Elliott Bay, Harbor Island, Pier 17","-1.80691930699999","-4.74009677153845","1.12625815753846","0.971158682236254","No","abc","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Everett Harbor","-0.876486468499996","-3.80966393303845","2.05669099603845","1","No","abc","abc"
"Filucy Bay","Everett Harbor","0.932241423250014","-2.00093604128844","3.86541888778846","1","No","ab","abc"
"Friday Harbor","Everett Harbor","-0.0600375528999981","-2.84269402372578","2.72261891792578","1","No","abc","abc"
"Gig Harbor Boat Launch","Everett Harbor","-0.696877167750002","-3.63005463228845","2.23630029678845","1","No","abc","abc"
"Hood Canal Holly","Everett Harbor","-2.37132706683334","-5.04893950432254","0.306285370655855","0.21748384141425","No","c","abc"
"Jamestown","Everett Harbor","-0.838169990166663","-3.51578242765586","1.83944244732254","1","No","abc","abc"
"Kingston Marina","Everett Harbor","-0.150546820000002","-3.08372428453845","2.78263064453845","1","No","abc","abc"
"Kitsap St Boat Launch","Everett Harbor","-1.36141256325001","-4.29459002778846","1.57176490128845","0.999973908257262","No","abc","abc"
"Kopachuck State Park","Everett Harbor","0.178384332749996","-2.75479313178846","3.11156179728845","1","No","abc","abc"
"Lions Park","Everett Harbor","0.064361458999997","-2.86881600553845","2.99753892353845","1","No","abc","abc"
"Locust Beach","Everett Harbor","-1.253894094","-4.18707155853846","1.67928337053845","0.999998453519234","No","abc","abc"
"Madrona Pont","Everett Harbor","0.209656875999997","-2.72352058853845","3.14283434053845","1","No","abc","abc"
"Manchester, Stormwater Outfall","Everett Harbor","0.214093140999995","-2.71908432353846","3.14727060553845","1","No","abc","abc"
"Maple Hollow Park","Everett Harbor","0.334841573000001","-2.59833589153845","3.26801903753845","1","No","ab","abc"
"Maristone Island","Everett Harbor","-0.567568170333333","-3.24518060782253","2.11004426715587","1","No","abc","abc"
"Meyer's Point, Henderson Inlet","Everett Harbor","-1.42429589025","-4.35747335478845","1.50888157428845","0.99989388097019","No","abc","abc"
"Miller Creek","Everett Harbor","1.24735188175","-1.68582558278845","4.18052934628845","0.999998722624482","No","b","abc"
"Minter Bay","Everett Harbor","0.478304784999998","-2.45487267953845","3.41148224953845","1","No","ab","abc"
"Mukilteo","Everett Harbor","0.502641943","-2.43053552153845","3.43581940753845","1","No","ab","abc"
"N Avenue Park","Everett Harbor","0.191976139500001","-2.74120132503845","3.12515360403845","1","No","abc","abc"
"North Camano","Everett Harbor","0.594398062500002","-2.33877940203845","3.52757552703845","1","No","ab","abc"
"Oak Bay County Park","Everett Harbor","-1.276673193","-4.20985065753845","1.65650427153845","0.999997044847895","No","abc","abc"
"Penn Cove Reference","Everett Harbor","-1.42650249875","-4.35967996328845","1.50667496578845","0.999888862720396","No","abc","abc"
"Penrose Point State Park","Everett Harbor","0.291920823499997","-2.64125664103845","3.22509828803845","1","No","abc","abc"
"Point Defiance Ferry","Everett Harbor","-1.42101978475","-4.35419724928845","1.51215767978845","0.999900952794926","No","abc","abc"
"Port Angeles Yacht Club","Everett Harbor","-0.176806971999998","-2.8544194094892","2.5008054654892","1","No","abc","abc"
"Purdy, Burley Lagoon","Everett Harbor","-0.7246702205","-3.65784768503845","2.20850724403845","1","No","abc","abc"
"Purdy, Dexters","Everett Harbor","-0.304764855499999","-3.23794232003845","2.62841260903845","1","No","abc","abc"
"Raft Island Park","Everett Harbor","-0.597240528249999","-3.53041799278845","2.33593693628845","1","No","abc","abc"
"Reach Island","Everett Harbor","-0.124152383250001","-3.05732984778845","2.80902508128845","1","No","abc","abc"
"Rich Passage","Everett Harbor","-0.539150647499999","-3.47232811203845","2.39402681703845","1","No","abc","abc"
"Rocky Point","Everett Harbor","0.0741431967500015","-2.85903426778845","3.00732066128845","1","No","abc","abc"
"Salmon Bay, Commodore Park","Everett Harbor","-0.445099732749999","-3.37827719728845","2.48807773178845","1","No","abc","abc"
"Salmon Beach","Everett Harbor","-1.60137969625","-4.53455716078845","1.33179776828845","0.99755412572374","No","abc","abc"
"Seattle Aquarium, Pier 59","Everett Harbor","-0.913273588249999","-3.84645105278845","2.01990387628845","1","No","abc","abc"
"Shilshole Bay","Everett Harbor","-1.0689679195","-4.00214538403845","1.86420954503845","0.999999997473126","No","abc","abc"
"Silverdale, Dyes Inlet","Everett Harbor","-1.9996211025","-4.93279856703845","0.933556362038452","0.872010243996829","No","ac","abc"
"Skiff Point","Everett Harbor","-0.36199181375","-3.29516927828845","2.57118565078845","1","No","abc","abc"
"Smith Cove, Terminal 91","Everett Harbor","-0.74509304875","-3.67827051328845","2.18808441578845","1","No","abc","abc"
"South of Skunk Island","Everett Harbor","-0.61973188","-3.55290934453845","2.31344558453845","1","No","abc","abc"
"Squaxin Island","Everett Harbor","0.0381189502500003","-2.89505851428845","2.97129641478845","1","No","abc","abc"
"Suquamish Stormwater Outfall","Everett Harbor","-0.835039626","-3.76821709053845","2.09813783853845","1","No","abc","abc"
"Thea Foss Waterway","Everett Harbor","-0.4597751665","-3.24243163732578","2.32288130432578","1","No","abc","abc"
"Three Tree Point","Everett Harbor","0.35017578925","-2.58300167528845","3.28335325378845","1","No","ab","abc"
"Tulalip Bay","Everett Harbor","-0.0585601615","-2.7361725989892","2.6190522759892","1","No","abc","abc"
"Tulalip Reservation","Everett Harbor","-0.28897654825","-3.22215401278845","2.64420091628845","1","No","abc","abc"
"West Bay Park","Everett Harbor","0.38335960075","-2.54981786378845","3.31653706528845","1","No","ab","abc"
"Williams Olson Park","Everett Harbor","-1.09941824825","-4.03259571278845","1.83375921628845","0.999999991488205","No","abc","abc"
"Filucy Bay","Fidalgo Bay Aq Reserve, Weaverling Spit","1.80872789175001","-1.12444957278844","4.74190535628846","0.970657119370319","No","ab","abc"
"Friday Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit","0.816448915599998","-1.96620755522578","3.59910538642578","1","No","abc","abc"
"Gig Harbor Boat Launch","Fidalgo Bay Aq Reserve, Weaverling Spit","0.179609300749994","-2.75356816378846","3.11278676528845","1","No","abc","abc"
"Hood Canal Holly","Fidalgo Bay Aq Reserve, Weaverling Spit","-1.49484059833335","-4.17245303582255","1.18277183915585","0.995909440239416","No","c","abc"
"Jamestown","Fidalgo Bay Aq Reserve, Weaverling Spit","0.0383164783333331","-2.63929595915587","2.71592891582253","1","No","abc","abc"
"Kingston Marina","Fidalgo Bay Aq Reserve, Weaverling Spit","0.725939648499994","-2.20723781603846","3.65911711303845","1","No","abc","abc"
"Kitsap St Boat Launch","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.484926094750009","-3.41810355928846","2.44825136978844","1","No","abc","abc"
"Kopachuck State Park","Fidalgo Bay Aq Reserve, Weaverling Spit","1.05487080124999","-1.87830666328846","3.98804826578844","0.999999998593712","No","abc","abc"
"Lions Park","Fidalgo Bay Aq Reserve, Weaverling Spit","0.940847927499993","-1.99232953703846","3.87402539203844","1","No","abc","abc"
"Locust Beach","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.377407625500009","-3.31058509003846","2.55576983903844","1","No","abc","abc"
"Madrona Pont","Fidalgo Bay Aq Reserve, Weaverling Spit","1.08614334449999","-1.84703412003846","4.01932080903844","0.999999994944554","No","abc","abc"
"Manchester, Stormwater Outfall","Fidalgo Bay Aq Reserve, Weaverling Spit","1.09057960949999","-1.84259785503846","4.02375707403844","0.999999993974464","No","abc","abc"
"Maple Hollow Park","Fidalgo Bay Aq Reserve, Weaverling Spit","1.2113280415","-1.72184942303845","4.14450550603845","0.999999573007092","No","ab","abc"
"Maristone Island","Fidalgo Bay Aq Reserve, Weaverling Spit","0.308918298166663","-2.36869413932254","2.98653073565586","1","No","abc","abc"
"Meyer's Point, Henderson Inlet","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.547809421750004","-3.48098688628846","2.38536804278845","1","No","abc","abc"
"Miller Creek","Fidalgo Bay Aq Reserve, Weaverling Spit","2.12383835024999","-0.809339114288458","5.05701581478844","0.754036453303772","No","b","abc"
"Minter Bay","Fidalgo Bay Aq Reserve, Weaverling Spit","1.35479125349999","-1.57838621103846","4.28796871803845","0.999977717718117","No","ab","abc"
"Mukilteo","Fidalgo Bay Aq Reserve, Weaverling Spit","1.3791284115","-1.55404905303846","4.31230587603845","0.999960583199103","No","ab","abc"
"N Avenue Park","Fidalgo Bay Aq Reserve, Weaverling Spit","1.068462608","-1.86471485653845","4.00164007253845","0.999999997524994","No","abc","abc"
"North Camano","Fidalgo Bay Aq Reserve, Weaverling Spit","1.470884531","-1.46229293353845","4.40406199553845","0.999729802314858","No","ab","abc"
"Oak Bay County Park","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.400186724500005","-3.33336418903846","2.53299074003845","1","No","abc","abc"
"Penn Cove Reference","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.550016030250002","-3.48319349478845","2.38316143428845","1","No","abc","abc"
"Penrose Point State Park","Fidalgo Bay Aq Reserve, Weaverling Spit","1.16840729199999","-1.76477017253846","4.10158475653845","0.999999895318807","No","abc","abc"
"Point Defiance Ferry","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.544533316250007","-3.47771078078846","2.38864414828844","1","No","abc","abc"
"Port Angeles Yacht Club","Fidalgo Bay Aq Reserve, Weaverling Spit","0.699679496499999","-1.9779329409892","3.3772919339892","1","No","abc","abc"
"Purdy, Burley Lagoon","Fidalgo Bay Aq Reserve, Weaverling Spit","0.151816247999996","-2.78136121653846","3.08499371253845","1","No","abc","abc"
"Purdy, Dexters","Fidalgo Bay Aq Reserve, Weaverling Spit","0.571721612999997","-2.36145585153845","3.50489907753845","1","No","abc","abc"
"Raft Island Park","Fidalgo Bay Aq Reserve, Weaverling Spit","0.279245940249997","-2.65393152428845","3.21242340478845","1","No","abc","abc"
"Reach Island","Fidalgo Bay Aq Reserve, Weaverling Spit","0.752334085249995","-2.18084337928846","3.68551154978845","1","No","abc","abc"
"Rich Passage","Fidalgo Bay Aq Reserve, Weaverling Spit","0.337335820999997","-2.59584164353845","3.27051328553845","1","No","abc","abc"
"Rocky Point","Fidalgo Bay Aq Reserve, Weaverling Spit","0.950629665249998","-1.98254779928845","3.88380712978845","0.999999999989118","No","abc","abc"
"Salmon Bay, Commodore Park","Fidalgo Bay Aq Reserve, Weaverling Spit","0.431386735749997","-2.50179072878845","3.36456420028845","1","No","abc","abc"
"Salmon Beach","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.72489322775","-3.65807069228845","2.20828423678845","1","No","abc","abc"
"Seattle Aquarium, Pier 59","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.0367871197500023","-2.96996458428845","2.89639034478845","1","No","abc","abc"
"Shilshole Bay","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.192481451000004","-3.12565891553846","2.74069601353845","1","No","abc","abc"
"Silverdale, Dyes Inlet","Fidalgo Bay Aq Reserve, Weaverling Spit","-1.123134634","-4.05631209853845","1.81004283053845","0.999999979078867","No","ac","abc"
"Skiff Point","Fidalgo Bay Aq Reserve, Weaverling Spit","0.514494654749997","-2.41868280978845","3.44767211928845","1","No","abc","abc"
"Smith Cove, Terminal 91","Fidalgo Bay Aq Reserve, Weaverling Spit","0.131393419749996","-2.80178404478846","3.06457088428845","1","No","abc","abc"
"South of Skunk Island","Fidalgo Bay Aq Reserve, Weaverling Spit","0.256754588499997","-2.67642287603845","3.18993205303845","1","No","abc","abc"
"Squaxin Island","Fidalgo Bay Aq Reserve, Weaverling Spit","0.914605418749997","-2.01857204578845","3.84778288328845","1","No","abc","abc"
"Suquamish Stormwater Outfall","Fidalgo Bay Aq Reserve, Weaverling Spit","0.0414468424999966","-2.89173062203845","2.97462430703845","1","No","abc","abc"
"Thea Foss Waterway","Fidalgo Bay Aq Reserve, Weaverling Spit","0.416711301999997","-2.36594516882579","3.19936777282578","1","No","abc","abc"
"Three Tree Point","Fidalgo Bay Aq Reserve, Weaverling Spit","1.22666225775","-1.70651520678845","4.15983972228845","0.999999313038289","No","ab","abc"
"Tulalip Bay","Fidalgo Bay Aq Reserve, Weaverling Spit","0.817926306999996","-1.8596861304892","3.4955387444892","1","No","abc","abc"
"Tulalip Reservation","Fidalgo Bay Aq Reserve, Weaverling Spit","0.587509920249997","-2.34566754428845","3.52068738478845","1","No","abc","abc"
"West Bay Park","Fidalgo Bay Aq Reserve, Weaverling Spit","1.25984606925","-1.67333139528845","4.19302353378845","0.999998163474717","No","ab","abc"
"Williams Olson Park","Fidalgo Bay Aq Reserve, Weaverling Spit","-0.222931779750003","-3.15610924428845","2.71024568478845","1","No","abc","abc"
"Friday Harbor","Filucy Bay","-0.992278976150012","-3.77493544697579","1.79037749467577","0.999999999037081","No","abc","ab"
"Gig Harbor Boat Launch","Filucy Bay","-1.62911859100002","-4.56229605553847","1.30405887353844","0.99635791902605","No","abc","ab"
"Hood Canal Holly","Filucy Bay","-3.30356849008336","-5.98118092757256","-0.625956052594159","0.000878868476377637","Yes","c","ab"
"Jamestown","Filucy Bay","-1.77041141341668","-4.44802385090588","0.907201024072522","0.913884988205249","No","abc","ab"
"Kingston Marina","Filucy Bay","-1.08278824325002","-4.01596570778847","1.85038922128844","0.99999999557739","No","abc","ab"
"Kitsap St Boat Launch","Filucy Bay","-2.29365398650002","-5.22683145103847","0.639523478038433","0.54802027383525","No","abc","ab"
"Kopachuck State Park","Filucy Bay","-0.753857090500017","-3.68703455503847","2.17932037403843","1","No","abc","ab"
"Lions Park","Filucy Bay","-0.867879964250017","-3.80105742878847","2.06529750028843","1","No","abc","ab"
"Locust Beach","Filucy Bay","-2.18613551725002","-5.11931298178847","0.747041947288433","0.682056771770854","No","abc","ab"
"Madrona Pont","Filucy Bay","-0.722584547250017","-3.65576201178847","2.21059291728843","1","No","abc","ab"
"Manchester, Stormwater Outfall","Filucy Bay","-0.718148282250018","-3.65132574678847","2.21502918228843","1","No","abc","ab"
"Maple Hollow Park","Filucy Bay","-0.597399850250013","-3.53057731478846","2.33577761428844","1","No","ab","ab"
"Maristone Island","Filucy Bay","-1.49980959358335","-4.17742203107255","1.17780284390585","0.995594341624062","No","abc","ab"
"Meyer's Point, Henderson Inlet","Filucy Bay","-2.35653731350001","-5.28971477803847","0.576640151038438","0.46938096787675","No","abc","ab"
"Miller Creek","Filucy Bay","0.315110458499983","-2.61806700603847","3.24828792303843","1","No","b","ab"
"Minter Bay","Filucy Bay","-0.453936638250015","-3.38711410278847","2.47924082628844","1","No","ab","ab"
"Mukilteo","Filucy Bay","-0.429599480250014","-3.36277694478847","2.50357798428844","1","No","ab","ab"
"N Avenue Park","Filucy Bay","-0.740265283750013","-3.67344274828846","2.19291218078844","1","No","abc","ab"
"North Camano","Filucy Bay","-0.337843360750011","-3.27102082528846","2.59533410378844","1","No","ab","ab"
"Oak Bay County Park","Filucy Bay","-2.20891461625002","-5.14209208078847","0.724262848288436","0.654333495134149","No","abc","ab"
"Penn Cove Reference","Filucy Bay","-2.35874392200001","-5.29192138653846","0.57443354253844","0.466669937810153","No","abc","ab"
"Penrose Point State Park","Filucy Bay","-0.640320599750017","-3.57349806428847","2.29285686478843","1","No","abc","ab"
"Point Defiance Ferry","Filucy Bay","-2.35326120800002","-5.28643867253847","0.579916256538434","0.47341405540326","No","abc","ab"
"Port Angeles Yacht Club","Filucy Bay","-1.10904839525001","-3.78666083273921","1.56856404223919","0.999999522383412","No","abc","ab"
"Purdy, Burley Lagoon","Filucy Bay","-1.65691164375001","-4.59008910828847","1.27626582078844","0.994691393590555","No","abc","ab"
"Purdy, Dexters","Filucy Bay","-1.23700627875001","-4.17018374328846","1.69617118578844","0.999999060442609","No","abc","ab"
"Raft Island Park","Filucy Bay","-1.52948195150001","-4.46265941603846","1.40369551303844","0.999219788827366","No","abc","ab"
"Reach Island","Filucy Bay","-1.05639380650001","-3.98957127103847","1.87678365803844","0.999999998500688","No","abc","ab"
"Rich Passage","Filucy Bay","-1.47139207075001","-4.40456953528846","1.46178539378844","0.999727163033706","No","abc","ab"
"Rocky Point","Filucy Bay","-0.858098226500012","-3.79127569103846","2.07507923803844","1","No","abc","ab"
"Salmon Bay, Commodore Park","Filucy Bay","-1.37734115600001","-4.31051862053846","1.55583630853844","0.999962166214201","No","abc","ab"
"Salmon Beach","Filucy Bay","-2.53362111950001","-5.46679858403846","0.399556345038441","0.273778501041639","No","abc","ab"
"Seattle Aquarium, Pier 59","Filucy Bay","-1.84551501150001","-4.77869247603846","1.08766245303844","0.958937174113883","No","abc","ab"
"Shilshole Bay","Filucy Bay","-2.00120934275001","-4.93438680728847","0.931968121788437","0.870763827899793","No","abc","ab"
"Silverdale, Dyes Inlet","Filucy Bay","-2.93186252575001","-5.86503999028846","0.0013149387884388","0.0503277853873356","No","ac","ab"
"Skiff Point","Filucy Bay","-1.29423323700001","-4.22741070153846","1.63894422753844","0.999995221642069","No","abc","ab"
"Smith Cove, Terminal 91","Filucy Bay","-1.67733447200001","-4.61051193653847","1.25584299253844","0.993092185671754","No","abc","ab"
"South of Skunk Island","Filucy Bay","-1.55197330325001","-4.48515076778846","1.38120416128844","0.998864403612983","No","abc","ab"
"Squaxin Island","Filucy Bay","-0.894122473000013","-3.82729993753846","2.03905499153844","1","No","abc","ab"
"Suquamish Stormwater Outfall","Filucy Bay","-1.76728104925001","-4.70045851378847","1.16589641528844","0.980581690115637","No","abc","ab"
"Thea Foss Waterway","Filucy Bay","-1.39201658975001","-4.1746730605758","1.39063988107577","0.99974772924613","No","abc","ab"
"Three Tree Point","Filucy Bay","-0.582065634000013","-3.51524309853846","2.35111183053844","1","No","ab","ab"
"Tulalip Bay","Filucy Bay","-0.990801584750014","-3.66841402223921","1.68681085273919","0.999999995097884","No","abc","ab"
"Tulalip Reservation","Filucy Bay","-1.22121797150001","-4.15439543603846","1.71195949303844","0.999999418846644","No","abc","ab"
"West Bay Park","Filucy Bay","-0.548881822500013","-3.48205928703846","2.38429564203844","1","No","ab","ab"
"Williams Olson Park","Filucy Bay","-2.03165967150001","-4.96483713603847","0.901517793038438","0.845477045405669","No","abc","ab"
"Gig Harbor Boat Launch","Friday Harbor","-0.636839614850004","-3.41949608567579","2.14581685597578","1","No","abc","abc"
"Hood Canal Holly","Friday Harbor","-2.31128951393335","-4.82311262903306","0.200533601166367","0.145861534866975","No","c","abc"
"Jamestown","Friday Harbor","-0.778132437266665","-3.28995555236638","1.73369067783305","1","No","abc","abc"
"Kingston Marina","Friday Harbor","-0.0905092671000041","-2.87316573792579","2.69214720372578","1","No","abc","abc"
"Kitsap St Boat Launch","Friday Harbor","-1.30137501035001","-4.08403148117579","1.48128146047578","0.999966734561139","No","abc","abc"
"Kopachuck State Park","Friday Harbor","0.238421885649994","-2.54423458517579","3.02107835647578","1","No","abc","abc"
"Lions Park","Friday Harbor","0.124399011899995","-2.65825745892579","2.90705548272578","1","No","abc","abc"
"Locust Beach","Friday Harbor","-1.19385654110001","-3.97651301192579","1.58879992972578","0.999998236490795","No","abc","abc"
"Madrona Pont","Friday Harbor","0.269694428899995","-2.51296204192579","3.05235089972578","1","No","abc","abc"
"Manchester, Stormwater Outfall","Friday Harbor","0.274130693899993","-2.50852577692579","3.05678716472578","1","No","abc","abc"
"Maple Hollow Park","Friday Harbor","0.394879125899999","-2.38777734492578","3.17753559672578","1","No","ab","abc"
"Maristone Island","Friday Harbor","-0.507530617433335","-3.01935373253305","2.00429249766638","1","No","abc","abc"
"Meyer's Point, Henderson Inlet","Friday Harbor","-1.36425833735","-4.14691480817578","1.41839813347578","0.9998589034326","No","abc","abc"
"Miller Creek","Friday Harbor","1.30738943464999","-1.47526703617579","4.09004590547578","0.999961492982298","No","b","abc"
"Minter Bay","Friday Harbor","0.538342337899997","-2.24431413292579","3.32099880872578","1","No","ab","abc"
"Mukilteo","Friday Harbor","0.562679495899998","-2.21997697492578","3.34533596672578","1","No","ab","abc"
"N Avenue Park","Friday Harbor","0.252013692399999","-2.53064277842578","3.03467016322578","1","No","abc","abc"
"North Camano","Friday Harbor","0.654435615400001","-2.12822085542578","3.43709208622578","1","No","ab","abc"
"Oak Bay County Park","Friday Harbor","-1.2166356401","-3.99929211092579","1.56602083072578","0.999996532948886","No","abc","abc"
"Penn Cove Reference","Friday Harbor","-1.36646494585","-4.14912141667578","1.41619152497578","0.999852052366219","No","abc","abc"
"Penrose Point State Park","Friday Harbor","0.351958376399995","-2.43069809442579","3.13461484722578","1","No","abc","abc"
"Point Defiance Ferry","Friday Harbor","-1.36098223185001","-4.14363870267579","1.42167423897578","0.999868546462807","No","abc","abc"
"Port Angeles Yacht Club","Friday Harbor","-0.1167694191","-2.62859253419971","2.39505369599971","1","No","abc","abc"
"Purdy, Burley Lagoon","Friday Harbor","-0.664632667600002","-3.44728913842579","2.11802380322578","1","No","abc","abc"
"Purdy, Dexters","Friday Harbor","-0.244727302600001","-3.02738377342578","2.53792916822578","1","No","abc","abc"
"Raft Island Park","Friday Harbor","-0.537202975350001","-3.31985944617578","2.24545349547578","1","No","abc","abc"
"Reach Island","Friday Harbor","-0.064114830350003","-2.84677130117579","2.71854164047578","1","No","abc","abc"
"Rich Passage","Friday Harbor","-0.479113094600001","-3.26176956542578","2.30354337622578","1","No","abc","abc"
"Rocky Point","Friday Harbor","0.13418074965","-2.64847572117578","2.91683722047578","1","No","abc","abc"
"Salmon Bay, Commodore Park","Friday Harbor","-0.385062179850001","-3.16771865067578","2.39759429097578","1","No","abc","abc"
"Salmon Beach","Friday Harbor","-1.54134214335","-4.32399861417578","1.24131432747578","0.996575751195254","No","abc","abc"
"Seattle Aquarium, Pier 59","Friday Harbor","-0.853236035350001","-3.63589250617578","1.92942043547578","1","No","abc","abc"
"Shilshole Bay","Friday Harbor","-1.0089303666","-3.79158683742579","1.77372610422578","0.999999997982726","No","abc","abc"
"Silverdale, Dyes Inlet","Friday Harbor","-1.9395835496","-4.72224002042578","0.843072921225782","0.83403678119103","No","ac","abc"
"Skiff Point","Friday Harbor","-0.301954260850001","-3.08461073167578","2.48070220997578","1","No","abc","abc"
"Smith Cove, Terminal 91","Friday Harbor","-0.685055495850002","-3.46771196667578","2.09760097497578","1","No","abc","abc"
"South of Skunk Island","Friday Harbor","-0.559694327100002","-3.34235079792578","2.22296214372578","1","No","abc","abc"
"Squaxin Island","Friday Harbor","0.0981565031499985","-2.68449996767578","2.88081297397578","1","No","abc","abc"
"Suquamish Stormwater Outfall","Friday Harbor","-0.775002073100002","-3.55765854392578","2.00765439772578","1","No","abc","abc"
"Thea Foss Waterway","Friday Harbor","-0.399737613600001","-3.02325129391138","2.22377606671138","1","No","abc","abc"
"Three Tree Point","Friday Harbor","0.410213342149998","-2.37244312867578","3.19286981297578","1","No","ab","abc"
"Tulalip Bay","Friday Harbor","0.00147739139999814","-2.51034572369972","2.51330050649971","1","No","abc","abc"
"Tulalip Reservation","Friday Harbor","-0.228938995350002","-3.01159546617578","2.55371747547578","1","No","abc","abc"
"West Bay Park","Friday Harbor","0.443397153649999","-2.33925931717578","3.22605362447578","1","No","ab","abc"
"Williams Olson Park","Friday Harbor","-1.03938069535","-3.82203716617578","1.74327577547578","0.999999992662088","No","abc","abc"
"Hood Canal Holly","Gig Harbor Boat Launch","-1.67444989908334","-4.35206233657254","1.00316253840586","0.962838495120854","No","c","abc"
"Jamestown","Gig Harbor Boat Launch","-0.141292822416661","-2.81890525990586","2.53631961507254","1","No","abc","abc"
"Kingston Marina","Gig Harbor Boat Launch","0.54633034775","-2.38684711678845","3.47950781228845","1","No","abc","abc"
"Kitsap St Boat Launch","Gig Harbor Boat Launch","-0.664535395500003","-3.59771286003845","2.26864206903845","1","No","abc","abc"
"Kopachuck State Park","Gig Harbor Boat Launch","0.875261500499998","-2.05791596403845","3.80843896503845","1","No","abc","abc"
"Lions Park","Gig Harbor Boat Launch","0.761238626749999","-2.17193883778845","3.69441609128845","1","No","abc","abc"
"Locust Beach","Gig Harbor Boat Launch","-0.557016926250003","-3.49019439078845","2.37616053828845","1","No","abc","abc"
"Madrona Pont","Gig Harbor Boat Launch","0.906534043749999","-2.02664342078845","3.83971150828845","1","No","abc","abc"
"Manchester, Stormwater Outfall","Gig Harbor Boat Launch","0.910970308749997","-2.02220715578845","3.84414777328845","1","No","abc","abc"
"Maple Hollow Park","Gig Harbor Boat Launch","1.03171874075","-1.90145872378845","3.96489620528845","0.999999999480899","No","ab","abc"
"Maristone Island","Gig Harbor Boat Launch","0.129308997416669","-2.54830344007253","2.80692143490587","1","No","abc","abc"
"Meyer's Point, Henderson Inlet","Gig Harbor Boat Launch","-0.727418722499998","-3.66059618703845","2.20575874203845","1","No","abc","abc"
"Miller Creek","Gig Harbor Boat Launch","1.9442290495","-0.988948415038453","4.87740651403845","0.910907738652754","No","b","abc"
"Minter Bay","Gig Harbor Boat Launch","1.17518195275","-1.75799551178845","4.10835941728845","0.999999868319043","No","ab","abc"
"Mukilteo","Gig Harbor Boat Launch","1.19951911075","-1.73365835378845","4.13269657528845","0.9999997067126","No","ab","abc"
"N Avenue Park","Gig Harbor Boat Launch","0.888853307250003","-2.04432415728845","3.82203077178845","1","No","abc","abc"
"North Camano","Gig Harbor Boat Launch","1.29127523025","-1.64190223428845","4.22445269478846","0.999995588297707","No","ab","abc"
"Oak Bay County Park","Gig Harbor Boat Launch","-0.57979602525","-3.51297348978845","2.35338143928845","1","No","abc","abc"
"Penn Cove Reference","Gig Harbor Boat Launch","-0.729625330999996","-3.66280279553845","2.20355213353846","1","No","abc","abc"
"Penrose Point State Park","Gig Harbor Boat Launch","0.988797991249999","-1.94437947328845","3.92197545578845","0.999999999927411","No","abc","abc"
"Point Defiance Ferry","Gig Harbor Boat Launch","-0.724142617000001","-3.65732008153845","2.20903484753845","1","No","abc","abc"
"Port Angeles Yacht Club","Gig Harbor Boat Launch","0.520070195750004","-2.15754224173919","3.1976826332392","1","No","abc","abc"
"Purdy, Burley Lagoon","Gig Harbor Boat Launch","-0.0277930527499983","-2.96097051728845","2.90538441178845","1","No","abc","abc"
